match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_keyPass,stat_goalAssist,stat_totalTackle,stat_totalCross,stat_challengeLost,player_firstName,player_lastName,stat_fouls,player_sofascoreId,stat_dispossessed,stat_blockedScoringAttempt,stat_wonTackle,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAShot,stat_totalOffside,stat_outfielderBlock
10438166,home,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,31.0,22.0,14.0,5.0,21.0,24.0,1.0,7.0,1.0,1.0,2.0,14.0,1.0,1.0,2.0,90.0,43.0,7.1,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438166,home,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,36.0,21.0,3.0,,14.0,19.0,7.0,17.0,1.0,3.0,6.0,4.0,,,,90.0,58.0,7.1,18.0,0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10438166,home,FC Arouca,João Basso,joao-basso,J. Basso,D,13,189,677,M,850955,EUR,853113600,D,13,13,False,59.0,49.0,8.0,1.0,35.0,37.0,14.0,22.0,2.0,2.0,5.0,5.0,1.0,,,90.0,67.0,7.1,11.0,1,1.0,1.0,,,,,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10438166,home,FC Arouca,Nino Galović,nino-galovic,N. Galović,D,,184,65,M,161431,EUR,710380800,D,44,44,False,47.0,43.0,4.0,2.0,30.0,31.0,13.0,16.0,1.0,3.0,3.0,2.0,,,,90.0,56.0,7.3,4.0,0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10438166,home,FC Arouca,Mateus Quaresma,mateus-quaresma,M. Quaresma,D,66,181,70,M,874360,EUR,840672000,D,6,6,False,53.0,42.0,10.0,6.0,25.0,28.0,17.0,27.0,,4.0,2.0,7.0,,,,88.0,76.0,6.6,19.0,0,1.0,4.0,2.0,,,1.0,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10438166,home,FC Arouca,Ismaila Soro,ismaila-soro,I. Soro,M,19,173,157,M,892808,EUR,894499200,M,23,23,False,40.0,34.0,1.0,,20.0,22.0,14.0,18.0,2.0,5.0,2.0,7.0,2.0,,,88.0,50.0,6.9,8.0,0,1.0,4.0,3.0,3.0,2.0,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,
10438166,home,FC Arouca,Morlaye Sylla,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,47.0,43.0,2.0,2.0,14.0,15.0,29.0,32.0,,2.0,1.0,3.0,1.0,,,90.0,59.0,6.9,6.0,1,,3.0,,,1.0,,,,2.0,,2.0,,,,,2.0,morlayesylla2,1.0,1.0,1.0,,,,,,,,,,,,
10438166,home,FC Arouca,Arsénio Nunes,arsenio-nunes,A. Nunes,F,12,180,45,M,252087,EUR,620438400,M,8,8,False,28.0,21.0,,,9.0,9.0,13.0,24.0,,1.0,,1.0,1.0,,,74.0,47.0,7.4,18.0,1,,5.0,2.0,,,1.0,,,3.0,1.0,,5.0,,,,,,3.0,,,1.0,3.0,1.0,,,,,,,,,
10438166,home,FC Arouca,Alan Ruiz,alan-ruiz,A. Ruiz,M,,181,154,M,158255,EUR,745718400,M,10,10,False,44.0,39.0,4.0,2.0,14.0,14.0,26.0,33.0,1.0,5.0,,7.0,2.0,,,81.0,59.0,8.6,11.0,3,1.0,7.0,2.0,1.0,,3.0,,3.0,2.0,1.0,,3.0,2.0,,,2.0,,1.0,,,1.0,2.0,,1.0,,,,,,,,
10438166,home,FC Arouca,Antony Alves,antony-alves,A. Alves,M,11,178,335,M,1105971,EUR,999907200,M,11,11,False,26.0,20.0,,,5.0,7.0,15.0,19.0,,6.0,,6.0,2.0,,,90.0,44.0,7.4,10.0,4,1.0,5.0,2.0,1.0,,1.0,,3.0,,,4.0,,,Antony,,2.0,,1.0,,2.0,,,1.0,,2.0,,,,,,,
10438166,home,FC Arouca,Oday Dabbagh,oday-dabbagh,O. Dabbagh,F,27,182,6559,M,920458,EUR,912643200,F,15,15,False,23.0,19.0,1.0,1.0,2.0,3.0,17.0,20.0,,5.0,,4.0,4.0,,,88.0,43.0,8.5,8.0,5,2.0,2.0,4.0,4.0,1.0,1.0,,4.0,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,
10438166,home,FC Arouca,Benji Michel,benji-michel,B. Michel,M,,178,150,M,935643,EUR,877564800,F,18,18,True,7.0,6.0,1.0,,2.0,3.0,4.0,4.0,,,,2.0,,,,16.0,8.0,7.2,1.0,1,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
10438166,home,FC Arouca,Oriol Busquets,oriol-busquets,O. Busquets,M,66,185,483,M,817621,EUR,916790400,M,14,14,True,19.0,17.0,1.0,1.0,5.0,6.0,12.0,13.0,,3.0,,,,,,9.0,22.0,6.9,2.0,0,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,
10438166,home,FC Arouca,Weverson,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,D,25,25,True,6.0,4.0,,,2.0,2.0,2.0,4.0,,,,1.0,,,,2.0,6.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438166,home,FC Arouca,Pedro Moreira,pedro-moreira,P. Moreira,M,,182,5,M,61174,EUR,605923200,M,20,20,True,6.0,4.0,,,1.0,1.0,3.0,5.0,,,,,,,,2.0,6.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438166,home,FC Arouca,Bruno Marques,bruno-marques,Bruno Marques,F,22,194,113,M,978517,EUR,919641600,F,9,9,True,,,,,,,,,,,,,,,,2.0,2.0,,,1,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
10438166,home,FC Arouca,João Valido,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,92,92,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438166,home,FC Arouca,Rafael Fernandes,rafael-fernandes,R. Fernandes,D,19,189,331,M,1087352,EUR,1025222400,D,64,64,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
