match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalOffside,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_shotValueNormalized,captain,stat_blockedScoringAttempt,stat_challengeLost,stat_keyPass,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_keeperSaveValue,stat_goals
13981654,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187.0,4421,M,lukaszskorupski28,44906,EUR,673401600,G,1,1,False,24.0,10.0,17.0,3.0,0.0,8.0,9.0,2.0,15.0,1.0,1.0,1.0,9.0,1.0,90.0,30.0,6.1,14.0,0.00174169,32.25543483231,7.0,-0.075388226522747,0.0,0,-0.7838,0.04,-0.06,-0.1,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981654,home,Bologna,João Mário,joao-mario,J. Mário,D,17,178.0,3148,M,,902031,EUR,946857600,D,17,17,False,25.0,20.0,1.0,1.0,0.0,10.0,14.0,10.0,11.0,,,,,,45.0,32.0,6.6,7.0,0.0291896,38.944370785069,8.0,16.13563296129,0.0,0,,0.07,0.01,-0.02,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981654,home,Bologna,Torbjørn Heggem,torbjorn-heggem,T. Heggem,D,14,192.0,759,M,,933264,EUR,916099200,D,14,14,False,30.0,28.0,5.0,4.0,0.0,15.0,17.0,13.0,13.0,1.0,3.0,5.0,6.0,,90.0,44.0,7.1,6.0,0.00699455,17.278652922151,4.0,10.061481757185,0.0,0,,0.12,0.02,0.26,,,,,,1.0,3.0,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981654,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185.0,4571,M,,818481,EUR,898819200,D,26,26,False,48.0,41.0,9.0,4.0,0.0,19.0,23.0,22.0,25.0,1.0,4.0,2.0,2.0,,90.0,62.0,6.9,8.0,0.0224653,86.33640387927,10.0,48.29928274571,2.0,2,,0.27,0.14,-0.02,,,,,,2.0,,1.0,,2.0,3.0,1.0,,1.0,2.0,1.0,1.0,0.0657,21.156299343037,36.141144224857,-0.22,,,,,,,,,,,,,,,,,,,
13981654,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188.0,706,M,,98212,EUR,751248000,D,22,22,False,30.0,25.0,1.0,,0.0,7.0,9.0,18.0,21.0,2.0,3.0,3.0,2.0,,68.0,45.0,7.0,8.0,0.014518,94.540998147335,13.0,50.850417112209,1.0,1,,0.13,0.05,0.22,,,,2.0,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,0.0535,27.987248422033,31.958293070813,0.0,,,,,,,,,,,,,,,,,,,
13981654,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181.0,1972,M,,907152,EUR,935452800,M,19,19,False,67.0,63.0,10.0,7.0,0.0,13.0,13.0,50.0,54.0,,3.0,,2.0,,90.0,77.0,7.1,5.0,0.0340017,290.29488062205,26.0,138.66227846315,3.0,1,,0.22,0.19,0.23,,,,1.0,,3.0,,1.0,,,2.0,1.0,1.0,2.0,,2.0,,0.0186,20.054144196248,73.401932340926,0.01,True,1.0,,,,,,,,,,,,,,,,,
13981654,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181.0,1928,M,,115516,EUR,703296000,M,8,8,False,52.0,45.0,7.0,5.0,0.0,16.0,16.0,29.0,36.0,,3.0,1.0,5.0,,90.0,59.0,7.1,9.0,0.0575791,80.356439100422,12.0,21.979120885426,1.0,1,,0.31,0.32,0.13,,,,,,3.0,2.0,1.0,,,2.0,2.0,1.0,1.0,,,,0.0484,4.4725327495043,7.3968490588899,-0.33,,1.0,1.0,1.0,,,,,,,,,,,,,,,
13981654,home,Bologna,Tommaso Pobega,tommaso-pobega,T. Pobega,M,4,188.0,1344,M,,928796,EUR,931996800,M,4,4,False,9.0,8.0,1.0,,0.0,6.0,6.0,2.0,3.0,1.0,1.0,,2.0,,22.0,10.0,3.8,1.0,0.00195778,,,,,0,,0.05,,-0.09,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
13981654,home,Bologna,Federico Bernardeschi,federico-bernardeschi,F. Bernardeschi,M,10,185.0,3292,M,,294597,EUR,761270400,F,10,10,False,28.0,24.0,8.0,6.0,0.0,5.0,5.0,19.0,23.0,,7.0,1.0,5.0,,87.0,52.0,7.6,15.0,0.155044,173.67731100389,19.0,50.64182768309,1.0,1,,0.42,0.11,0.16,,,,5.0,1.0,4.0,4.0,1.0,,,2.0,2.0,2.0,2.0,1.0,,,0.054,27.542836028568,42.95896297631,0.0,,,,3.0,5.0,3.0,2.0,,,,,,,,,,,,
13981654,home,Bologna,Thijs Dallinga,thijs-dallinga,T. Dallinga,F,24,190.0,2354,M,,905381,EUR,965260800,F,24,24,False,14.0,7.0,,,0.0,2.0,3.0,5.0,11.0,1.0,4.0,2.0,2.0,,57.0,23.0,6.3,9.0,0.00819107,100.87389928406,12.0,-22.317168821207,2.0,2,,-0.31,0.29,0.16,,,,,,4.0,1.0,1.0,1.0,,,,3.0,2.0,1.0,,1.0,0.4494,15.788406191491,21.098923439404,-0.39,,,,,,,,2.0,1.0,0.1694,,,,,,,,,
