match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_dispossessed,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_totalContest,captain,stat_totalOffside,stat_wonContest,stat_shotOffTarget
12765113,home,Jagiellonia Białystok,Sławomir Abramowicz,,,slawomir-abramowicz,S. Abramowicz,G,50,188.0,489,M,1152849,EUR,1086739200,G,50,50,False,23.0,21.0,2.0,0.0,21.0,21.0,2.0,1.0,1.0,3.0,12.0,2.0,3.0,3.0,2.0,90.0,41.0,7.7,2.0,5.255e-05,0,0.9989,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765113,home,Jagiellonia Białystok,Michal Sáček,,,michal-sacek,M. Sáček,D,61,175.0,123,M,837203,EUR,843091200,D,16,16,False,37.0,32.0,4.0,0.0,19.0,20.0,19.0,1.0,8.0,5.0,3.0,,,,,90.0,64.0,7.5,8.0,0.00812409,1,,2.0,13.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,0.0672,,,,,,,,,,,,,,
12765113,home,Jagiellonia Białystok,Mateusz Skrzypczak,,,skrzypczak-mateusz,M. Skrzypczak,D,72,191.0,671,M,981527,EUR,966902400,D,72,72,False,49.0,45.0,8.0,0.0,36.0,37.0,12.0,,3.0,5.0,4.0,,,,,90.0,66.0,6.9,7.0,0.00536125,0,,6.0,9.0,,6.0,1.0,,,,1.0,,2.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,
12765113,home,Jagiellonia Białystok,Dušan Stojinović,,,dusan-stojinovic,D. Stojinović,D,3,185.0,96,M,925880,EUR,967248000,D,3,3,False,66.0,53.0,13.0,0.0,42.0,45.0,21.0,1.0,3.0,10.0,6.0,,,,,90.0,84.0,7.3,14.0,0.0242569,1,,5.0,11.0,,1.0,,,,1.0,2.0,2.0,,1.0,0.4059,,,1.0,1.0,1.0,0.8418,,,,,,,,
12765113,home,Jagiellonia Białystok,Cezary Polak,,,cezary-polak,C. Polak,D,5,184.0,147,M,1144613,EUR,1054339200,D,5,5,False,49.0,40.0,6.0,0.0,28.0,28.0,21.0,3.0,7.0,11.0,,,,,,90.0,72.0,7.5,11.0,0.00356447,0,,2.0,12.0,,2.0,1.0,,,2.0,4.0,2.0,,,,,1.0,,,,,,,,,,,,
12765113,home,Jagiellonia Białystok,Jarosław Kubicki,,,jaroslaw-kubicki,J. Kubicki,M,14,179.0,124,M,559968,EUR,807753600,M,14,14,False,24.0,23.0,1.0,0.0,14.0,15.0,10.0,,2.0,2.0,5.0,,,,,89.0,37.0,7.0,3.0,0.006129,1,,1.0,9.0,1.0,3.0,,1.0,1.0,,2.0,1.0,,2.0,0.0435,1.0,,1.0,,,,,,,,,,,
12765113,home,Jagiellonia Białystok,Nené,,,nene,Nené,M,18,184.0,149,M,364608,EUR,802742400,M,8,8,False,14.0,10.0,2.0,0.0,8.0,9.0,8.0,1.0,2.0,,3.0,,,,,71.0,25.0,6.7,10.0,0.184958,1,,2.0,3.0,3.0,2.0,1.0,,,,,,1.0,,0.0344,,1.0,2.0,,1.0,0.1834,1.0,1.0,1.0,,,,,
12765113,home,Jagiellonia Białystok,Lamine Diaby-Fadiga,,,lamine-diaby-fadiga,L. Diaby-Fadiga,F,80,188.0,824,M,911850,EUR,979862400,M,9,9,False,6.0,6.0,,0.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,,,,,56.0,20.0,6.3,7.0,0.00544001,0,,,3.0,,8.0,3.0,,,,,,,1.0,,1.0,,3.0,,,,,,,3.0,,,,
12765113,home,Jagiellonia Białystok,Jesús Imaz,,,jesus-imaz,J. Imaz,M,11,174.0,626,M,175177,EUR,654307200,M,11,11,False,17.0,13.0,1.0,0.0,5.0,6.0,12.0,,3.0,,5.0,,,,,90.0,26.0,6.6,8.0,0.01454,0,,,8.0,1.0,5.0,,,1.0,,1.0,,2.0,1.0,,2.0,2.0,1.0,,,,,,1.0,,True,1.0,,
12765113,home,Jagiellonia Białystok,Kristoffer Normann Hansen,,,kristoffer-normann-hansen,K. N. Hansen,M,,180.0,120,M,230288,EUR,776649600,M,99,99,False,15.0,8.0,3.0,0.0,5.0,6.0,9.0,,2.0,1.0,,,,,,71.0,24.0,6.5,9.0,0.00577945,1,,1.0,3.0,,2.0,,1.0,,,,,2.0,,0.0252,1.0,1.0,1.0,,,,,,,,,,,
