match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,playerName,rescinded,player_id,player_name,reason,confirmed
13981560,FT,1.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
13981560,,,,,90,2.0,,1,,,substitution,125234778.0,False,True,regular,,,,,,,
13981560,,,,,90,2.0,,1,,,substitution,125234776.0,True,True,injury,,,,,,,
13981560,,,,,90,0.0,,1,,,injuryTime,,,,,5.0,,,,,,
13981560,,,,,83,,,8,,,card,124420697.0,,True,yellow,,Gianluca Gaetano,False,902019.0,Gianluca Gaetano,,
13981560,,1.0,0.0,,82,,,9,,,goal,331506877.0,,True,regular,,,,902019.0,Gianluca Gaetano,,
13981560,,,,,78,,,13,,,card,124420650.0,,True,yellow,,Michael Folorunsho,False,869795.0,Michael Folorunsho,Argument,
13981560,,,,,78,,,13,,,card,124420661.0,,False,yellow,,Mario Hermoso,False,353130.0,Mario Hermoso,Argument,
13981560,,,,,77,,,14,,,substitution,125234651.0,False,True,regular,,,,,,,
13981560,,,,,73,,,18,,,substitution,125234628.0,False,False,regular,,,,,,,
13981560,,,,,69,,,22,,,substitution,125234595.0,False,True,regular,,,,,,,
13981560,,,,,69,,,22,,,substitution,125234592.0,False,True,regular,,,,,,,
13981560,,,,,63,,,28,,,substitution,125234530.0,False,False,regular,,,,,,,
13981560,,,,,62,,,29,,,substitution,125234529.0,False,False,regular,,,,,,,
13981560,,,,,62,,,29,,,substitution,125234528.0,False,False,regular,,,,,,,
13981560,,,,,53,,,38,,,substitution,125234423.0,False,False,regular,,,,,,,
13981560,,,,,52,,,39,,,card,124420364.0,,False,red,,Zeki Çelik,False,893008.0,Zeki Çelik,Professional foul last man,
13981560,,,,,50,,,41,,,varDecision,92622.0,,True,penaltyAwarded,,,,869795.0,Michael Folorunsho,,False
13981560,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
13981560,,,,,45,0.0,,1,,,injuryTime,,,,,1.0,,,,,,
