match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_interceptionWon,stat_unsuccessfulTouch,stat_accurateCross,stat_goalAssist,stat_bigChanceMissed,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_hitWoodwork
10433784,home,Fatih Karagümrük,Emiliano Viviano,emiliano-viviano,E. Viviano,G,195,127,M,38599,EUR,502243200,G,2,2,False,True,38.0,35.0,10.0,7.0,35.0,35.0,3.0,1.0,4.0,1.0,1.0,90.0,41.0,6.9,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433784,home,Fatih Karagümrük,Davide Biraschi,davide-biraschi,D. Biraschi,D,182,102,M,233252,EUR,773107200,D,4,4,False,,64.0,58.0,3.0,1.0,28.0,29.0,36.0,,7.0,,,89.0,76.0,6.8,8.0,0,,,4,30.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10433784,home,Fatih Karagümrük,Rayyan Baniya,rayyan-baniya,R. Baniya,D,192,339,M,929739,EUR,919296000,D,99,99,False,,101.0,94.0,7.0,4.0,66.0,69.0,32.0,,4.0,,,90.0,110.0,7.6,9.0,2,,,23,28.0,,2.0,2.0,3.0,2.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10433784,home,Fatih Karagümrük,Ibrahim Drešević,ibrahim-dresevic,I. Drešević,D,186,210,M,817987,EUR,854064000,D,5,5,False,,102.0,99.0,8.0,7.0,64.0,65.0,37.0,,7.0,,,90.0,115.0,8.0,4.0,1,,,5,35.0,,1.0,4.0,4.0,,2.0,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,
10433784,home,Fatih Karagümrük,Levent Mercan,munir-levent-mercan,L. Mercan,D,176,1693,M,1085938,EUR,976406400,D,18,18,False,,62.0,59.0,5.0,3.0,25.0,26.0,39.0,2.0,5.0,,,90.0,82.0,7.7,6.0,0,,,22,36.0,3.0,,5.0,4.0,,4.0,2.0,,2.0,1.0,,,,,4.0,2.0,,,,1.0,,2.0,,,,,,,,,
10433784,home,Fatih Karagümrük,Andrea Bertolacci,andrea-bertolacci,A. Bertolacci,M,179,98,M,47568,EUR,663552000,M,91,91,False,,78.0,70.0,5.0,3.0,21.0,21.0,58.0,,5.0,,,74.0,86.0,7.5,10.0,1,,,,50.0,1.0,,3.0,3.0,,1.0,1.0,2.0,1.0,,,1.0,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,
10433784,home,Fatih Karagümrük,Magomed Ozdoev,magomed-ozdoev,M. Ozdoev,M,184,813,M,121185,EUR,720921600,M,27,27,False,,52.0,48.0,1.0,1.0,10.0,10.0,43.0,,5.0,,,89.0,63.0,7.5,6.0,2,,,27,38.0,1.0,,6.0,4.0,,1.0,,3.0,,,,,2.0,1.0,4.0,4.0,2.0,,,1.0,1.0,,,2.0,,,,,,,
10433784,home,Fatih Karagümrük,Saba Lobjanidze,saba-lobjanidze,S. Lobjanidze,M,175,886,M,286923,EUR,787708800,M,7,7,False,,19.0,14.0,1.0,1.0,2.0,2.0,18.0,,2.0,,,74.0,31.0,6.8,8.0,4,,,9,12.0,1.0,,2.0,1.0,,1.0,1.0,,,1.0,,1.0,3.0,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,
10433784,home,Fatih Karagümrük,Sofiane Feghouli,sofiane-feghouli,S. Feghouli,M,178,3304,M,37240,EUR,630633600,M,89,89,False,,66.0,56.0,9.0,5.0,15.0,15.0,54.0,,3.0,,,81.0,83.0,7.2,15.0,5,,,,42.0,3.0,,4.0,,,,,,2.0,,,,,,2.0,,2.0,3.0,,3.0,2.0,1.0,,,sffeghouli,2.0,,,,,
10433784,home,Fatih Karagümrük,Kerim Frei,kerim-frei,K. Frei,M,173,68,M,157014,EUR,753667200,M,11,11,False,,38.0,31.0,1.0,,5.0,7.0,33.0,,4.0,,,90.0,56.0,8.8,12.0,2,,,11,26.0,2.0,,2.0,8.0,,2.0,1.0,2.0,,5.0,4.0,,,,1.0,,1.0,,,2.0,1.0,,,,,2.0,2.0,3.0,,,
