match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_totalCross,stat_totalContest,stat_wonContest,stat_keyPass,stat_blockedScoringAttempt,stat_accurateCross,stat_outfielderBlock,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId,stat_totalOffside
12499732,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,33.0,28.0,9.0,4.0,0.0,27.0,28.0,1.0,5.0,6.0,3.0,5.0,90.0,42.0,7.3,5.0,0.00051599,0,0.2637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499732,home,FC Augsburg,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192,662,M,963198,EUR,1021420800,D,5,5,False,96.0,84.0,3.0,1.0,0.0,44.0,46.0,40.0,50.0,4.0,,,90.0,108.0,7.7,14.0,0.0228485,2,,,,1.0,4.0,5.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,0.4655,0.8647,,,,,,,,,,,,
12499732,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,80.0,77.0,9.0,7.0,0.0,41.0,42.0,36.0,40.0,2.0,,,90.0,96.0,7.3,7.0,0.0851407,0,,,,1.0,2.0,3.0,6.0,1.0,,,,,,4.0,2.0,2.0,1.0,1.0,1.0,,,,True,2.0,2.0,1.0,1.0,,,,,,,
12499732,home,FC Augsburg,Noahkai Banks,noahkai-banks,N. Banks,D,40,193,620,M,1597260,EUR,1164931200,D,40,40,False,53.0,52.0,7.0,7.0,0.0,29.0,29.0,23.0,24.0,,,,70.0,71.0,7.6,2.0,0.0101475,1,,Noahkai,Banks,2.0,3.0,2.0,6.0,,,,,,,11.0,1.0,3.0,2.0,1.0,,,0.0703,,,,,,,1.0,,,,,,
12499732,home,FC Augsburg,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,254119,EUR,801532800,M,11,11,False,27.0,22.0,,,0.0,11.0,12.0,11.0,16.0,1.0,,,61.0,37.0,6.6,8.0,0.00676366,0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
12499732,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,8,8,False,34.0,25.0,1.0,,0.0,12.0,14.0,14.0,22.0,4.0,,,90.0,51.0,6.7,16.0,0.0488183,0,,,,,,5.0,5.0,,2.0,,,,,1.0,,2.0,2.0,1.0,1.0,,,,,2.0,5.0,2.0,2.0,,1.0,,,,,
12499732,home,FC Augsburg,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4634,M,885864,EUR,883612800,M,19,19,False,58.0,49.0,5.0,1.0,0.0,22.0,27.0,27.0,31.0,7.0,,,90.0,75.0,7.0,15.0,0.0323083,2,,,,,1.0,5.0,5.0,,1.0,,1.0,1.0,,2.0,,2.0,2.0,3.0,2.0,2.0,0.1885,0.2315,,,2.0,,,,,1.0,,,,
12499732,home,FC Augsburg,Dimitrios Giannoulis,dimitrios-giannoulis,D. Giannoulis,M,13,178,1037,M,354878,EUR,813888000,M,13,13,False,37.0,24.0,2.0,,0.0,10.0,15.0,15.0,25.0,6.0,,,90.0,67.0,7.3,19.0,0.122623,0,,,,,,,4.0,,,,,,,2.0,2.0,4.0,3.0,,,,,,,3.0,,,1.0,,1.0,,1.0,1.0,,
12499732,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,F,10,10,False,45.0,41.0,2.0,2.0,0.0,21.0,22.0,23.0,30.0,5.0,,,61.0,56.0,7.2,9.0,0.331364,0,,,,,,2.0,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,7.0,,,1.0,,3.0,,,,,
12499732,home,FC Augsburg,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,897,M,822877,EUR,897091200,F,20,20,False,35.0,28.0,,,0.0,11.0,13.0,17.0,22.0,2.0,,,77.0,50.0,7.2,12.0,0.00931378,1,,,,,1.0,4.0,7.0,1.0,2.0,,,1.0,,,,2.0,2.0,2.0,,,0.0444,0.0615,,,5.0,4.0,1.0,,,,,,,
