match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_sofascoreId,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_shotOffTarget,captain,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAGoal
14083093,home,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184,563,M,369004,EUR,839721600,G,1,1,False,35.0,16.0,30.0,12.0,0.0,6.0,7.0,10.0,28.0,1.0,13.0,1.0,1.0,1.0,1.0,90.0,41.0,6.9,19.0,0.00602756,0.3988,0,-0.0466,0.2,0.0,0.17,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083093,home,Deportivo Alavés,Jonny Otto,jonny-otto,J. Otto,D,17,175,572,M,235648,EUR,762652800,D,17,17,False,55.0,46.0,1.0,1.0,0.0,30.0,35.0,16.0,20.0,1.0,6.0,,,,,90.0,72.0,7.0,11.0,0.0326776,,0,,0.27,0.07,-0.12,,1.0,1.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14083093,home,Deportivo Alavés,Nahuel Tenaglia,nahuel-tenaglia,N. Tenaglia,D,14,182,1025,M,896073,EUR,824860800,D,14,14,False,45.0,41.0,7.0,4.0,0.0,28.0,28.0,13.0,17.0,3.0,2.0,,,,,90.0,59.0,7.2,5.0,0.00774061,,0,,0.21,0.12,0.2,,,,7.0,,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
14083093,home,Deportivo Alavés,Victor Parada,victor-parada,V. Parada,D,24,184,129,M,985726,EUR,1017878400,D,24,24,False,43.0,36.0,7.0,1.0,0.0,22.0,22.0,14.0,21.0,7.0,4.0,,,,,90.0,60.0,6.9,7.0,0.00399072,,1,,0.16,0.15,-0.05,,,4.0,5.0,1.0,,,,1.0,2.0,,,,,1.0,,,1.0,1.0,0.0159,-0.09,,,,,,,,,,,,,
14083093,home,Deportivo Alavés,Youssef Enriquez Lekhedim,youssef-lekhedim,Y. Lekhedim,M,3,170,10112,M,1403364,EUR,1128643200,D,3,3,False,36.0,28.0,1.0,1.0,0.0,15.0,18.0,13.0,18.0,4.0,,,,,,86.0,61.0,6.7,13.0,0.110773,,1,,0.27,0.33,-0.16,,2.0,2.0,2.0,,,,1.0,1.0,5.0,1.0,,,,,,,,1.0,0.0625,-0.45,yuusiii3,1.0,1.0,1.0,1.0,1.0,0.0654,,,,,,
14083093,home,Deportivo Alavés,Calebe Gonçalves,calebe,Calebe,M,20,173,643,M,1046796,EUR,957052800,M,20,20,False,38.0,36.0,2.0,2.0,0.0,15.0,15.0,21.0,23.0,,4.0,,,,,62.0,51.0,7.1,5.0,0.0118234,,1,,0.19,0.11,0.25,,,,6.0,1.0,3.0,2.0,,,3.0,4.0,2.0,1.0,1.0,1.0,Calebe,,,1.0,0.0182,-0.16,,,,,,,,1.0,,,,,
14083093,home,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176,1655,M,855832,EUR,964310400,M,8,8,False,54.0,51.0,3.0,2.0,0.0,22.0,22.0,29.0,32.0,,6.0,,,,,90.0,74.0,7.1,5.0,0.0161039,,2,,0.18,0.1,0.5,,,2.0,6.0,5.0,3.0,1.0,,2.0,7.0,1.0,1.0,5.0,,,,,1.0,2.0,0.1922,-0.52,,,1.0,2.0,,,,1.0,True,,,,
14083093,home,Deportivo Alavés,Denis Suárez,denis-suarez,D. Suárez,M,4,176,1456,M,138383,EUR,757814400,M,4,4,False,46.0,44.0,3.0,2.0,0.0,18.0,18.0,26.0,28.0,1.0,6.0,,,,,76.0,60.0,8.1,6.0,0.202896,,2,,0.33,0.23,-0.08,,1.0,,4.0,,3.0,1.0,1.0,,3.0,2.0,1.0,,2.0,,,,1.0,1.0,0.2073,0.52,,1.0,,1.0,,1.0,0.3094,,,1.0,,,
14083093,home,Deportivo Alavés,Carles Aleñá,carles-alena,C. Aleñá,M,10,180,1587,M,794937,EUR,883958400,M,10,10,False,35.0,30.0,1.0,1.0,0.0,5.0,6.0,25.0,29.0,2.0,1.0,,,,,61.0,46.0,6.6,7.0,0.0474462,,1,,0.02,0.13,-0.08,,1.0,1.0,4.0,,1.0,,,1.0,4.0,,,,,2.0,,,,1.0,0.0298,-0.22,,,1.0,1.0,,,,1.0,,,,,
14083093,home,Deportivo Alavés,Toni Martínez,toni-martinez,T. Martínez,F,11,180,1253,M,831253,EUR,867628800,F,11,11,False,23.0,14.0,2.0,1.0,0.0,6.0,8.0,8.0,15.0,2.0,1.0,,,,,61.0,37.0,6.7,11.0,0.0041702,,0,,-0.35,0.06,0.24,,,3.0,6.0,,,,,2.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
