match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_shotOffTarget,stat_hitWoodwork,captain,stat_bigChanceMissed,stat_goals,stat_dispossessed,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_penaltyWon
11406729,home,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,21.0,14.0,13.0,6.0,0.0,10.0,10.0,4.0,11.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,89.0,29.0,7.1,7.0,0.00111113,0,-0.4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406729,home,Cagliari,Gabriele Zappa,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,24.0,17.0,8.0,3.0,0.0,11.0,12.0,8.0,15.0,1.0,5.0,2.0,,,,,90.0,53.0,6.8,11.0,0.120071,1,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.1496,0.0527,1.0,,,,,,,,,,,,,,,,
11406729,home,Cagliari,Yerry Mina,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,41.0,32.0,9.0,7.0,0.0,21.0,24.0,11.0,17.0,,5.0,8.0,,,,,90.0,56.0,6.7,12.0,0.00781805,0,,,,6.0,,1.0,,,,3.0,,5.0,4.0,1.0,5.0,,,,yerrymina,1.0,1.0,,,,,,,,,,,,,
11406729,home,Cagliari,Adam Obert,adam-obert,A. Obert,D,33,186,654,M,964153,EUR,1030060800,D,33,33,False,18.0,14.0,6.0,4.0,0.0,10.0,12.0,4.0,6.0,,2.0,,,,,,90.0,31.0,6.5,6.0,0.00578403,0,,,,4.0,,1.0,1.0,,,3.0,2.0,1.0,1.0,1.0,,,,,,4.0,1.0,,,,,,,,,,,,,
11406729,home,Cagliari,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,D,27,27,False,25.0,19.0,3.0,1.0,0.0,12.0,12.0,8.0,16.0,1.0,1.0,5.0,,,,,90.0,42.0,6.6,9.0,0.210488,0,,3.0,1.0,4.0,,,,,,,1.0,,,1.0,,,,1.0,,4.0,1.0,,,,,,,,,,,,,
11406729,home,Cagliari,Matteo Prati,matteo-prati,M. Prati,M,4,182,705,M,1111640,EUR,1072569600,M,16,16,False,26.0,18.0,5.0,2.0,1.0,11.0,12.0,7.0,14.0,,2.0,5.0,,,,,90.0,37.0,7.3,9.0,0.238444,1,,,,,,,,1.0,,3.0,1.0,2.0,1.0,,,0.0699,,1.0,,,,1.0,1.0,,,,,,,,,,,
11406729,home,Cagliari,Alessandro Deiola,alessandro-deiola,A. Deiola,M,14,189,280,M,328109,EUR,807235200,M,14,14,False,18.0,14.0,2.0,1.0,0.0,7.0,8.0,7.0,10.0,3.0,6.0,2.0,,,,,78.0,34.0,7.4,4.0,0.0218793,4,,,,1.0,,2.0,2.0,,2.0,4.0,1.0,1.0,1.0,,1.0,0.8775,0.8772,,,,,2.0,,True,2.0,1.0,,,,,,,,
11406729,home,Cagliari,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175,1922,M,589620,EUR,820108800,M,8,8,False,19.0,12.0,5.0,4.0,1.0,2.0,3.0,11.0,21.0,1.0,12.0,3.0,3.0,,,,89.0,43.0,7.7,16.0,0.0420045,0,,5.0,1.0,5.0,,3.0,2.0,,,1.0,,6.0,5.0,1.0,2.0,,,2.0,,,,,1.0,,,,2.0,1.0,,,,,,
11406729,home,Cagliari,Nicolas Viola,nicolas-viola,N. Viola,F,10,180,280,M,21608,EUR,624153600,M,10,10,False,18.0,14.0,2.0,1.0,0.0,4.0,5.0,13.0,22.0,1.0,3.0,3.0,2.0,,,,90.0,43.0,7.3,16.0,0.400026,4,,9.0,3.0,6.0,1.0,2.0,,3.0,,1.0,,,,3.0,,0.3483,,4.0,,2.0,,4.0,,,1.0,,1.0,,,,,,,
11406729,home,Cagliari,Zito Luvumbo,zito-luvumbo,Z. Luvumbo,F,15,171,5304,M,1000150,EUR,1015632000,M,77,77,False,9.0,7.0,,,0.0,3.0,4.0,4.0,9.0,,5.0,5.0,3.0,,,,78.0,28.0,7.1,10.0,0.0638031,2,,4.0,,4.0,1.0,,,,2.0,,,2.0,1.0,2.0,,0.372,0.6628,1.0,LuvumboZito,1.0,,,,,1.0,,2.0,,,,,,,
