match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,from,id,isHome,incidentClass,player_id,player_name,confirmed,injury,playerName,reason,rescinded,length
11406729,FT,2.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
11406729,,2.0,3.0,,90,13.0,,1,,,goal,penalty,182668392.0,False,penalty,794927.0,Arthur,,,,,,
11406729,,,,,90,11.0,,1,,,varDecision,,26069.0,False,penaltyNotAwarded,962029.0,Lucas Beltrán,False,,,,,
11406729,,,,,90,4.0,,1,,,substitution,,122732065.0,True,regular,,,,False,,,,
11406729,,,,,90,4.0,,1,,,substitution,,122732064.0,True,injury,,,,True,,,,
11406729,,,,,90,4.0,,1,,,card,,121357469.0,True,yellow,105905.0,Ibrahim Sulemana,,,Ibrahim Sulemana,Time wasting,False,
11406729,,,,,90,3.0,,1,,,substitution,,122732063.0,True,regular,,,,False,,,,
11406729,,,,,90,2.0,,1,,,card,,121357468.0,True,yellow,360396.0,Yerry Mina,,,Yerry Mina,Foul,False,
11406729,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,,,5.0
11406729,,,,,89,,,2,,,card,,121357459.0,False,yellow,788061.0,M'Bala Nzola,,,M'Bala Nzola,Argument,False,
11406729,,2.0,2.0,,89,,,2,,,goal,,182667843.0,False,regular,901325.0,Nicolás González,,,,,,
11406729,,2.0,1.0,,85,,,6,,,goal,,182667704.0,True,regular,1471569.0,Kingstone Mutandwa,,,,,,
11406729,,,,,78,,,13,,,substitution,,122732046.0,True,regular,,,,False,,,,
11406729,,,,,78,,,13,,,substitution,,122732045.0,True,injury,,,,True,,,,
11406729,,,,,74,,,17,,,substitution,,122732029.0,False,regular,,,,False,,,,
11406729,,,,,73,,,18,,,substitution,,122732028.0,False,regular,,,,False,,,,
11406729,,,,,71,,,20,,,card,,121357432.0,False,yellow,36784.0,Giacomo Bonaventura,,,Giacomo Bonaventura,Argument,False,
11406729,,,,,66,,,25,,,substitution,,122732019.0,False,regular,,,,False,,,,
11406729,,,,,65,,,26,,,varDecision,,26067.0,True,goalNotAwarded,328109.0,Alessandro Deiola,False,,,,,
11406729,,1.0,1.0,,64,,,27,,,goal,,182667097.0,True,regular,328109.0,Alessandro Deiola,,,,,,
11406729,,,,,56,,,35,,,substitution,,122732001.0,False,regular,,,,False,,,,
11406729,,,,,56,,,35,,,substitution,,122732000.0,False,regular,,,,False,,,,
11406729,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
11406729,,,,,45,2.0,,1,,,card,,121357371.0,False,yellow,122848.0,Cristiano Biraghi,,,Cristiano Biraghi,Foul,False,
11406729,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,,,2.0
11406729,,,,,44,,,2,,,card,,121357366.0,False,yellow,548178.0,Rolando Mandragora,,,Rolando Mandragora,Foul,False,
11406729,,0.0,1.0,,39,,,7,,,goal,,182665746.0,False,regular,36784.0,Giacomo Bonaventura,,,,,,
