match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goalAssist,stat_accurateCross,stat_outfielderBlock,stat_totalOffside
11157238,home,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186,11850,M,stefan.ortega1,125274,EUR,721008000,G,18,18,False,43.0,39.0,6.0,2.0,38.0,41.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,90.0,51.0,7.5,4.0,0.00026731,0,0.4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157238,home,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183,26779,M,KyleWalker2,44614,EUR,643852800,D,2,2,False,85.0,76.0,7.0,2.0,35.0,37.0,41.0,48.0,,,2.0,5.0,,,,,90.0,94.0,6.7,10.0,0.0301891,0,,,,True,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11157238,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,139.0,136.0,4.0,3.0,69.0,70.0,67.0,69.0,1.0,5.0,,5.0,,,,,90.0,146.0,7.2,3.0,0.0418241,0,,,,,4.0,7.0,1.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11157238,home,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21292,M,nathanake,149663,EUR,793065600,D,6,6,False,56.0,53.0,,,19.0,20.0,34.0,38.0,2.0,4.0,2.0,1.0,,,,,76.0,68.0,7.8,5.0,0.12176,2,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,0.5482,0.2295,,,,,,,,,,,,
11157238,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22354,M,johnstones5,152077,EUR,770083200,M,5,5,False,71.0,62.0,5.0,4.0,32.0,34.0,30.0,37.0,3.0,4.0,1.0,9.0,,,,,90.0,85.0,6.7,14.0,0.0341259,2,,,,,2.0,4.0,,2.0,,1.0,,,,,2.0,,,0.2567,,1.0,1.0,3.0,1.0,1.0,,,,,,,
11157238,home,Manchester City,Rodri,rodri,Rodri,M,16,191,88553,M,Rodri,827606,EUR,835401600,M,16,16,False,97.0,88.0,5.0,3.0,37.0,40.0,51.0,57.0,1.0,7.0,2.0,10.0,,,,,89.0,110.0,7.6,10.0,0.123767,2,,,,,,2.0,,1.0,1.0,2.0,2.0,4.0,2.0,,1.0,,,0.2755,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,
11157238,home,Manchester City,Riyad Mahrez,riyad-mahrez,R. Mahrez,M,7,179,70808,M,RMahrez,158213,EUR,667094400,F,26,26,False,44.0,36.0,4.0,2.0,9.0,11.0,30.0,40.0,,3.0,,3.0,,,,,90.0,69.0,7.7,16.0,0.32193,1,,,,,,4.0,1.0,1.0,1.0,1.0,,2.0,1.0,7.0,,1.0,,0.0993,0.2804,1.0,,2.0,1.0,3.0,1.0,,,1.0,3.0,,
11157238,home,Manchester City,Julián Alvarez,julian-alvarez,J. Álvarez,F,19,170,224894,M,LaAraña,944656,EUR,949276800,M,19,19,False,38.0,32.0,2.0,,9.0,9.0,23.0,31.0,,7.0,,6.0,,,,,77.0,54.0,7.2,11.0,0.0388372,2,,,,,2.0,5.0,2.0,,,2.0,2.0,4.0,1.0,2.0,,2.0,,0.1137,0.419,1.0,,2.0,1.0,,,,,,,,
11157238,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,59.0,53.0,2.0,,15.0,16.0,38.0,54.0,1.0,3.0,,6.0,,,,,90.0,80.0,7.0,20.0,0.26993,0,,,,,2.0,5.0,,,2.0,1.0,1.0,1.0,,11.0,,,,,,1.0,,2.0,,1.0,1.0,,,,,1.0,
11157238,home,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,JGrealish,189061,EUR,810691200,F,10,10,False,51.0,44.0,1.0,1.0,6.0,6.0,39.0,47.0,,6.0,1.0,5.0,,,,,90.0,70.0,8.5,13.0,0.910356,3,,,,,,4.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,0.1465,,1.0,,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,,
