match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_accurateLongBalls,stat_challengeLost,stat_outfielderBlock,stat_fouls,stat_aerialLost,stat_dispossessed,stat_clearanceOffLine,stat_shotOffTarget,stat_keyPass,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated,stat_goalAssist,stat_goals,stat_hitWoodwork
10390045,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,True,27.0,16.0,11.0,16.0,20.0,7.0,2.0,12.0,3.0,3.0,1.0,90.0,41.0,6.3,11.0,0.0,0.0,5.812e-05,0,-1.0954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390045,home,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,,41.0,36.0,1.0,22.0,23.0,18.0,1.0,7.0,,,,66.0,53.0,6.9,6.0,0.0265,0.0,0.00882787,1,,,,14.0,2.0,1.0,7.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10390045,home,Nantes,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186,273,M,794836,EUR,698284800,D,3,3,False,,54.0,51.0,6.0,43.0,44.0,10.0,3.0,7.0,,,,90.0,79.0,7.3,3.0,0.0,0.0,0.00530777,0,,,,8.0,1.0,6.0,6.0,,,,10.0,4.0,1.0,1.0,3.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,
10390045,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,,42.0,37.0,4.0,25.0,25.0,17.0,2.0,8.0,,,,90.0,53.0,6.2,8.0,0.0,0.0,0.00434514,0,,,,12.0,1.0,9.0,3.0,1.0,,,,2.0,2.0,,1.0,4.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
10390045,home,Nantes,Fábio,fabio,Fábio,D,2,172,306,M,40677,EUR,647481600,M,2,2,False,,8.0,6.0,,4.0,5.0,3.0,,2.0,,,,24.0,10.0,4.2,2.0,0.0799,0.0,0.0006736,1,,,,2.0,,2.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,
10390045,home,Nantes,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,92,178,6604,M,892624,EUR,839808000,M,8,8,False,,43.0,39.0,3.0,15.0,17.0,26.0,,7.0,,,,79.0,49.0,6.7,4.0,0.0326,0.0,0.0215409,1,,Samuel,Moutoussamy,24.0,,4.0,4.0,,,,,3.0,2.0,1.0,1.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,
10390045,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,,102.0,92.0,13.0,50.0,52.0,50.0,,5.0,,,,90.0,113.0,7.5,12.0,0.0589,0.0,0.0928281,1,,,,42.0,1.0,,6.0,2.0,2.0,,1.0,3.0,1.0,,6.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,
10390045,home,Nantes,Dennis Appiah,dennis-appiah,D. Appiah,D,8,179,168,M,123164,EUR,708048000,M,12,12,False,,37.0,25.0,2.0,9.0,11.0,31.0,2.0,2.0,,,,90.0,58.0,7.5,16.0,0.0337,0.0,0.0789254,1,,,,18.0,1.0,3.0,8.0,4.0,4.0,,2.0,3.0,1.0,,,3.0,1.0,,,,,1.0,2.0,1.0,5.0,2.0,,,,,,,,
10390045,home,Nantes,Ludovic Blas,ludovic-blas,L. Blas,F,10,180,1176,M,806076,EUR,883526400,F,10,10,False,,40.0,37.0,3.0,15.0,16.0,25.0,1.0,4.0,,,,85.0,60.0,6.9,10.0,0.1026,0.0693,0.0539656,3,,,,23.0,,4.0,5.0,5.0,1.0,,,1.0,1.0,3.0,3.0,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,
10390045,home,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,,7.0,6.0,,2.0,2.0,5.0,,1.0,,,,80.0,18.0,6.5,6.0,0.0,0.0,0.0231114,0,,,,4.0,,6.0,4.0,2.0,,,,1.0,,3.0,,,,1.0,2.0,1.0,,,1.0,2.0,,,,mostafamohamed11,,,,,,
