match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_totalOffside,stat_aerialLost,stat_interceptionWon,captain,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_blockedScoringAttempt,stat_accurateCross,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_bigChanceCreated,stat_goalAssist,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_penaltyWon,stat_hitWoodwork,stat_penaltyMiss
10913502,home,Abha,Devis Epassy,,,devis-epassy,D. Epassy,G,1,187.0,1481,M,362758,EUR,728611200.0,G,16,16,False,34.0,21.0,21.0,8.0,16.0,17.0,5.0,17.0,1.0,1.0,12.0,1.0,1.0,1.0,3.0,2.0,90.0,47.0,6.9,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913502,home,Abha,Fahad Bin Jumayah,,,fahad-bin-jumayah,F. B. Jumayah,D,14,170.0,22,M,893514,EUR,800064000.0,D,14,14,False,32.0,22.0,8.0,4.0,13.0,17.0,9.0,18.0,,4.0,9.0,,,,,,90.0,63.0,6.2,16.0,0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10913502,home,Abha,Amine Attouchi,,,amine-attouchi,A. Atouchi,D,,186.0,95,M,866170,EUR,709948800.0,D,19,19,False,33.0,25.0,5.0,1.0,16.0,17.0,9.0,16.0,1.0,1.0,4.0,,,,,,90.0,42.0,6.2,9.0,0,,2.0,1.0,,,5.0,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
10913502,home,Abha,Abdullah Al-Zoari,,,abdullah-al-zoari,A. Z. Aldossary,D,,178.0,7,M,118137,EUR,555811200.0,D,3,3,False,39.0,32.0,4.0,2.0,28.0,31.0,4.0,8.0,,1.0,5.0,,,,,,90.0,52.0,7.4,7.0,1,,1.0,1.0,,,5.0,,1.0,1.0,,,,,,,4.0,True,1.0,1.0,,,,,,,,,,,,,,,
10913502,home,Abha,Mohammed Al-Konaideri,,,mohammed-al-konaideri,M. Al-Konaideri,D,12,175.0,21,M,1019340,EUR,971222400.0,D,13,13,False,28.0,21.0,3.0,2.0,17.0,20.0,4.0,9.0,,2.0,5.0,,,,,,67.0,50.0,5.9,12.0,0,1.0,6.0,3.0,2.0,1.0,3.0,,1.0,,1.0,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,
10913502,home,Abha,Zakaria Al-Sudani,,,zakaria-al-sudani,Z. Al-Sudani,M,,183.0,5,M,328851,EUR,712195200.0,M,21,21,False,44.0,37.0,1.0,1.0,23.0,27.0,14.0,17.0,2.0,10.0,8.0,,,,,,89.0,65.0,7.0,11.0,1,,8.0,2.0,1.0,,1.0,2.0,5.0,2.0,2.0,,3.0,4.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
10913502,home,Abha,Dries Saddiki,,,dries-saddiki,D. Saddiki,M,17,179.0,158,M,795133,EUR,839548800.0,M,34,34,False,36.0,30.0,4.0,2.0,15.0,15.0,16.0,22.0,1.0,3.0,5.0,,,,,,90.0,51.0,6.5,9.0,0,1.0,9.0,3.0,2.0,,2.0,,2.0,2.0,,,,3.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,
10913502,home,Abha,Nawaf Al Sadi,Nawaf Alsadi,,nawaf-alsadi,N. A. Sadi,M,18,172.0,64,M,1115888,EUR,972086400.0,M,18,18,False,29.0,22.0,3.0,1.0,6.0,6.0,17.0,24.0,,7.0,6.0,,,,,,90.0,49.0,6.9,15.0,1,1.0,4.0,1.0,4.0,2.0,,,3.0,1.0,4.0,,2.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
10913502,home,Abha,Saad Bguir,Saad,Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400.0,M,10,10,False,35.0,29.0,4.0,3.0,11.0,11.0,20.0,28.0,,4.0,2.0,,,,,,89.0,46.0,6.9,10.0,0,4.0,5.0,3.0,2.0,1.0,,,1.0,1.0,1.0,,2.0,,,1.0,,,,,,,2.0,3.0,,,1.0,,,,,,,,
10913502,home,Abha,Saleh Al-Amri,,,saleh-al-amri,S. Al-Amri,M,93,176.0,147,M,791578,EUR,750556800.0,M,7,7,False,39.0,31.0,1.0,,12.0,14.0,20.0,28.0,3.0,7.0,1.0,,,,,,90.0,59.0,6.5,19.0,1,3.0,10.0,3.0,3.0,1.0,,,2.0,,5.0,,1.0,2.0,1.0,1.0,,,,,2.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,
