match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_interceptionWon,player_firstName,player_lastName,stat_dispossessed,stat_totalClearance,player_sofascoreId,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_totalOffside,captain,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_ownGoals,stat_bigChanceMissed,stat_goodHighClaim,stat_outfielderBlock
10389942,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,17.0,16.0,6.0,5.0,14.0,14.0,2.0,3.0,6.0,1.0,2.0,90.0,23.0,6.7,1.0,0.0,0.0,0.00032981,0,-0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389942,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,58.0,52.0,4.0,3.0,15.0,16.0,38.0,43.0,5.0,,,90.0,66.0,7.1,7.0,0.0,0.0,0.0823084,0,,1.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389942,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,55.0,43.0,8.0,1.0,19.0,24.0,24.0,31.0,13.0,,,90.0,63.0,6.4,13.0,0.0,0.0,0.0175198,0,,,,,1.0,2.0,3.0,7.0,,,5.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,
10389942,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,66.0,62.0,4.0,3.0,19.0,20.0,43.0,47.0,4.0,,,90.0,75.0,6.5,7.0,0.0,0.0,0.0536038,0,,,1.0,,,,3.0,,,1.0,,1.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,
10389942,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,50.0,45.0,2.0,,11.0,11.0,40.0,57.0,4.0,,,90.0,87.0,7.7,22.0,0.1228,0.0,0.634441,3,,,18.0,6.0,,,1.0,2.0,1.0,2.0,,1.0,2.0,,2.0,,,,,przemek.franek_,3.0,2.0,2.0,2.0,,,,,,,,,,
10389942,home,RC Lens,Seko Fofana,seko-fofana,S. Fofana,M,42,184,11416,M,191188,EUR,799804800,M,8,8,False,53.0,49.0,1.0,1.0,13.0,13.0,36.0,40.0,8.0,,,90.0,72.0,7.1,13.0,0.3599,0.5243,0.0899374,4,,,,,1.0,1.0,5.0,3.0,,5.0,1.0,,,1.0,1.0,,,3.0,,sekofofana,1.0,,,,True,1.0,1.0,2.0,1.0,1.0,,,,
10389942,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,26,26,False,83.0,73.0,3.0,2.0,22.0,23.0,51.0,61.0,13.0,,,90.0,96.0,7.0,14.0,0.0,0.0,0.227741,0,,,1.0,,,1.0,6.0,6.0,,,2.0,2.0,5.0,1.0,1.0,,,2.0,,,,1.0,1.0,,,3.0,2.0,,,,1.0,,,
10389942,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179,1117,M,822110,EUR,746928000,M,3,3,False,26.0,23.0,1.0,,9.0,9.0,15.0,19.0,7.0,,,89.0,45.0,7.1,6.0,0.0623,0.0,0.0574971,1,,,2.0,1.0,,,3.0,5.0,,1.0,3.0,3.0,1.0,,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,
10389942,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,False,45.0,37.0,3.0,1.0,6.0,6.0,33.0,45.0,2.0,,,89.0,61.0,7.3,16.0,0.0,0.0,0.183548,0,,1.0,6.0,2.0,,1.0,5.0,1.0,1.0,1.0,,3.0,3.0,,3.0,,,,,,,,,,,2.0,,,,,,,,
10389942,home,RC Lens,Wesley Saïd,wesley-said,W. Saïd,F,22,171,742,M,227862,EUR,798249600,F,22,22,False,15.0,13.0,,,4.0,4.0,9.0,11.0,2.0,,,64.0,26.0,7.2,4.0,0.7707,0.7335,0.0573556,6,,,,,,,2.0,1.0,,2.0,,2.0,1.0,,,,,,,,1.0,,,,,1.0,1.0,3.0,2.0,1.0,,1.0,,
