match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_totalContest,stat_wonContest,stat_goals,stat_goalAssist,captain,stat_penaltyWon,stat_penaltyConceded,stat_penaltyFaced,stat_totalOffside
11407358,home,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12749,M,yannsommer,16206,EUR,598320000,G,1,1,False,28.0,22.0,16.0,10.0,15.0,17.0,7.0,11.0,1.0,2.0,2.0,90.0,31.0,7.3,6.0,0.0,0.0,0.00119221,0,0.0989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407358,home,Inter,Matteo Darmian,matteo-darmian,M. Darmian,M,36,182,3779,M,,19352,EUR,628560000,D,36,36,False,41.0,36.0,,,27.0,29.0,9.0,12.0,3.0,,,90.0,55.0,7.1,5.0,0.0606,0.0,0.00278507,1,,,,4.0,1.0,6.0,6.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11407358,home,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,Stefandevrij,91046,EUR,697248000,D,6,6,False,35.0,27.0,1.0,,24.0,28.0,3.0,7.0,6.0,,,90.0,43.0,7.1,8.0,0.0,0.0,0.00057304,0,,,,1.0,4.0,2.0,5.0,,,2.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11407358,home,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,38.0,33.0,8.0,6.0,17.0,19.0,17.0,20.0,3.0,,,90.0,51.0,8.5,7.0,0.0267,0.0227,0.997144,1,,,,,2.0,4.0,5.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,5.0,,,,,,,,,,,,
11407358,home,Inter,Denzel Dumfries,denzel-dumfries,D. Dumfries,M,2,189,15021,M,ddumfries2,759520,EUR,829785600,M,2,2,False,12.0,10.0,,,4.0,5.0,7.0,9.0,4.0,,,70.0,32.0,6.7,7.0,0.3854,0.0,0.677943,3,,,,1.0,,6.0,3.0,3.0,1.0,,,1.0,,2.0,2.0,1.0,2.0,1.0,,1.0,,3.0,4.0,2.0,2.0,1.0,,,,,,,,,
11407358,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,28.0,24.0,2.0,2.0,10.0,11.0,14.0,17.0,3.0,,,59.0,34.0,7.1,4.0,0.0,0.0,0.0260981,0,,,,,,,4.0,,,,,3.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,
11407358,home,Inter,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,HÇalhanoğlu,135700,EUR,760665600,M,20,20,False,29.0,24.0,3.0,2.0,18.0,19.0,7.0,11.0,8.0,,,78.0,38.0,7.4,6.0,0.843,1.0248,0.0210728,2,,,,,,4.0,3.0,,,,,2.0,1.0,,3.0,,1.0,1.0,,,2.0,,,,,,2.0,1.0,1.0,,,,,,
11407358,home,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,44.0,32.0,2.0,1.0,13.0,18.0,19.0,26.0,9.0,,,90.0,51.0,7.1,12.0,0.1188,0.0,0.0823551,1,,,,,1.0,3.0,3.0,3.0,,,2.0,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,
11407358,home,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174,15308,M,dimarco32,284361,EUR,879120000,M,32,32,False,23.0,21.0,2.0,2.0,9.0,9.0,13.0,18.0,4.0,,,70.0,42.0,7.8,7.0,0.0901,0.091,0.233906,2,,,,,,1.0,4.0,1.0,,,,3.0,1.0,,,,4.0,1.0,,1.0,2.0,2.0,1.0,,,,1.0,1.0,,1.0,,,,,
11407358,home,Inter,Lautaro Martínez,lautaro-martinez,L. Martínez,F,10,175,122092,M,LautaroM,823984,EUR,872208000,F,10,10,False,26.0,20.0,2.0,1.0,6.0,7.0,14.0,19.0,4.0,,,90.0,41.0,8.7,9.0,0.809,1.0537,0.0179022,5,,,,,,2.0,3.0,,,,1.0,1.0,,2.0,1.0,,,,1.0,,4.0,2.0,1.0,1.0,1.0,,,,2.0,,True,,,,
11407358,home,Inter,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25521,M,m_thuram,791702,EUR,870825600,F,9,9,False,16.0,11.0,2.0,,3.0,4.0,8.0,12.0,3.0,,,70.0,27.0,7.9,7.0,1.4922,0.3738,0.148382,6,,,,,1.0,1.0,4.0,,,,,1.0,1.0,2.0,1.0,,,,,,2.0,2.0,1.0,3.0,4.0,,,,1.0,1.0,,1.0,,,
