match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_outfielderBlock,stat_challengeLost,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_errorLeadToAShot
14024007,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18384,M,RS1,920546,EUR,879811200,G,1,1,False,38.0,23.0,20.0,6.0,0.0,19.0,23.0,4.0,15.0,1.0,1.0,7.0,1.0,2.0,3.0,90.0,46.0,7.2,16.0,0.0007702,71.494961509813,12.0,15.899907185801,0.0,0.3985,0,0.1153,0.03,0.02,0.16,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14024007,home,Chelsea,Reece James,reece-james,R. James,D,24,180,49440,M,ReeceJ,885908,EUR,944611200,D,24,24,False,42.0,38.0,1.0,1.0,0.0,14.0,15.0,24.0,27.0,4.0,2.0,1.0,,,,89.0,67.0,7.1,12.0,0.0155387,54.85078222694,8.0,4.8173162825232,0.0,,0,,-0.22,-0.01,0.33,,,,True,8.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14024007,home,Chelsea,Wesley Fofana,wesley-fofana,W. Fofana,D,29,186,14575,M,wesley_fofana3,923894,EUR,977011200,D,29,29,False,74.0,70.0,1.0,,0.0,38.0,40.0,32.0,34.0,7.0,3.0,7.0,1.0,,,72.0,84.0,6.8,5.0,0.024491,168.55708336389,21.0,50.931770400348,1.0,,0,,0.26,0.1,0.15,,,,,,2.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,37.963661007239,38.911764917567,1.0,,,,,,,,,,,,,,,,,
14024007,home,Chelsea,Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,190,14433,M,yungchalobah,826134,EUR,931132800,D,23,23,False,66.0,61.0,5.0,4.0,0.0,34.0,35.0,27.0,31.0,4.0,5.0,6.0,,,,90.0,77.0,6.9,6.0,0.0134384,89.545746247202,14.0,-9.7453475198759,0.0,,0,,0.21,0.05,-0.02,,,,,,3.0,4.0,2.0,1.0,1.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
14024007,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19294,M,malogst,996958,EUR,1053302400,D,27,27,False,51.0,43.0,5.0,2.0,0.0,12.0,15.0,31.0,36.0,2.0,,3.0,2.0,,,80.0,64.0,6.8,11.0,0.179068,141.69809890347,15.0,61.576874407805,1.0,,0,,0.17,0.04,-0.07,,,,,1.0,,3.0,2.0,,,1.0,1.0,,,29.834220149127,32.763457937159,,,1.0,1.0,,,,,,,,,,,,,,
14024007,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79211,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,95.0,89.0,4.0,3.0,0.0,35.0,36.0,54.0,59.0,4.0,,3.0,2.0,,,90.0,103.0,7.3,6.0,0.0858025,89.697750415647,16.0,46.64634968565,0.0,,1,,0.44,0.1,-0.1,,,,,,,3.0,1.0,2.0,1.0,,1.0,,,,,1.0,,2.0,,1.0,0.0258,-0.03,,,,,,,,,,,
14024007,home,Chelsea,Andrey Santos,santos-andrey,A. Santos,M,17,180,28027,M,andreysantos_5,1105779,EUR,1083542400,M,17,17,False,83.0,77.0,3.0,3.0,0.0,26.0,27.0,51.0,56.0,4.0,,2.0,3.0,,,90.0,93.0,7.3,7.0,0.0898395,136.76344664971,20.0,94.80987320047,1.0,,0,,0.37,0.22,-0.04,,Andrey Santos,,,,,2.0,,1.0,,1.0,1.0,,,22.482688703,26.47809517318,,,,1.0,,,,,,,,,,,,,,
14024007,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,364912,M,ColdPalmer,982780,EUR,1020643200,M,10,10,False,31.0,28.0,2.0,2.0,0.0,4.0,4.0,24.0,27.0,3.0,,6.0,,,,75.0,50.0,7.5,12.0,0.210985,122.21611535467,13.0,60.628908876449,4.0,,4,,0.71,0.41,0.14,,,,,,,5.0,1.0,2.0,2.0,,,5.0,1.0,21.864630194186,63.887153566087,2.0,,,4.0,2.0,0.2295,-0.42,1.0,1.0,1.0,1.0,0.056,,,,,,
14024007,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,120639,M,Enzo8,974505,EUR,979689600,M,8,8,False,51.0,41.0,2.0,,0.0,8.0,12.0,33.0,39.0,1.0,,3.0,1.0,,,90.0,57.0,6.1,13.0,0.0261589,112.8769581903,13.0,59.153440728047,2.0,,1,,-0.07,0.08,-0.11,,,,,,,4.0,1.0,,,3.0,,1.0,,19.328672745189,38.906381861303,,,,2.0,,0.0735,-0.28,,,1.0,,,,,,,,
14024007,home,Chelsea,Pedro Neto,pedro-neto,P. Neto,M,7,172,40111,M,pedroneto_30,879349,EUR,952560000,M,7,7,False,43.0,40.0,1.0,1.0,1.0,10.0,11.0,30.0,32.0,4.0,,3.0,,,,88.0,58.0,8.3,12.0,0.583028,205.44709834704,20.0,131.46306386522,6.0,,1,,0.87,0.37,-0.02,,,,,7.0,,3.0,,,,1.0,,6.0,4.0,16.448760282583,88.000647330794,3.0,,,1.0,1.0,0.1626,-0.4,,,,,,1.0,2.0,1.0,,,
