match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_keyPass,stat_totalCross,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_bigChanceCreated,captain,stat_aerialLost,stat_outfielderBlock,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_accurateCross,stat_totalOffside,player_sofascoreId,stat_hitWoodwork
14572765,home,Ludogorets,Hendrik Bonmann,hendrik-bonmann,H. Bonmann,G,39,192.0,101,M,254461,EUR,759196800,G,39,39,False,37.0,22.0,23.0,9.0,0.0,20.0,30.0,2.0,7.0,2.0,10.0,1.0,2.0,4.0,5.0,1.0,2.0,2.0,90.0,51.0,7.4,16.0,0.00089316,62.058537707329,11.0,33.495,9.765,1.0972,0,1.0086,0.03,0.01,-0.42,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572765,home,Ludogorets,Son,son,Son,D,17,179.0,216,M,597716,EUR,764985600,D,17,17,False,45.0,38.0,6.0,2.0,0.0,18.0,19.0,20.0,26.0,3.0,2.0,,,,,,,,90.0,75.0,6.5,13.0,0.144101,88.333186315945,12.0,58.59,20.055,,0,,0.45,-0.28,-0.55,,6.0,7.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
14572765,home,Ludogorets,Olivier Verdon,olivier-verdon,O. Verdon,D,24,190.0,1170,M,889680,EUR,812851200,D,24,24,False,60.0,49.0,12.0,6.0,0.0,40.0,42.0,9.0,18.0,5.0,4.0,,,,,,,,90.0,73.0,6.8,12.0,0.00222896,121.57659651592,21.0,3.36,10.815,,3,,0.02,0.04,-0.47,,1.0,3.0,,,,,2.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8203,0.1928,0.43,,,,,,,,,,,,
14572765,home,Ludogorets,Dinis Almeida,dinis-almeida,D. Almeida,D,4,190.0,98,M,811562,EUR,804297600,D,4,4,False,57.0,53.0,6.0,4.0,1.0,45.0,47.0,8.0,10.0,4.0,6.0,,,,,,,,90.0,67.0,7.8,4.0,0.678253,124.58609341583,18.0,53.655,19.32,,0,,0.55,0.06,-0.28,,1.0,5.0,1.0,,,,,2.0,,1.0,,3.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,
14572765,home,Ludogorets,Anton Nedyalkov,anton-nedyalkov,A. Nedyalkov,D,3,182.0,138,M,173521,EUR,736128000,D,3,3,False,49.0,39.0,9.0,5.0,0.0,27.0,29.0,12.0,20.0,4.0,9.0,,,,,,,,90.0,75.0,6.1,14.0,0.0195697,151.12837090326,19.0,64.995,15.225,,0,,0.1,0.16,-0.65,,7.0,6.0,1.0,,3.0,2.0,5.0,,1.0,,,3.0,,,,,,,3.0,,,,,,,True,2.0,1.0,1.0,3.0,,,,
14572765,home,Ludogorets,Bernard Tekpetey,bernard-tekpetey,B. Tekpetey,M,37,172.0,802,M,831399,EUR,873244800,M,37,37,False,18.0,14.0,1.0,1.0,0.0,7.0,7.0,7.0,11.0,1.0,5.0,,,,,,,,89.0,42.0,6.7,8.0,0.00655412,64.239558656006,10.0,33.495,14.91,,5,,0.02,0.35,-0.15,,6.0,8.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,,2.0,,3.0,,3.0,3.0,0.3357,,-0.6,,,,,,,,1.0,,,,
14572765,home,Ludogorets,Filip Kaloč,filip-kaloc,F. Kaloč,M,26,190.0,137,M,941394,EUR,951609600,M,26,26,False,38.0,31.0,4.0,3.0,0.0,20.0,25.0,11.0,13.0,,3.0,,,,,,,,72.0,48.0,7.0,8.0,0.0564641,106.94454329157,13.0,59.745,18.27,,0,,0.12,0.23,0.14,,1.0,3.0,,,,,4.0,3.0,,1.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,1.0,1.0,,,
14572765,home,Ludogorets,Deroy Duarte,deroy-duarte,D. Duarte,M,23,177.0,216,M,921089,EUR,931046400,M,23,23,False,38.0,35.0,2.0,2.0,0.0,20.0,22.0,15.0,16.0,2.0,3.0,,,,,,,,90.0,51.0,6.9,4.0,0.026261,84.997960282855,7.0,39.9,18.06,,1,,0.11,0.1,-0.08,,5.0,5.0,1.0,1.0,1.0,1.0,,3.0,,,,1.0,,1.0,,,,3.0,2.0,0.0438,,-0.19,,,,,1.0,1.0,,,,,,
14572765,home,Ludogorets,Caio Vidal,caio-vidal,Caio Vidal,M,11,174.0,463,M,1067629,EUR,973296000,M,11,11,False,10.0,7.0,1.0,1.0,0.0,2.0,3.0,5.0,7.0,,3.0,,,,,,,,72.0,24.0,6.7,9.0,0.00657494,163.32314317486,13.0,75.075,16.38,,2,,-0.19,0.3,-0.1,,4.0,5.0,,2.0,3.0,2.0,1.0,,3.0,,,,,2.0,,,,,,0.078,,-0.36,Caio Vidal,,,,1.0,,,2.0,,,,
14572765,home,Ludogorets,Yves Erick Bile,yves-erick-bile,Y. E. Bile,F,29,181.0,328,M,1481921,EUR,1103846400,F,29,29,False,13.0,10.0,2.0,1.0,0.0,4.0,5.0,6.0,8.0,,3.0,,,,,,,,66.0,15.0,6.0,3.0,0.00884172,43.42142486342,6.0,25.2,15.435,,1,,-0.07,0.11,0.0,,8.0,1.0,,,,,,,,2.0,,1.0,,1.0,,,,,2.0,0.0661,,-0.33,,,,,6.0,,,,,1.0,,
