match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_interceptionWon,stat_fouls,stat_wonContest,stat_wasFouled,stat_blockedScoringAttempt,stat_challengeLost,stat_goalAssist,stat_goals,stat_goodHighClaim,stat_errorLeadToAShot,stat_ownGoals,stat_hitWoodwork,stat_totalOffside
10434075,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,38.0,35.0,20.0,17.0,26.0,27.0,9.0,11.0,5.0,1.0,2.0,1.0,1.0,90.0,44.0,6.6,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434075,home,Galatasaray,Sacha Boey,boey-sacha,S. Boey,D,93,178,14707,M,sacha_boey,980418,EUR,968803200,D,93,93,False,,50.0,35.0,6.0,4.0,15.0,22.0,21.0,30.0,7.0,,,,,90.0,94.0,6.5,25.0,2,,,2.0,1.0,1.0,2.0,7.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
10434075,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,,56.0,46.0,12.0,7.0,33.0,35.0,13.0,21.0,3.0,,,,,90.0,71.0,7.3,10.0,0,,,,,1.0,2.0,3.0,4.0,,,,,4.0,1.0,2.0,1.0,,,5.0,2.0,,,,,,,,,,,
10434075,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,64.0,50.0,17.0,10.0,36.0,42.0,14.0,22.0,9.0,,,,,90.0,70.0,6.7,15.0,1,,,,,1.0,2.0,3.0,3.0,,1.0,,1.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,
10434075,home,Galatasaray,Emre Taşdemir,emre-tasdemir,E. Taşdemir,D,33,176,74,M,,190191,EUR,807840000,D,13,13,False,,33.0,28.0,2.0,2.0,15.0,17.0,14.0,23.0,2.0,,,,,79.0,57.0,6.7,13.0,0,,,7.0,1.0,1.0,,2.0,2.0,,2.0,,,2.0,,,,,1.0,,,1.0,1.0,,,,,,,,,
10434075,home,Galatasaray,Sérgio Oliveira,sergio-oliveira,S. Oliveira,M,27,181,1610,M,,991493,EUR,707443200,M,27,27,False,,61.0,46.0,8.0,7.0,15.0,20.0,31.0,42.0,7.0,,,,,90.0,78.0,7.6,20.0,4,,,1.0,,3.0,3.0,6.0,5.0,1.0,2.0,1.0,2.0,,,1.0,,1.0,1.0,4.0,,,1.0,1.0,,,,,,,,
10434075,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,5,5,False,,51.0,40.0,3.0,2.0,19.0,21.0,21.0,30.0,13.0,,,,,88.0,73.0,7.9,14.0,1,,,,,1.0,,1.0,12.0,,1.0,,,,,6.0,3.0,2.0,,4.0,,1.0,5.0,1.0,,,,,,,,
10434075,home,Galatasaray,Milot Rashica,milot-rashica,M. Rashica,M,7,177,3712,M,MRashica,800411,EUR,835920000,M,26,26,False,,18.0,11.0,,,3.0,4.0,8.0,21.0,3.0,,,,,79.0,39.0,6.4,18.0,3,,,7.0,,,,5.0,3.0,,2.0,2.0,,,,1.0,,2.0,,,3.0,,2.0,1.0,,,,,,,,
10434075,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,40.0,33.0,5.0,5.0,7.0,9.0,30.0,46.0,4.0,,,,,89.0,69.0,7.3,23.0,3,,,15.0,4.0,,1.0,7.0,2.0,1.0,3.0,1.0,,,,,,1.0,4.0,2.0,1.0,,1.0,2.0,2.0,,,,,,,
10434075,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,M,7,7,False,,23.0,20.0,3.0,2.0,4.0,4.0,17.0,22.0,3.0,,,,,88.0,39.0,7.1,9.0,2,,,3.0,1.0,,2.0,2.0,7.0,1.0,2.0,,,,,,,2.0,2.0,,1.0,1.0,4.0,2.0,,1.0,,,,,,
10434075,home,Galatasaray,Mauro Icardi,mauro-icardi,M. Icardi,F,9,181,38623,M,MauroIcardi,233114,EUR,730080000,F,99,99,False,,26.0,17.0,1.0,,3.0,4.0,14.0,23.0,3.0,,,,,90.0,38.0,8.1,10.0,4,,,1.0,,1.0,4.0,3.0,8.0,,1.0,1.0,2.0,,,1.0,,,3.0,,2.0,1.0,2.0,1.0,,,1.0,,,,,
