match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,captain,stat_shotOffTarget,stat_unsuccessfulTouch,stat_accurateCross,stat_wonTackle,stat_wasFouled,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_wonContest,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_totalOffside,stat_punches,stat_hitWoodwork,stat_penaltyMiss,stat_penaltyWon
14053823,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,41.0,27.0,33.0,20.0,0.0,11.0,15.0,16.0,26.0,9.0,2.0,1.0,5.0,1.0,1.0,90.0,47.0,7.8,14.0,0.00666666,0.2731,0,0.8661,0.12,-0.04,0.17,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053823,home,FC Utrecht,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,23.0,15.0,8.0,2.0,0.0,8.0,9.0,7.0,14.0,3.0,,,,,,90.0,58.0,7.0,14.0,0.00296974,,1,,0.06,0.02,0.3,,1.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,0.0537,0.0526,1.0,-0.13,,,,,,,,,,,,,,,,,,,,,,,
14053823,home,FC Utrecht,Matisse Didden,,,matisse-didden,M. Didden,D,40,198,170,M,996992,EUR,1002499200,D,40,40,False,35.0,25.0,7.0,2.0,0.0,19.0,23.0,6.0,12.0,6.0,,,,,,90.0,46.0,6.3,11.0,0.00474698,,0,,0.01,0.13,-0.26,,,1.0,3.0,5.0,3.0,,9.0,,,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
14053823,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,False,24.0,20.0,7.0,5.0,0.0,13.0,16.0,7.0,8.0,1.0,,,,,,90.0,38.0,7.0,5.0,0.0045734,,2,,0.09,0.01,0.39,,,2.0,1.0,2.0,1.0,,6.0,2.0,,0.1623,,,-0.31,,1.0,,,True,2.0,1.0,,,,,,,,,,,,,,,,
14053823,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,25.0,19.0,4.0,2.0,0.0,10.0,13.0,9.0,12.0,4.0,,,,,,90.0,46.0,7.6,10.0,0.12879,,1,,0.38,0.29,0.39,,4.0,3.0,,3.0,5.0,1.0,3.0,,4.0,0.0308,0.0171,2.0,-0.11,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,
14053823,home,FC Utrecht,Dani de Wit,,,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,M,20,20,False,37.0,19.0,2.0,2.0,0.0,7.0,10.0,12.0,27.0,3.0,,,,,,90.0,55.0,7.2,22.0,0.0432028,,2,,0.08,0.43,-0.01,,,2.0,10.0,7.0,13.0,1.0,3.0,1.0,2.0,0.4616,0.3004,1.0,-0.51,2.0,,,,,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,
14053823,home,FC Utrecht,Alonzo Engwanda,,,alonzo-engwanda,A. Engwanda,M,27,173,362,M,1000548,EUR,1043625600,M,27,27,False,22.0,16.0,,,0.0,12.0,13.0,4.0,9.0,4.0,,,,,,90.0,35.0,6.6,9.0,0.00275021,,1,,0.02,0.04,-0.01,,1.0,1.0,1.0,3.0,4.0,,1.0,2.0,2.0,0.0448,,,-0.11,,1.0,,2.0,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,
14053823,home,FC Utrecht,Gjivai Zechiël,,,gjivai-zechiel,G. Zechiël,M,21,179,686,M,1433802,EUR,1086048000,M,21,21,False,25.0,14.0,3.0,2.0,0.0,4.0,5.0,10.0,20.0,3.0,,,,,,89.0,36.0,7.1,12.0,0.0199673,,0,,0.15,0.08,0.0,,,,3.0,3.0,7.0,,1.0,2.0,1.0,,,,,,,,3.0,,,1.0,,1.0,3.0,,,,,,,,,,,,,
14053823,home,FC Utrecht,Miguel Rodríguez,,,miguel-rodriguez,M. Rodríguez,M,22,179,648,M,1014118,EUR,1051574400,F,22,22,False,24.0,14.0,2.0,1.0,0.0,4.0,6.0,10.0,18.0,5.0,,,,,,90.0,49.0,7.9,18.0,0.0953196,,3,,0.24,0.19,-0.07,,3.0,1.0,2.0,7.0,8.0,1.0,1.0,2.0,1.0,0.7442,0.4628,2.0,0.51,2.0,,,1.0,,1.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,,,,,,
14053823,home,FC Utrecht,Sébastien Haller,,,sebastien-haller,S. Haller,F,91,190,47139,M,149731,EUR,772243200,F,91,91,False,29.0,19.0,,,0.0,8.0,10.0,11.0,19.0,3.0,,,,,,75.0,40.0,6.6,11.0,0.0660557,,0,,-0.54,0.2,-0.03,,,4.0,6.0,6.0,8.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,,SebHaller,,,,,
