match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_errorLeadToAShot,stat_wasFouled,stat_wonContest,stat_blockedScoringAttempt,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
14053593,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,23.0,12.0,20.0,9.0,0.0,5.0,7.0,7.0,16.0,7.0,2.0,3.0,90.0,28.0,7.4,11.0,0.00392833,0.8037,0,-0.4122,0.09,0.0,-0.05,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053593,home,FC Utrecht,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,33.0,26.0,2.0,,0.0,18.0,22.0,8.0,11.0,5.0,,,90.0,51.0,6.4,12.0,0.00754971,,0,,0.06,0.17,-0.26,,3.0,2.0,8.0,4.0,6.0,5.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14053593,home,FC Utrecht,Matisse Didden,,,matisse-didden,M. Didden,D,40,198,170,M,996992,EUR,1002499200,D,40,40,False,36.0,30.0,5.0,3.0,0.0,20.0,21.0,10.0,15.0,5.0,,,90.0,52.0,8.1,6.0,0.00458541,,1,,0.06,0.07,0.24,,,5.0,3.0,6.0,,9.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,0.2231,0.9519,1.0,0.51,,,,,,,,,,,,,,,,,
14053593,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,False,21.0,19.0,,,0.0,15.0,15.0,4.0,6.0,1.0,,,90.0,36.0,6.9,4.0,0.00267977,,1,,0.15,-0.01,-0.04,,,2.0,1.0,6.0,,5.0,4.0,3.0,,1.0,,,1.0,1.0,0.173,,,-0.1,True,1.0,1.0,2.0,,,,,,,,,,,,,
14053593,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,31.0,25.0,6.0,2.0,2.0,15.0,16.0,10.0,15.0,6.0,,,90.0,71.0,7.5,21.0,0.436175,,2,,0.64,0.12,-0.17,,11.0,,6.0,2.0,1.0,4.0,2.0,,2.0,,1.0,,,2.0,0.0739,0.2055,3.0,0.0,,,1.0,,5.0,1.0,2.0,1.0,,,,,,,,,
14053593,home,FC Utrecht,Alonzo Engwanda,,,alonzo-engwanda,A. Engwanda,M,27,173,362,M,1000548,EUR,1043625600,M,27,27,False,26.0,23.0,,,0.0,14.0,14.0,9.0,12.0,3.0,,,90.0,41.0,7.0,6.0,0.0123798,,0,,0.08,0.12,0.0,,1.0,1.0,1.0,5.0,,5.0,3.0,1.0,1.0,,,,,2.0,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,
14053593,home,FC Utrecht,Gjivai Zechiël,,,gjivai-zechiel,G. Zechiël,M,21,179,686,M,1433802,EUR,1086048000,M,21,21,False,27.0,24.0,1.0,1.0,0.0,16.0,16.0,8.0,11.0,6.0,,,90.0,55.0,7.2,8.0,0.0154305,,1,,0.21,0.09,0.23,,,1.0,3.0,7.0,,5.0,3.0,2.0,1.0,,1.0,,,3.0,0.0459,0.2287,1.0,0.01,,1.0,,2.0,,,3.0,,,2.0,1.0,,,,,,
14053593,home,FC Utrecht,Miguel Rodríguez,,,miguel-rodriguez,M. Rodríguez,M,22,179,648,M,1014118,EUR,1051574400,M,22,22,False,25.0,16.0,7.0,1.0,0.0,10.0,13.0,6.0,12.0,12.0,,,88.0,57.0,6.7,18.0,0.208819,,4,,0.32,0.37,-0.16,,3.0,,13.0,6.0,3.0,,3.0,2.0,2.0,1.0,1.0,,,1.0,0.3279,0.2369,3.0,0.05,,1.0,1.0,2.0,3.0,2.0,6.0,1.0,,2.0,1.0,2.0,,,,,
14053593,home,FC Utrecht,Dani de Wit,,,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,M,20,20,False,29.0,22.0,3.0,1.0,0.0,10.0,10.0,12.0,19.0,4.0,,,85.0,45.0,6.6,12.0,0.0119903,,0,,-0.12,-0.06,0.14,,,3.0,6.0,8.0,,3.0,4.0,1.0,5.0,2.0,,,,,,,1.0,,,,,4.0,,,,,,1.0,,,,,,,
14053593,home,FC Utrecht,Adrian Blake,Adrian Blake,,blake-adrian,A. Blake,F,10,170,323,M,1214695,EUR,1121385600,M,15,15,False,13.0,11.0,,,0.0,5.0,6.0,6.0,7.0,2.0,,,67.0,25.0,6.7,7.0,0.0531725,,2,,0.19,0.38,-0.06,,3.0,,2.0,1.0,,,,,,,,,,,0.0659,,,-0.48,,,,1.0,1.0,1.0,1.0,,,1.0,,2.0,,,,,
14053593,home,FC Utrecht,Sébastien Haller,,,sebastien-haller,S. Haller,F,91,190,47139,M,149731,EUR,772243200,F,91,91,False,13.0,8.0,,,0.0,4.0,5.0,4.0,8.0,1.0,,,67.0,27.0,7.4,10.0,0.00131106,,3,,-0.11,-0.19,0.0,,,6.0,7.0,7.0,,,1.0,,1.0,4.0,1.0,1.0,,,0.3597,0.7978,,0.47,,,2.0,3.0,,1.0,1.0,,,,,,SebHaller,,,,
14053593,home,FC Utrecht,Yoann Cathline,,,cathline-yoann,Y. Cathline,M,10,176,517,M,1105700,EUR,1027296000,F,10,10,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,1.0,,,23.0,10.0,6.7,2.0,0.00191267,,2,,0.05,0.33,-0.03,,,,3.0,2.0,1.0,1.0,,,,1.0,1.0,,,,0.1249,0.1664,,-0.5,,,1.0,1.0,,,3.0,,,,2.0,,,,,,
14053593,home,FC Utrecht,David Min,,,david-min,D. Min,F,9,194,359,M,966429,EUR,930096000,F,9,9,True,4.0,1.0,,,0.0,,,1.0,4.0,,,,23.0,14.0,6.3,8.0,0.00018723,,0,,-0.15,0.07,0.14,,,,4.0,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,4.0,,1.0,,,,1.0,,,,,,,
14053593,home,FC Utrecht,Can Bozdoğan,,,can-bozdogan,C. Bozdoğan,M,8,175,306,M,934249,EUR,986428800,M,8,8,True,1.0,1.0,,,0.0,1.0,1.0,,,2.0,,,9.0,2.0,6.7,,1.364e-05,,0,,0.0,0.11,0.13,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
14053593,home,FC Utrecht,Mike Eerdhuijzen,,,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194,180,M,947842,EUR,963446400,D,44,44,True,2.0,,1.0,,0.0,,,,2.0,,,,2.0,3.0,,2.0,,,0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14053593,home,FC Utrecht,Michael Brouwer,,,michael-brouwer,M. Brouwer,G,25,187,75,M,252027,EUR,727574400,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053593,home,FC Utrecht,Kevin Gadellaa,,,kevin-gadellaa,K. Gadellaa,G,1,210,175,M,1169107,EUR,1049760000,G,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
