match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonTackle,stat_errorLeadToAGoal,stat_wasFouled,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,player_firstName,player_lastName,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,captain,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_lastManTackle
13473413,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,27.0,19.0,11.0,3.0,0.0,18.0,20.0,1.0,7.0,1.0,7.0,1.0,2.0,2.0,90.0,32.0,6.1,9.0,0.00031689,56.276984750106,9.0,13.63170299982,0.0,0,-1.2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473413,home,Atlético Mineiro,Natanael,natanael,Natanael,D,2,172,1029,M,1046805,EUR,1010188800,D,2,2,False,17.0,14.0,1.0,,0.0,5.0,5.0,9.0,12.0,1.0,2.0,,,,70.0,39.0,6.6,10.0,0.0105113,73.233892725731,11.0,27.666579172479,0.0,0,,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13473413,home,Atlético Mineiro,Lyanco,lyanco,Lyanco,D,4,187,2874,M,797893,EUR,854755200,D,4,4,False,70.0,62.0,4.0,1.0,0.0,42.0,46.0,20.0,24.0,2.0,9.0,,,,90.0,83.0,6.5,8.0,0.0244719,395.63718299603,46.0,147.40043038466,1.0,3,,,,4.0,1.0,10.0,,,,2.0,4.0,,,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.2373,18.449927270974,21.401594426584,,,,,,,,,,,,,,,,
13473413,home,Atlético Mineiro,Junior Alonso,junior-alonso,J. Alonso,D,6,185,1792,M,333275,EUR,729216000,D,6,6,False,82.0,69.0,8.0,2.0,1.0,43.0,45.0,26.0,37.0,4.0,2.0,,,,90.0,95.0,6.9,15.0,0.0164341,349.84730325148,35.0,140.57993164552,1.0,1,,1.0,,4.0,4.0,4.0,,1.0,,2.0,,,1.0,2.0,,1.0,,,,,0.0749,17.42632526076,25.212925752479,1.0,,,,,,,,,,,,,,,
13473413,home,Atlético Mineiro,Rubens,rubens,Rubens,M,44,178,1492,M,1093196,EUR,993081600,D,44,44,False,28.0,25.0,2.0,1.0,0.0,12.0,14.0,13.0,14.0,1.0,3.0,,,,90.0,51.0,7.4,9.0,0.0116352,147.01193779473,15.0,80.690240359,2.0,2,,3.0,,2.0,5.0,5.0,,,2.0,3.0,,1.0,4.0,1.0,1.0,,,,,1.0,0.7979,19.222538112643,35.744781401725,,Rubens,,2.0,2.0,1.0,1.0,0.6914,,,,,,,,
13473413,home,Atlético Mineiro,Alan Franco,alan-franco,A. Franco,M,21,174,3281,M,822729,EUR,903657600,M,21,21,False,52.0,47.0,1.0,,0.0,18.0,18.0,29.0,34.0,,,,,,90.0,57.0,7.0,6.0,0.0356976,194.13302697753,28.0,53.460974890292,0.0,1,,1.0,,3.0,1.0,5.0,,,,1.0,2.0,,1.0,,,1.0,,2.0,,,0.0388,,,1.0,,,,,,,,,,,,,,,
13473413,home,Atlético Mineiro,Fausto Vera,fausto-vera,F. Vera,M,8,181,1966,M,930690,EUR,954028800,M,8,8,False,33.0,32.0,1.0,,0.0,18.0,19.0,14.0,14.0,,2.0,,,,58.0,35.0,6.6,1.0,0.0139686,141.46375929099,15.0,71.238951682723,0.0,0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
13473413,home,Atlético Mineiro,Rony,rony,Rony,F,11,167,5631,M,835260,EUR,800150400,M,33,33,False,12.0,11.0,,,0.0,3.0,4.0,8.0,8.0,,1.0,,,,77.0,21.0,6.6,4.0,0.0154068,134.65878836453,11.0,65.453088157504,3.0,0,,3.0,,,3.0,3.0,1.0,,,,2.0,,1.0,1.0,,,,1.0,,1.0,,42.385138575942,88.847602202573,,,,,,,,,Rony,,,,,,,
13473413,home,Atlético Mineiro,Gustavo Scarpa,gustavo-scarpa,G. Scarpa,M,10,177,5525,M,559036,EUR,757728000,M,10,10,False,59.0,49.0,9.0,5.0,0.0,24.0,26.0,25.0,33.0,1.0,4.0,,,,90.0,78.0,7.8,14.0,0.561359,343.97621065724,38.0,107.48324866613,0.0,0,,8.0,6.0,,1.0,2.0,,,,2.0,2.0,2.0,,1.0,,,,2.0,,,,,,4.0,,,,,,,,gustavoscarpa10,1.0,,,,,,
13473413,home,Atlético Mineiro,Tomás Cuello,tomas-cuello,T. Cuello,M,28,176,1951,M,871273,EUR,952214400,M,28,28,False,31.0,28.0,1.0,1.0,0.0,4.0,4.0,24.0,27.0,1.0,10.0,,,,90.0,58.0,6.8,12.0,0.0370815,311.68935297791,26.0,163.31041738154,4.0,2,,1.0,,,6.0,7.0,,1.0,7.0,2.0,3.0,2.0,1.0,1.0,,,2.0,2.0,,,0.0809,31.627334107769,90.780521183064,,,,4.0,,,,,,,,,,,,
