match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,captain,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_accurateCross,stat_challengeLost,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_penaltyWon,stat_totalOffside,stat_errorLeadToAGoal,stat_penaltyFaced,stat_clearanceOffLine,stat_errorLeadToAShot,stat_penaltyConceded
14109739,home,Fenerbahçe,Ederson,ederson,Ederson,G,31,188.0,48446,M,Ederson93,254491,EUR,745545600,G,31,31,False,38.0,32.0,16.0,11.0,0.0,26.0,29.0,6.0,9.0,1.0,7.0,1.0,5.0,1.0,1.0,90.0,49.0,8.3,7.0,0.0354192,70.040189627268,13.0,48.195,10.29,0.4802,1.0,0,0.6981,0.26,0.02,0.24,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109739,home,Fenerbahçe,Mert Müldür,mert-muldur,M. Müldür,D,18,184.0,2870,M,,836683,EUR,923097600,D,18,18,False,32.0,26.0,2.0,1.0,0.0,15.0,19.0,11.0,13.0,,1.0,,,,,90.0,50.0,8.0,9.0,0.00854489,67.002927211862,7.0,60.27,18.165,,,2,,0.06,0.12,-0.02,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2314,0.4839,16.420847268031,1.0,0.55,,,,,,,,,,,,,,,,,,,,
14109739,home,Fenerbahçe,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187.0,9862,M,milanskriniar,187205,EUR,792460800,D,37,37,False,55.0,53.0,2.0,2.0,0.0,44.0,45.0,9.0,10.0,6.0,2.0,,,,,90.0,73.0,7.7,3.0,0.012047,101.2457763581,16.0,1.89,12.81,,,1,,0.16,0.07,0.55,,,3.0,6.0,1.0,,,,,,2.0,4.0,2.0,,2.0,0.0342,,,,-0.21,True,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
14109739,home,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189.0,3123,M,,1048324,EUR,988243200,D,24,24,False,66.0,61.0,4.0,1.0,0.0,47.0,49.0,14.0,17.0,3.0,3.0,,,,,90.0,79.0,7.1,6.0,0.00659238,321.97217453704,34.0,171.15,34.965,,,0,,-0.04,0.27,0.27,,,5.0,5.0,,2.0,1.0,,,,,3.0,3.0,,2.0,,,73.049238861206,3.0,,,1.0,,1.0,,Jayden Oosterwolde,,2.0,,,,,,,,,,,,
14109739,home,Fenerbahçe,Archie Brown,brown-archie,A. Brown,D,3,190.0,3095,M,,1009738,EUR,1022544000,D,3,3,False,25.0,23.0,1.0,1.0,0.0,14.0,15.0,9.0,10.0,,5.0,,,,,55.0,44.0,7.1,10.0,0.134907,91.564853416969,10.0,32.235,27.195,,,0,,0.35,0.25,-0.04,,6.0,3.0,2.0,2.0,1.0,1.0,,,,,,,2.0,,,,30.81159328889,1.0,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,
14109739,home,Fenerbahçe,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190.0,10871,M,EdsonAlvarez19,847151,EUR,877651200,M,11,11,False,46.0,39.0,5.0,3.0,1.0,22.0,26.0,17.0,20.0,,5.0,,,,,78.0,57.0,7.2,8.0,0.0227129,155.73388537061,19.0,43.26,23.1,,1.0,0,,0.13,0.09,-0.08,,,5.0,5.0,1.0,1.0,1.0,,,,1.0,3.0,1.0,,3.0,,,23.701105796988,1.0,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,
14109739,home,Fenerbahçe,Fred,fred,Fred,M,7,169.0,11619,M,fred08,243623,EUR,731289600,M,7,7,False,39.0,33.0,,,0.0,20.0,22.0,13.0,17.0,1.0,3.0,,,,,67.0,52.0,7.0,9.0,0.00908903,62.685687597369,10.0,8.4,13.44,,,1,,0.04,-0.06,0.18,,,6.0,5.0,,2.0,,1.0,,,2.0,5.0,3.0,1.0,2.0,0.4441,0.3468,,,0.15,,,,,,,,,,2.0,,,,,,,,,,
14109739,home,Fenerbahçe,Marco Asensio,marco-asensio,M. Asensio,F,21,182.0,31813,M,marcoasensio10,361004,EUR,822182400,M,21,21,False,47.0,40.0,7.0,6.0,1.0,13.0,14.0,27.0,33.0,,3.0,,,,,90.0,71.0,9.3,16.0,0.18184,204.92854195257,21.0,114.03,33.915,,5.0,5,,0.34,0.49,-0.02,,5.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,,1.0,,1.0,,0.5565,0.5874,97.989795873228,3.0,0.65,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,
14109739,home,Fenerbahçe,Anderson Talisca,anderson-talisca,A. Talisca,M,94,191.0,20484,M,AndersonTalisca,329245,EUR,760060800,M,94,94,False,20.0,20.0,2.0,2.0,0.0,9.0,9.0,11.0,11.0,3.0,4.0,,,,,90.0,39.0,8.8,6.0,0.022902,86.517028348245,12.0,31.71,17.22,,,6,,0.15,0.42,0.0,,1.0,6.0,8.0,1.0,1.0,1.0,3.0,1.0,2.0,,,,4.0,2.0,1.6218,1.34,3.15,1.0,0.6,,5.0,2.0,,2.0,,,2.0,,1.0,1.0,,,,,,,,,
14109739,home,Fenerbahçe,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173.0,24917,M,KAktürkoğlu,903324,EUR,908928000,M,9,9,False,28.0,22.0,2.0,2.0,0.0,9.0,10.0,13.0,18.0,1.0,5.0,,,,,78.0,39.0,7.2,11.0,0.330215,104.38235359929,14.0,43.575,15.645,,3.0,1,,0.53,0.32,-0.06,,1.0,4.0,2.0,,2.0,1.0,1.0,,,,,,4.0,,0.6036,,20.333572460343,1.0,-0.36,,,,,1.0,,,1.0,1.0,2.0,,,1.0,,,,,,,
