match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_aerialLost,stat_outfielderBlock,stat_wasFouled,stat_totalTackle,stat_wonTackle,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_goodHighClaim,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed
12530888,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191,137,M,105974,EUR,626227200,G,1,1,False,31.0,22.0,12.0,3.0,0.0,22.0,23.0,8.0,1.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,90.0,36.0,6.5,9.0,0.00011281,0,0.4322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530888,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,D,94,94,False,45.0,34.0,5.0,4.0,0.0,14.0,18.0,33.0,,,1.0,7.0,,,,,90.0,64.0,6.9,17.0,0.158135,1,,21.0,6.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,0.063,3.0,,,,,,,,,,,,,,,,,
12530888,home,Alanyaspor,Fatih Aksoy,,,fatih-aksoy,F. Aksoy,D,20,189,69,M,827922,EUR,878774400,D,20,20,False,38.0,33.0,7.0,5.0,0.0,21.0,22.0,16.0,3.0,4.0,2.0,4.0,,,,,64.0,47.0,6.8,8.0,0.00806135,0,,12.0,,,1.0,,,,2.0,1.0,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,
12530888,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,80.0,69.0,10.0,3.0,0.0,46.0,48.0,32.0,1.0,2.0,1.0,9.0,,,,,90.0,87.0,6.7,12.0,0.00871128,0,,23.0,,,4.0,,1.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
12530888,home,Alanyaspor,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,29,185,292,M,171625,EUR,779068800,D,29,29,False,60.0,41.0,11.0,2.0,0.0,26.0,31.0,35.0,1.0,2.0,1.0,7.0,,,,,90.0,82.0,6.6,25.0,0.209468,1,,17.0,6.0,2.0,2.0,,,1.0,2.0,2.0,,0.1686,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,
12530888,home,Alanyaspor,Richard,,,richard-candido,Richard,M,36,191,349,M,897617,EUR,761529600,M,25,25,False,51.0,47.0,,,0.0,28.0,31.0,21.0,3.0,5.0,,2.0,,,,,90.0,67.0,7.1,9.0,0.422995,0,,20.0,1.0,1.0,3.0,,1.0,,3.0,,,,1.0,1.0,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,
12530888,home,Alanyaspor,Gaius Makouta,,,makouta-gaius,G. Makouta,M,42,180,298,M,847013,EUR,869788800,M,42,42,False,58.0,46.0,4.0,3.0,0.0,21.0,25.0,35.0,1.0,5.0,,10.0,,,,,90.0,76.0,6.7,22.0,0.0531415,0,,25.0,2.0,,4.0,,3.0,,,,,,,1.0,,4.0,,,4.0,,,,,,,,,,,
12530888,home,Alanyaspor,Loide Augusto,Loide Augusto,,loide-augusto,L. Augusto,M,50,183,1033,M,1110708,EUR,951523200,M,27,27,False,29.0,23.0,1.0,1.0,0.0,6.0,8.0,23.0,3.0,4.0,,1.0,,,,,90.0,49.0,6.8,17.0,0.183323,5,,17.0,2.0,,3.0,,3.0,2.0,,,1.0,0.2478,1.0,1.0,1.0,4.0,,,,,,3.0,,,,,,,,
12530888,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,M,17,17,False,40.0,35.0,1.0,1.0,0.0,11.0,11.0,30.0,,3.0,,5.0,,,,,80.0,50.0,6.8,9.0,0.0360854,1,,24.0,1.0,,4.0,,2.0,,,2.0,,0.1091,,,,,,1.0,,3.0,1.0,1.0,,,,,,,,
12530888,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,M,88,88,False,13.0,12.0,,,0.0,4.0,4.0,13.0,,1.0,,4.0,,,,,64.0,25.0,6.5,6.0,0.0381736,1,,9.0,4.0,1.0,4.0,1.0,1.0,,2.0,1.0,1.0,0.1742,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,
