match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_shotValueNormalized,stat_hitWoodwork,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,captain,stat_totalOffside,stat_accurateCross,stat_errorLeadToAShot
14426933,home,Barnsley,Murphy Cooper,,,mahoney-murphy,M. Mahoney,G,13,186.0,43,M,1179246,EUR,1009411200.0,G,1,1,False,40.0,33.0,10.0,3.0,0.0,31.0,31.0,2.0,9.0,1.0,3.0,6.0,1.0,3.0,5.0,1.0,2.0,2.0,90.0,53.0,7.4,7.0,0.7315,0,0.04,0.01,-0.01,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14426933,home,Barnsley,Maël de Gevigney,,,mael-de-gevigney,M. d. Gevigney,D,6,186.0,40,M,1013947,EUR,937872000.0,D,6,6,False,68.0,59.0,5.0,1.0,0.0,29.0,32.0,30.0,36.0,7.0,8.0,5.0,2.0,,,,,,90.0,89.0,6.9,12.0,,0,0.1,0.09,-0.14,,1.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
14426933,home,Barnsley,Connor Barratt,,,connor-barratt,C. Barratt,D,3,190.0,30,M,1515857,EUR,1081123200.0,D,29,29,False,72.0,66.0,8.0,5.0,0.0,44.0,46.0,22.0,26.0,8.0,8.0,4.0,,,,,,,90.0,87.0,7.6,7.0,,0,0.2,0.18,0.0,,,7.0,4.0,,,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14426933,home,Barnsley,Jack Shepherd,,,jack-shepherd,J. Shepherd,D,5,189.0,36,M,1513463,EUR,983836800.0,D,5,5,False,59.0,53.0,7.0,6.0,0.0,28.0,29.0,25.0,30.0,7.0,3.0,7.0,1.0,,,,,,70.0,75.0,7.9,6.0,,0,0.21,0.12,0.26,,,5.0,3.0,,,,,,,3.0,1.0,2.0,4.0,,1.0,1.0,,,,,,,,,,,,
14426933,home,Barnsley,Neil Farrugia,,,neil-farrugia,N. Farrugia,M,20,185.0,66,M,910389,EUR,927072000.0,D,23,23,False,38.0,30.0,,,1.0,10.0,12.0,20.0,26.0,7.0,2.0,6.0,1.0,,,,,,90.0,66.0,8.1,17.0,,3,0.56,0.58,0.34,,5.0,2.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,1.0,2.0,1.0,-0.53,,,,,,,,
14426933,home,Barnsley,Jonathan Bland,,,jonathan-bland,J. Bland,M,30,181.0,51,M,1519979,EUR,1130112000.0,M,30,30,False,59.0,49.0,6.0,3.0,0.0,15.0,17.0,34.0,42.0,8.0,3.0,9.0,2.0,,,,,,90.0,79.0,7.3,11.0,,3,0.02,0.3,-0.06,,,,3.0,2.0,,4.0,3.0,1.0,,,,,1.0,1.0,2.0,2.0,,2.0,1.0,-0.5,1.0,,,,,,,
14426933,home,Barnsley,Vimal Yoganathan,,,vimal-yoganathan,V. Yoganathan,M,45,191.0,192,M,1519980,EUR,1137110400.0,M,45,45,False,34.0,33.0,1.0,,0.0,17.0,17.0,16.0,17.0,1.0,1.0,2.0,1.0,,,,,,45.0,45.0,6.1,5.0,,0,0.05,0.09,-0.07,,,,9.0,1.0,3.0,,,2.0,,3.0,,,,1.0,,,,,,,,,,,,,,
14426933,home,Barnsley,Reyes Cleary,,,reyes-cleary,R. Cleary,M,19,185.0,267,M,1099057,EUR,1081814400.0,M,19,19,False,15.0,13.0,,,0.0,4.0,5.0,9.0,10.0,1.0,,,,,,,,,45.0,23.0,6.6,8.0,,0,0.39,0.03,-0.06,,,,6.0,,1.0,1.0,1.0,3.0,1.0,,,,,1.0,2.0,,1.0,,,,,,,,,,,
14426933,home,Barnsley,Jon Russell,,,russell-jon,J. Russell,M,13,193.0,472,M,976273,EUR,971049600.0,M,3,3,False,24.0,20.0,1.0,,0.0,9.0,10.0,11.0,14.0,2.0,,2.0,,,,,,,90.0,34.0,7.3,8.0,,3,0.13,0.13,-0.05,,,,4.0,,1.0,1.0,1.0,,1.0,2.0,,,,1.0,2.0,1.0,,2.0,,0.44,,1.0,1.0,1.0,,,,
14426933,home,Barnsley,Caylan Vickers,,,caylan-vickers,C. Vickers,F,25,172.0,158,M,1143926,EUR,1103673600.0,M,7,7,False,34.0,30.0,,,0.0,2.0,2.0,28.0,32.0,3.0,,2.0,2.0,,,,,,81.0,49.0,6.9,10.0,,2,0.06,0.44,-0.07,,5.0,,1.0,,,,,,3.0,,,,1.0,,2.0,1.0,,,,-0.37,,,2.0,,,,,
