match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,player_firstName,stat_accurateCross,stat_totalOffside,player_lastName,stat_errorLeadToAShot,stat_hitWoodwork
12437786,home,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190.0,509,M,32023,EUR,537235200,G,13,13,False,23.0,16.0,8.0,1.0,0.0,16.0,19.0,4.0,2.0,10.0,1.0,2.0,3.0,2.0,2.0,90.0,36.0,6.6,7.0,3.522e-05,0,-0.0137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437786,home,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178.0,597,M,1526627,EUR,1056585600,D,32,32,False,78.0,71.0,5.0,3.0,0.0,44.0,48.0,30.0,5.0,2.0,,,,,,90.0,97.0,8.7,7.0,0.0172794,2,,27.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0729,1.0859,1.0,,,,,,,,,,,,,,,,,,
12437786,home,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187.0,207,M,1069703,EUR,981849600,D,24,24,False,70.0,67.0,4.0,3.0,0.0,58.0,59.0,11.0,5.0,7.0,,,,,,90.0,86.0,7.0,4.0,0.00522951,0,,9.0,4.0,4.0,8.0,1.0,,,,,2.0,3.0,2.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12437786,home,Celta Vigo,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188.0,7636,M,69408,EUR,662342400,D,20,20,False,81.0,71.0,6.0,3.0,0.0,41.0,47.0,35.0,2.0,3.0,,,,,,90.0,102.0,7.1,13.0,0.0226384,1,,30.0,4.0,7.0,8.0,1.0,,,,,5.0,3.0,3.0,2.0,0.0239,,,2.0,,,,1.0,marcosalonso28,1.0,2.0,1.0,,,,,,,,,
12437786,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184.0,3812,M,859773,EUR,926553600,M,3,3,False,53.0,41.0,9.0,2.0,0.0,14.0,15.0,44.0,,2.0,,,,,,82.0,72.0,7.1,20.0,0.317608,4,,27.0,,3.0,1.0,2.0,,1.0,,,,,,,0.1297,0.0921,1.0,1.0,,,,1.0,,6.0,,1.0,1.0,2.0,,,,,,,
12437786,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170.0,770,M,835484,EUR,918000000,M,8,8,False,64.0,57.0,6.0,3.0,0.0,31.0,33.0,31.0,2.0,4.0,,,,,,90.0,77.0,7.4,8.0,0.0282117,1,,26.0,2.0,6.0,4.0,2.0,,1.0,1.0,,3.0,1.0,1.0,2.0,0.0916,0.6628,,2.0,,,1.0,1.0,,,,,,,True,,,,,,
12437786,home,Celta Vigo,Hugo Sotelo,hugo-sotelo,H. Sotelo,M,22,180.0,632,M,1120669,EUR,1071792000,M,4,4,False,61.0,51.0,9.0,7.0,0.0,22.0,26.0,39.0,,3.0,,,,,,89.0,74.0,7.1,15.0,0.193098,0,,31.0,,2.0,5.0,,,,,,,2.0,,,,,2.0,,2.0,2.0,1.0,1.0,,4.0,2.0,,1.0,,,Hugo Sotelo,2.0,,,,
12437786,home,Celta Vigo,Hugo Álvarez,hugo-alvarez,H. Álvarez,M,23,176.0,698,M,1154935,EUR,1057104000,M,23,23,False,48.0,36.0,2.0,1.0,1.0,14.0,20.0,28.0,3.0,3.0,,,,,,90.0,69.0,7.0,17.0,0.164831,0,,22.0,,4.0,3.0,1.0,,,,,,,,1.0,,,4.0,,3.0,1.0,2.0,2.0,,,,,,,,Hugo Álvarez,,,,,
12437786,home,Celta Vigo,Alfon González,alfon-gonzalez,A. González,F,17,172.0,607,M,1468090,EUR,925776000,F,12,12,False,15.0,12.0,,,0.0,3.0,3.0,14.0,,1.0,,,,,,60.0,26.0,6.8,7.0,0.0274646,1,,9.0,,2.0,4.0,,,,,,1.0,,,,0.0367,,1.0,,2.0,1.0,,3.0,,2.0,1.0,,,1.0,,,,2.0,,,
12437786,home,Celta Vigo,Pablo Durán,pablo-duran,P. Durán,F,18,176.0,741,M,1398524,EUR,990748800,F,18,18,False,17.0,16.0,2.0,2.0,1.0,6.0,6.0,11.0,1.0,1.0,,,,,,82.0,31.0,6.8,7.0,0.00979925,3,,10.0,,9.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,0.5942,0.2757,1.0,4.0,1.0,,1.0,,,,3.0,1.0,1.0,1.0,,Pablo Durán,,,,,
