match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_challengeLost,stat_blockedScoringAttempt,stat_dispossessed,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalOffside,stat_hitWoodwork
12437614,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,11.0,9.0,3.0,1.0,0.0,9.0,10.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,22.0,7.2,3.0,8.483e-05,0,0.7383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437614,home,Athletic Club,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174,530,M,,866810,EUR,839116800,D,2,2,False,40.0,37.0,1.0,,0.0,8.0,9.0,33.0,1.0,1.0,3.0,3.0,,,,,,,60.0,54.0,7.4,3.0,0.212262,0,,31.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,
12437614,home,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,,910978,EUR,931132800,D,3,3,False,58.0,55.0,4.0,1.0,0.0,13.0,13.0,45.0,2.0,8.0,3.0,5.0,,,,,,,90.0,75.0,8.0,4.0,0.0285823,2,,42.0,,,1.0,3.0,,1.0,3.0,,,4.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,0.1482,,,,,,,,,,,
12437614,home,Athletic Club,Yeray Álvarez,yeray-alvarez,Y. Álvarez,D,5,183,811,M,,807648,EUR,790905600,D,5,5,False,53.0,50.0,5.0,3.0,0.0,14.0,15.0,39.0,5.0,11.0,5.0,8.0,1.0,,,,,,90.0,74.0,8.0,5.0,0.16486,2,,37.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,,2.0,5.0,2.0,0.0699,1.0,1.0,,,,,,,,,
12437614,home,Athletic Club,Adama Boiro,adama-boiro,A. Boiro,D,19,182,1918,M,,1398511,EUR,1024704000,D,32,32,False,22.0,19.0,1.0,,0.0,2.0,3.0,22.0,,1.0,1.0,1.0,2.0,,,,,,45.0,40.0,6.7,9.0,0.0136962,0,,17.0,3.0,,,1.0,,,,Adama Boiro,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
12437614,home,Athletic Club,Mikel Jauregizar,mikel-jauregizar,M. Jauregizar,M,18,177,1766,M,,1495844,EUR,1068681600,M,23,23,False,59.0,55.0,2.0,1.0,0.0,9.0,10.0,50.0,1.0,7.0,,1.0,,,,,,,61.0,70.0,7.1,7.0,0.0572993,1,,46.0,1.0,,,6.0,,1.0,,,,1.0,,,1.0,,,3.0,2.0,0.037,3.0,,1.0,3.0,,,,,,,
12437614,home,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,,359742,EUR,734227200,M,6,6,False,62.0,52.0,5.0,2.0,0.0,18.0,20.0,43.0,4.0,4.0,2.0,2.0,1.0,,,,,,82.0,71.0,6.9,12.0,0.0727985,2,,34.0,1.0,,1.0,6.0,,1.0,,,,,,,2.0,,1.0,,,0.2207,4.0,,,,,,,,,,
12437614,home,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,IñakiWill,783374,EUR,771638400,M,9,9,False,34.0,21.0,,,0.0,4.0,4.0,42.0,,2.0,,3.0,4.0,,,,,,90.0,64.0,7.4,28.0,0.11711,4,,19.0,12.0,2.0,,1.0,,,2.0,,,1.0,1.0,,2.0,,,,,0.159,,2.0,1.0,1.0,True,,,,,,
12437614,home,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,,592012,EUR,804816000,M,7,7,False,42.0,36.0,3.0,1.0,0.0,3.0,5.0,48.0,1.0,2.0,,5.0,,,,,,,73.0,69.0,7.8,17.0,0.350207,6,,37.0,11.0,4.0,,4.0,,1.0,8.0,,,1.0,1.0,1.0,3.0,,,,,0.4504,,1.0,3.0,,,2.0,0.0783,,,,
12437614,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,10,10,False,37.0,33.0,,,0.0,4.0,6.0,39.0,,7.0,,3.0,2.0,,,,,,90.0,76.0,7.1,21.0,0.233025,5,,32.0,8.0,3.0,,11.0,1.0,,1.0,,,9.0,4.0,,3.0,,,,,0.2418,2.0,2.0,4.0,3.0,,,,,,,
