match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,player_lastName,stat_wasFouled,stat_outfielderBlock,stat_keyPass,captain,player_sofascoreId,stat_onTargetScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_goals
10390131,home,Montpellier,Jonas Omlin,jonas-omlin,J. Omlin,G,18,189,392,M,571622,EUR,758160000,G,1,1,False,36.0,24.0,12.0,2.0,22.0,27.0,2.0,9.0,16.0,1.0,2.0,5.0,2.0,2.0,90.0,52.0,7.1,12.0,0.0,0.0,0.00069753,0,0.0505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390131,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,False,21.0,16.0,1.0,,3.0,5.0,14.0,23.0,2.0,,,,,,82.0,51.0,6.3,14.0,0.0,0.0,0.0276019,0,,Enzo Tchato Mbiayi,7.0,1.0,2.0,6.0,6.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10390131,home,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,False,34.0,31.0,6.0,4.0,19.0,21.0,12.0,13.0,5.0,,,,,,90.0,54.0,7.2,4.0,0.2759,0.0,0.00648846,2,,,,,1.0,6.0,4.0,1.0,,,,5.0,6.0,3.0,1.0,,3.0,,2.0,1.0,1.0,,,,,,,,,,
10390131,home,Montpellier,Maxime Estève,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,14,14,False,50.0,40.0,9.0,3.0,31.0,32.0,9.0,18.0,6.0,,,,,,90.0,67.0,6.7,10.0,0.1087,0.0,0.0100914,1,,Maxime Estève,,,,3.0,3.0,,,,,6.0,3.0,2.0,1.0,,3.0,,,1.0,,,1.0,,,,,,,,
10390131,home,Montpellier,Nicolas Cozza,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,31,31,False,29.0,18.0,2.0,1.0,6.0,9.0,12.0,20.0,6.0,,,,,,90.0,47.0,7.6,11.0,0.0,0.0,0.0338628,0,,,,,4.0,3.0,14.0,,,,,1.0,3.0,5.0,2.0,,,,3.0,,,,5.0,1.0,,,,,,,
10390131,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,54.0,45.0,6.0,3.0,20.0,22.0,25.0,33.0,9.0,,,,,,82.0,63.0,6.4,13.0,0.0,0.0,0.0279079,0,,,1.0,,1.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10390131,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,46.0,37.0,4.0,3.0,20.0,24.0,17.0,22.0,8.0,,,,,,82.0,58.0,7.3,9.0,0.034,0.0,0.0203884,1,,,,,,2.0,8.0,2.0,,2.0,2.0,1.0,1.0,4.0,2.0,,,,,1.0,,,2.0,,1.0,,,,,,
10390131,home,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,M,7,7,False,14.0,10.0,1.0,1.0,2.0,2.0,9.0,15.0,3.0,,,,,,62.0,23.0,6.7,7.0,0.0997,0.0,0.00939041,2,,,3.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,
10390131,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,63.0,48.0,14.0,7.0,19.0,24.0,32.0,50.0,10.0,,,,,,90.0,90.0,7.5,25.0,0.1312,0.0,0.62314,3,,,11.0,3.0,,3.0,6.0,,,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,,3.0,,3.0,True,,,,,
10390131,home,Montpellier,Stephy Mavididi,stephy-mavididi,S. Mavididi,M,10,182,1545,M,605338,EUR,896572800,M,10,10,False,11.0,10.0,2.0,1.0,5.0,6.0,5.0,5.0,3.0,,,,,,62.0,27.0,6.1,10.0,0.0,0.0,0.0111583,0,,,,,,9.0,3.0,2.0,2.0,2.0,1.0,,,1.0,1.0,6.0,2.0,,2.0,,,,1.0,,,,,,,,
