match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_interceptionWon,captain,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wonTackle,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_shotOffTarget,stat_bigChanceMissed
12436539,home,Southampton,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8533,M,ARamsdale,839410,EUR,895104000,G,30,30,False,36.0,12.0,32.0,8.0,0.0,5.0,6.0,7.0,30.0,1.0,1.0,1.0,8.0,2.0,3.0,3.0,1.0,90.0,47.0,6.6,24.0,0.00299556,0,0.912,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436539,home,Southampton,Taylor Harwood-Bellis,,,taylor-harwood-bellis,T. Harwood-Bellis,D,6,185,1654,M,,980637,EUR,1012348800,D,6,6,False,41.0,32.0,6.0,2.0,0.0,20.0,21.0,12.0,20.0,2.0,3.0,10.0,1.0,,,,,90.0,63.0,6.5,11.0,0.00522016,0,,5.0,7.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12436539,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,6978,M,janbednarek_,286085,EUR,829267200,D,35,35,False,25.0,23.0,2.0,1.0,0.0,19.0,19.0,4.0,6.0,2.0,3.0,10.0,2.0,,,,,90.0,37.0,6.6,2.0,0.00149344,0,,3.0,4.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12436539,home,Southampton,Jack Stephens,Jack,Stephens,jack-stephens,J. Stephens,D,5,185,213,M,,134361,EUR,759628800,D,5,5,False,24.0,22.0,1.0,,0.0,17.0,17.0,5.0,8.0,,2.0,4.0,2.0,,,,,90.0,38.0,7.2,4.0,0.00463087,1,,2.0,3.0,1.0,1.0,1.0,1.0,,,True,1.0,1.0,1.0,1.0,0.2574,0.8537,,,,,,,,,,,,
12436539,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,,823085,EUR,860889600,M,2,2,False,35.0,30.0,3.0,1.0,0.0,14.0,14.0,16.0,21.0,1.0,7.0,4.0,4.0,,,,,90.0,60.0,7.0,12.0,0.00631908,1,,1.0,9.0,1.0,,2.0,1.0,2.0,1.0,,,1.0,,,0.1561,0.3975,3.0,7.0,5.0,,,,,,,,,
12436539,home,Southampton,Flynn Downes,Flynn,Downes,flynn-downes,F. Downes,M,4,172,375,M,,879810,EUR,916790400,M,4,4,False,36.0,30.0,,,0.0,21.0,23.0,9.0,13.0,2.0,6.0,1.0,4.0,,,,,90.0,44.0,6.9,6.0,0.0410497,0,,1.0,2.0,,1.0,,2.0,1.0,,,,,,2.0,,,,,,1.0,1.0,,,,,,,
12436539,home,Southampton,Lesley Ugochukwu,,,lesley-ugochukwu,L. Ugochukwu,M,8,188,5004,M,l.ugochukwu8,1048916,EUR,1080259200,M,26,26,False,32.0,27.0,3.0,2.0,0.0,12.0,15.0,15.0,18.0,2.0,3.0,5.0,2.0,,,,,90.0,45.0,6.7,10.0,0.00904704,0,,1.0,2.0,,,3.0,,,,,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,
12436539,home,Southampton,Ryan Manning,Ryan,Manning,ryan-manning,R. Manning,D,3,172,451,M,,328701,EUR,834710400,M,3,3,False,22.0,13.0,3.0,,1.0,4.0,7.0,10.0,20.0,1.0,3.0,3.0,2.0,,,,,90.0,42.0,7.2,17.0,0.176749,0,,,3.0,1.0,,1.0,2.0,1.0,,,5.0,,,,,,,1.0,,,3.0,1.0,1.0,,,,,
12436539,home,Southampton,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178,3830,M,,1142562,EUR,1089417600,F,18,18,False,30.0,28.0,1.0,1.0,0.0,18.0,19.0,10.0,11.0,,7.0,2.0,7.0,,,,,86.0,54.0,6.9,9.0,0.00994695,1,,,4.0,,2.0,3.0,4.0,,2.0,,,,,3.0,0.0232,,3.0,1.0,,,,,,1.0,,,,
12436539,home,Southampton,Kamaldeen Sulemana,,,kamaldeen-sulemana,K. Sulemana,F,7,174,8299,M,kamaldeenho10,1019442,EUR,1013731200,F,20,20,False,12.0,11.0,,,0.0,7.0,7.0,4.0,6.0,2.0,5.0,,3.0,,,,,78.0,26.0,6.9,6.0,0.00527629,3,,,5.0,,,1.0,,2.0,1.0,,1.0,1.0,,1.0,0.1106,0.1593,1.0,4.0,2.0,1.0,,,,2.0,,,,
