match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_expectedGoals,stat_challengeLost,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_accurateCross
12437495,home,Sevilla,Alvaro Garcia-Pascual,Alvaro Garcia-Pascual,,alvaro-garcia-pascual,A. Garcia-Pascual,F,23,190,149,M,1929542,EUR,1027209600,F,42,42,False,11.0,7.0,,,0.0,2.0,2.0,5.0,10.0,4.0,5.0,1.0,,,,,74.0,24.0,7.3,11.0,0.0148488,1,,1.0,6.0,,,,,1.0,1.0,5.0,2.0,1.0,2.0,1.0,,,0.1088,1.0,,,1.0,0.7747,,,1.0,,,,,
12437495,home,Sevilla,Ramón Martínez,,,ramon-martinez,R. Martínez,D,5,185,237,M,1090681,EUR,1035244800,D,35,35,True,9.0,9.0,,,0.0,7.0,7.0,2.0,2.0,1.0,1.0,5.0,,,,,46.0,14.0,6.7,,0.00307206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,home,Sevilla,Nemanja Gudelj,,,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,68332,EUR,690249600,M,6,6,True,8.0,7.0,1.0,1.0,0.0,5.0,5.0,2.0,3.0,2.0,3.0,4.0,1.0,,,,31.0,15.0,6.8,1.0,0.00157064,0,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
12437495,home,Sevilla,Leandro Antonetti,Leandro Antonetti,,leandro-antonetti,L. Antonetti,F,7,189,330,M,1158547,EUR,1042416000,F,44,44,True,3.0,1.0,,,0.0,,1.0,1.0,2.0,,,,2.0,,,,16.0,11.0,6.0,6.0,0.0001889,1,,,2.0,1.0,,,,,,2.0,,,,1.0,,,0.1446,,,,1.0,0.178,,,,1.0,,,,
12437495,home,Sevilla,Saúl Ñíguez,,,saul-niguez,S. Ñíguez,M,8,184,13421,M,116955,EUR,785376000,M,17,17,True,4.0,1.0,2.0,,0.0,,1.0,1.0,4.0,2.0,2.0,1.0,,,,,14.0,7.0,6.2,5.0,0.00091412,0,,1.0,4.0,,,,,,,,2.0,,,1.0,,,,1.0,,,,,Saul,,,,,,,
12437495,home,Sevilla,Álvaro Fernández,,,alvaro-fernandez,Á. Fernández,G,25,186,269,M,852412,EUR,892425600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,home,Sevilla,Adrià Pedrosa,,,adria-pedrosa,A. Pedrosa,D,3,176,847,M,928672,EUR,895017600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,home,Sevilla,Marcão,,,marcao,Marcão,D,23,185,1053,M,840951,EUR,833932800,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,home,Sevilla,Stanis Idumbo Muzambo,Stanis Idumbo Muzambo,,stanis-idumbo-muzambo,S. I. Muzambo,M,17,170,857,M,1149152,EUR,1120003200,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,home,Sevilla,Manu Bueno,,,bueno-manu,M. Bueno,M,28,178,222,M,1142094,EUR,1090886400,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,home,Sevilla,Chidera Ejuke,,,chidera-ejuke,C. Ejuke,M,21,176,3125,M,875890,EUR,883699200,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,home,Sevilla,Mateo Mejía,,,mateo-mejia,M. Mejia,M,7,188,327,M,1134538,EUR,1049068800,F,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,home,Sevilla,Peque Fernández,,,peque-fernandez,P. Fernández,M,14,168,904,M,997033,EUR,1033689600,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,away,Las Palmas,Dinko Horkaš,,,dinko-horkas,D. Horkaš,G,1,189,377,M,855922,EUR,921024000,G,13,13,False,42.0,32.0,13.0,3.0,0.0,26.0,29.0,6.0,13.0,,,2.0,6.0,,3.0,1.0,90.0,50.0,6.8,10.0,0.00302334,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
12437495,away,Las Palmas,Viti Rozada,,,viti-rozada,V. Rozada,D,17,171,116,M,1031499,EUR,874368000,D,18,18,False,22.0,19.0,1.0,,0.0,13.0,14.0,6.0,8.0,,3.0,3.0,5.0,2.0,,,82.0,44.0,6.9,7.0,0.002311,0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12437495,away,Las Palmas,Alex Suárez,,,alex-suarez,A. Suárez,D,4,179,259,M,914848,EUR,725846400,D,4,4,False,42.0,34.0,6.0,2.0,0.0,28.0,30.0,6.0,13.0,,1.0,2.0,2.0,,,,70.0,57.0,6.5,10.0,0.00148413,1,,1.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,,0.0112,,True,1.0,,,,,,,,,1.0,
12437495,away,Las Palmas,Juanma Herzog,,,juanma-herzog,J. Herzog,D,15,186,242,M,1513451,EUR,1084406400,D,28,28,False,48.0,42.0,4.0,,0.0,34.0,35.0,8.0,13.0,3.0,3.0,9.0,1.0,,,,90.0,63.0,6.6,7.0,0.00166849,0,,,7.0,1.0,,1.0,2.0,,,,1.0,,3.0,,,,,2.0,,,,,,,,,,,,
12437495,away,Las Palmas,Mika Mármol,,,mika-marmol,M. Mármol,D,3,181,783,M,979146,EUR,993945600,D,3,3,False,39.0,27.0,10.0,1.0,0.0,9.0,12.0,18.0,32.0,1.0,4.0,5.0,4.0,1.0,,,90.0,79.0,6.5,29.0,0.079513,0,,5.0,7.0,1.0,,,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,,,,,,,,,
12437495,away,Las Palmas,Sandro Ramírez,,,sandro-ramirez,S. Ramírez,M,19,175,945,M,188407,EUR,805248000,M,19,19,False,24.0,16.0,3.0,,0.0,3.0,6.0,13.0,19.0,,5.0,1.0,4.0,3.0,,,90.0,48.0,6.5,18.0,0.0162929,5,,1.0,7.0,3.0,1.0,,,1.0,,4.0,3.0,1.0,1.0,2.0,,1.0,0.1349,,,4.0,,,,,,,,,,
12437495,away,Las Palmas,Stefan Bajčetić,,,stefan-bajcetic,S. Bajčetić,M,43,185,10262,M,1142636,EUR,1098403200,M,21,21,False,20.0,15.0,1.0,1.0,0.0,10.0,13.0,5.0,7.0,2.0,5.0,2.0,2.0,1.0,,,51.0,37.0,6.4,11.0,0.00213341,1,,,6.0,4.0,1.0,,,1.0,,2.0,1.0,1.0,1.0,1.0,,1.0,0.0299,,,,,,stefanbajcetic,,,,,,,
12437495,away,Las Palmas,José Campaña,,,jose-campana,J. Campaña,M,20,179,241,M,96373,EUR,738806400,M,8,8,False,48.0,42.0,5.0,4.0,0.0,23.0,26.0,20.0,24.0,,2.0,,5.0,1.0,,,70.0,62.0,6.8,12.0,0.0186957,1,,2.0,4.0,,,1.0,1.0,1.0,1.0,2.0,,1.0,,3.0,,,0.0206,1.0,,,1.0,0.0428,,,,,,,,1.0
12437495,away,Las Palmas,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172,3634,M,1012444,EUR,1064880000,M,10,10,False,34.0,27.0,,,0.0,10.0,12.0,17.0,22.0,,3.0,,5.0,1.0,,,82.0,45.0,6.4,14.0,0.0489631,0,,,6.0,4.0,1.0,,,1.0,,1.0,,2.0,,3.0,,,,,,,,,,,,,,,,
12437495,away,Las Palmas,Adnan Januzaj,,,adnan-januzaj,A. Januzaj,M,24,186,1621,M,328145,EUR,791942400,F,24,24,False,28.0,22.0,2.0,1.0,0.0,8.0,8.0,14.0,20.0,2.0,8.0,1.0,4.0,6.0,,,70.0,50.0,7.1,11.0,0.0245117,4,,,4.0,1.0,,,2.0,,,2.0,,1.0,,2.0,,2.0,0.2364,1.0,,,2.0,0.4479,,,,,,,,
12437495,away,Las Palmas,Oliver McBurnie,,,oliver-mcburnie,O. McBurnie,F,9,188,1008,M,367228,EUR,833846400,F,16,16,False,5.0,2.0,,,0.0,2.0,2.0,,3.0,4.0,6.0,2.0,,2.0,,,90.0,12.0,6.7,5.0,4.847e-05,0,,,8.0,,,,,,,2.0,2.0,1.0,6.0,,,,,1.0,,,,,,1.0,,,,,,
12437495,away,Las Palmas,Dário Essugo,,,dario-essugo,D. Essugo,M,14,178,9115,M,1110006,EUR,1110758400,M,29,29,True,28.0,26.0,2.0,1.0,0.0,16.0,17.0,10.0,11.0,,1.0,,5.0,,,,39.0,34.0,6.6,2.0,0.00554653,1,,,,,,1.0,,1.0,,,,,,,,1.0,0.0146,,,,,,,,,,,,,
12437495,away,Las Palmas,Manuel Fuster,,,manuel-fuster,M. Fuster,M,14,169,223,M,916654,EUR,877478400,M,14,14,True,25.0,19.0,6.0,3.0,0.0,12.0,12.0,8.0,14.0,,6.0,,2.0,3.0,,,20.0,33.0,7.4,6.0,0.0461532,0,,1.0,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0
12437495,away,Las Palmas,Javier Muñoz,,,javier-munoz,J. Muñoz,M,14,179,313,M,353154,EUR,793929600,M,5,5,True,19.0,18.0,1.0,1.0,0.0,7.0,7.0,11.0,12.0,,2.0,,3.0,,,,20.0,22.0,6.7,1.0,0.0133649,1,,,2.0,,,,,2.0,1.0,,2.0,,,,,1.0,0.0275,,,,,,,,,,,,,
12437495,away,Las Palmas,Marc Cardona,,,marc-cardona,M. Cardona,F,22,182,195,M,841854,EUR,805161600,F,9,9,True,5.0,3.0,,,0.0,3.0,4.0,,1.0,,3.0,,1.0,1.0,,,20.0,12.0,6.4,5.0,8.942e-05,0,,,5.0,1.0,,,,2.0,1.0,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,
12437495,away,Las Palmas,Marvin Park,,,park-marvin,M. Park,D,2,177,650,M,960401,EUR,952387200,D,2,2,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,,,8.0,3.0,6.5,1.0,0.00012359,0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12437495,away,Las Palmas,Jaime Mata,,,jaime-mata,J. Mata,F,17,185,448,M,351140,EUR,593654400,F,17,17,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,,,8.0,2.0,6.4,1.0,0.00023713,0,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
12437495,away,Las Palmas,Alvaro Killane,Álvaro Killane,,killane-alvaro,Á. Killane,G,30,186,58,M,1402668,EUR,1102982400,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,away,Las Palmas,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185,1502,M,123865,EUR,609206400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,away,Las Palmas,Scott McKenna,,,scott-mckenna,S. McKenna,D,26,188,973,M,358108,EUR,847756800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,away,Las Palmas,Álex Muñoz,,,alex-munoz,Á. Muñoz,D,3,185,176,M,273227,EUR,775526400,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,away,Las Palmas,Andy Pelmard,,,andy-pelmard,A. Pelmard,D,70,179,411,M,877978,EUR,952819200,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437495,away,Las Palmas,Enzo Loiodice,,,loiodice-enzo,E. Loiodice,M,12,176,327,M,933426,EUR,975283200,M,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
