match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_fouls,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_totalOffside,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_ownGoals,stat_wonContest,stat_goals
12499776,home,FC St. Pauli,Nikola Vasilj,,,nikola-vasilj,N. Vasilj,G,22,194,1626,M,325061,EUR,817862400,G,22,22,False,40.0,31.0,18.0,9.0,0.0,24.0,25.0,7.0,15.0,2.0,1.0,90.0,42.0,6.3,9.0,0.00171887,0,-0.2519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499776,home,FC St. Pauli,Hauke Wahl,,,hauke-wahl,H. Wahl,D,5,189,150,M,253469,EUR,766368000,D,5,5,False,50.0,40.0,5.0,,0.0,31.0,34.0,9.0,16.0,2.0,,90.0,56.0,6.5,10.0,0.00486692,0,,2.0,1.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499776,home,FC St. Pauli,Eric Smith,,,eric-smith,E. Smith,D,8,191,412,M,542038,EUR,852681600,D,8,8,False,46.0,43.0,7.0,4.0,0.0,26.0,26.0,17.0,21.0,7.0,,90.0,59.0,7.1,5.0,0.0598586,0,,1.0,3.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12499776,home,FC St. Pauli,David Nemeth,,,david-nemeth,D. Nemeth,D,4,191,155,M,966889,EUR,984873600,D,4,4,False,58.0,50.0,8.0,2.0,0.0,35.0,40.0,15.0,18.0,5.0,,90.0,69.0,6.8,9.0,0.015096,0,,,3.0,5.0,3.0,2.0,,,,,5.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12499776,home,FC St. Pauli,Manolis Saliakas,,,manolis-saliakas,M. Saliakas,M,2,175,358,M,280551,EUR,842486400,M,2,2,False,38.0,32.0,2.0,2.0,0.0,15.0,16.0,17.0,23.0,5.0,,80.0,57.0,7.1,7.0,0.131278,0,,,1.0,6.0,,1.0,1.0,,,1.0,2.0,1.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,
12499776,home,FC St. Pauli,Jackson Irvine,,,jackson-irvine,J. Irvine,M,7,190,924,M,181581,EUR,731462400,M,7,7,False,33.0,23.0,4.0,2.0,0.0,10.0,16.0,13.0,18.0,5.0,,90.0,41.0,6.6,11.0,0.0112456,0,,,4.0,2.0,,,1.0,3.0,,2.0,1.0,1.0,1.0,,1.0,,True,1.0,,,,,,,,,,,,,,,,
12499776,home,FC St. Pauli,James Sands,,,james-sands,J. Sands,M,6,186,445,M,885892,EUR,962841600,M,6,6,False,25.0,16.0,1.0,,0.0,10.0,11.0,6.0,14.0,5.0,,90.0,37.0,6.7,11.0,0.0240688,0,,1.0,2.0,6.0,,3.0,,,,1.0,3.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,
12499776,home,FC St. Pauli,Philipp Treu,,,treu-philipp,P. Treu,M,29,172,176,M,979820,EUR,975801600,M,23,23,False,40.0,32.0,6.0,2.0,0.0,16.0,18.0,16.0,24.0,8.0,,90.0,67.0,7.4,14.0,0.0616673,3,,,3.0,4.0,1.0,,2.0,,1.0,,2.0,2.0,1.0,,2.0,,,,1.0,1.0,2.0,1.0,0.4028,0.3792,,,,,,,,,,
12499776,home,FC St. Pauli,Morgan Guilavogui,,,morgan-guilavogui,M. Guilavogui,F,29,188,3047,M,990743,EUR,889488000,F,29,29,False,23.0,15.0,,,0.0,8.0,9.0,9.0,17.0,3.0,,61.0,39.0,7.3,12.0,0.478465,0,,2.0,5.0,6.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,,,,,,,,,MorganGuila,2.0,1.0,,,,,,,
12499776,home,FC St. Pauli,Johannes Eggestein,,,johannes-eggestein,J. Eggestein,F,19,183,466,M,591588,EUR,894585600,F,11,11,False,23.0,17.0,,,0.0,9.0,9.0,8.0,15.0,3.0,,80.0,37.0,6.6,13.0,0.011486,2,,3.0,6.0,3.0,1.0,1.0,1.0,4.0,1.0,,,,,4.0,,,,1.0,,,,,0.1736,,,,,2.0,,,,,,
