match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_wasFouled,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_interceptionWon,stat_blockedScoringAttempt,stat_accurateCross,captain,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox
13472836,home,Flamengo,Agustín Rossi,agustin-rossi,A. Rossi,G,1,195,10864,M,AgustinRossi,1140986,EUR,808963200,G,1,1,False,28.0,24.0,11.0,9.0,0.0,24.0,26.0,2.0,1.0,5.0,1.0,2.0,1.0,90.0,37.0,7.4,4.0,0.00013886,0,0.1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472836,home,Flamengo,Guillermo Varela,guillermo-varela,G. Varela,D,2,171,7450,M,,311456,EUR,732931200,D,2,2,False,57.0,54.0,,,0.0,25.0,25.0,32.0,1.0,3.0,,,,90.0,72.0,6.9,9.0,0.0128702,0,,,,29.0,3.0,1.0,2.0,5.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
13472836,home,Flamengo,Danilo,danilo,Danilo,D,13,184,15246,M,Danilo,124992,EUR,679536000,D,13,13,False,77.0,74.0,10.0,9.0,0.0,45.0,47.0,30.0,3.0,4.0,,,,82.0,83.0,6.8,5.0,0.015076,0,,,,29.0,,2.0,,6.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
13472836,home,Flamengo,Léo Ortiz,leo-ortiz,L. Ortiz,D,3,185,10970,M,leortiz33,869643,EUR,820627200,D,3,3,False,91.0,80.0,11.0,6.0,1.0,50.0,53.0,38.0,6.0,9.0,,,,90.0,106.0,8.3,13.0,0.0225975,3,,,,30.0,,2.0,5.0,2.0,7.0,,,2.0,,1.0,1.0,,1.0,2.0,1.0,1.0,0.0914,0.0632,1.0,,,,,,,,,,
13472836,home,Flamengo,Léo Pereira,leo-pereira,L. Pereira,D,4,189,8450,M,leopereira4,358548,EUR,823046400,D,4,4,False,73.0,63.0,4.0,2.0,0.0,30.0,33.0,40.0,,3.0,,,,90.0,90.0,6.9,16.0,0.0162809,0,,,,33.0,3.0,1.0,2.0,4.0,2.0,1.0,,,,2.0,1.0,,,,,,,,1.0,1.0,2.0,,,,,,,,
13472836,home,Flamengo,Jorginho,jorginho,Jorginho,M,21,180,32422,M,jorginhofrello,132874,EUR,693187200,M,21,21,False,88.0,77.0,7.0,2.0,0.0,32.0,34.0,54.0,,6.0,,,,90.0,99.0,6.9,14.0,0.0393222,1,,,,45.0,,2.0,1.0,4.0,1.0,,,,,2.0,1.0,,,,,,0.0213,,,1.0,3.0,1.0,,,,,,,
13472836,home,Flamengo,Allan,allan,Allan,M,29,172,5267,M,,828839,EUR,857347200,M,29,29,False,74.0,68.0,6.0,6.0,0.0,24.0,26.0,48.0,,3.0,,,,82.0,80.0,6.9,8.0,0.0291498,1,,,,44.0,,2.0,,5.0,,,,,,2.0,3.0,,,1.0,,,0.0274,,,,,,,,,,,,
13472836,home,Flamengo,Luiz Araújo,luiz-araujo,L. Araújo,M,7,175,16511,M,l_araujo11ofi,840451,EUR,833673600,M,7,7,False,32.0,28.0,3.0,3.0,0.0,7.0,7.0,25.0,1.0,1.0,,,,90.0,55.0,7.4,14.0,0.147978,0,,,,21.0,8.0,2.0,,5.0,3.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,5.0,1.0,2.0,,3.0,,,,,,
13472836,home,Flamengo,Giorgian De Arrascaeta,giorgian-de-arrascaeta,Arrascaeta,M,10,173,86686,M,G10DeArrascaeta,333587,EUR,770428800,M,10,10,False,25.0,22.0,1.0,1.0,0.0,3.0,3.0,22.0,2.0,4.0,,,,73.0,41.0,6.7,14.0,0.0124671,0,,,,19.0,4.0,,1.0,4.0,4.0,,3.0,,,3.0,,1.0,,,,,,,,3.0,,,,True,2.0,,,,
13472836,home,Flamengo,Everton,everton,Everton,M,11,174,12386,M,Evertons,386198,EUR,827452800,M,11,11,False,26.0,23.0,,,0.0,6.0,6.0,20.0,,4.0,,,,59.0,37.0,6.9,8.0,0.0291478,1,,Everton,,17.0,2.0,1.0,1.0,3.0,4.0,,3.0,1.0,,2.0,1.0,,,1.0,,,0.0127,,,,,,,,2.0,,,,
13472836,home,Flamengo,Wallace Yan,wallace,Wallace,F,64,182,6393,M,,1466084,EUR,1107820800,F,64,64,False,13.0,13.0,,,0.0,1.0,1.0,12.0,,1.0,,,,59.0,27.0,6.3,8.0,0.0199976,0,,Wallace,,12.0,2.0,3.0,1.0,8.0,4.0,1.0,4.0,,,1.0,1.0,2.0,,,,,,,,1.0,,,,,1.0,,,,
13472836,home,Flamengo,Matheus Gonçalves,matheus-goncalves,M. Gonçalves,M,20,175,7172,M,,1175553,EUR,1124323200,M,20,20,True,18.0,15.0,2.0,,0.0,7.0,7.0,11.0,,3.0,,,,31.0,22.0,6.2,5.0,0.00802006,0,,Matheus Gonçalves,,8.0,,1.0,,5.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
13472836,home,Flamengo,Juninho Vieira,juninho-vieira,Juninho,F,23,179,17811,M,juninhovieira_21,833236,EUR,848534400,F,23,23,True,3.0,2.0,,,0.0,1.0,2.0,1.0,1.0,,,,,31.0,8.0,6.7,4.0,0.0100758,0,,,,1.0,,1.0,,3.0,1.0,,,1.0,1.0,2.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,1.0,,,
13472836,home,Flamengo,Pedro,pedro,Pedro,F,9,186,57455,M,pedroguilherme,840219,EUR,866764800,F,9,9,True,,,,,0.0,,,,,,,,,17.0,9.0,7.0,2.0,,3,,,,,,,1.0,1.0,2.0,,1.0,,,1.0,,,,,2.0,,0.8128,1.1537,,1.0,,1.0,,,1.0,,1.0,1.0,
13472836,home,Flamengo,Matías Viña,matias-vina,M. Viña,D,17,180,7057,M,matiasv17,875295,EUR,879033600,D,17,17,True,5.0,3.0,,,0.0,2.0,2.0,3.0,,1.0,,,,8.0,6.0,6.5,2.0,0.00025678,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472836,home,Flamengo,Evertton Araujo,evertton,E. Araujo,M,52,185,4689,M,,1145106,EUR,1046390400,M,52,52,True,,,,,0.0,,,,,,,,,8.0,1.0,6.5,,,0,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
13472836,home,Flamengo,Matheus Cunha,matheus-cunha,M. Cunha,G,25,193,4946,M,,1105835,EUR,990662400,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,Matheus Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472836,home,Flamengo,Wesley,wesley-franca,Wesley,D,43,178,26920,M,WesleyFranca03,1134200,EUR,1062806400,D,43,43,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472836,home,Flamengo,João Victor,joao-cunha,J. Victor,D,61,187,2414,M,,1602833,EUR,1167696000,D,61,61,True,,,,,,,,,,,,,,,,,,,0,,João Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472836,home,Flamengo,Cleiton,cleiton-santana,Cleiton,D,33,194,3448,M,,1134199,EUR,1051228800,D,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472836,home,Flamengo,Guilherme Gomes,guilherme,Guilherme,M,47,181,2747,M,,1645868,EUR,1138838400,M,47,47,True,,,,,,,,,,,,,,,,,,,0,,Guilherme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472836,home,Flamengo,Ogundana Shola,oluwashola-ogundana,S. Ogundana,M,54,172,1945,M,,1647589,EUR,1108944000,F,54,54,True,,,,,,,,,,,,,,,,,,,0,,Oluwashola Ogundana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472836,home,Flamengo,Gonzalo Plata,gonzalo-plata,G. Plata,M,19,178,20442,M,gonzaloplata,937937,EUR,973036800,F,50,50,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472836,away,Fluminense,Fábio,fabio,Fábio,G,1,188,4344,M,,17785,EUR,339120000,G,1,1,False,23.0,17.0,11.0,5.0,0.0,12.0,14.0,9.0,,7.0,1.0,2.0,,90.0,29.0,6.8,6.0,0.00064825,0,0.2168,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
13472836,away,Fluminense,Ignácio,ignacio,Ignácio,D,4,192,1704,M,,958382,EUR,849398400,D,4,4,False,27.0,19.0,4.0,1.0,0.0,15.0,20.0,7.0,7.0,2.0,,,,88.0,49.0,7.1,11.0,0.0009471,0,,,,4.0,,,1.0,2.0,6.0,1.0,,4.0,4.0,3.0,1.0,1.0,,,,,,,,,3.0,,,,,,,,
13472836,away,Fluminense,Thiago Silva,thiago-silva,T. Silva,D,3,181,42324,M,ThiagoSilva,33541,EUR,464659200,D,3,3,False,41.0,34.0,8.0,3.0,0.0,29.0,31.0,10.0,4.0,1.0,,,,90.0,48.0,6.6,8.0,0.00106479,0,,,,5.0,,2.0,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,True,,,,,
13472836,away,Fluminense,Juan Freytes,juan-freytes,J. Freytes,D,22,182,1341,M,,962187,EUR,947548800,D,22,22,False,37.0,25.0,9.0,2.0,0.0,20.0,26.0,11.0,7.0,2.0,,,,90.0,50.0,6.9,12.0,0.00124354,1,,,,5.0,,2.0,2.0,3.0,3.0,1.0,,1.0,1.0,,,,,1.0,,1.0,0.0522,,,,1.0,,,,,,,,
