match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,captain,stat_totalCross,stat_aerialWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_accurateCross,stat_keyPass,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_shotOffTarget,player_sofascoreId,stat_hitWoodwork,stat_bigChanceMissed,stat_penaltyMiss
11453164,home,Abha,Ciprian Tătărușanu,ciprian-tatarusanu,C. Tătărușanu,G,198.0,624,M,44453,EUR,508291200.0,G,16,16,False,25.0,15.0,21.0,11.0,10.0,14.0,5.0,11.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,90.0,41.0,8.9,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453164,home,Abha,Fahad Bin Jumayah,fahad-bin-jumayah,F. B. Jumayah,D,170.0,22,M,893514,EUR,800064000.0,D,14,14,False,28.0,15.0,5.0,1.0,10.0,16.0,5.0,14.0,4.0,10.0,2.0,1.0,6.0,2.0,,,,,,,90.0,62.0,6.8,19.0,1,14,True,2.0,1.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453164,home,Abha,Ziyad Al-Sahafi,ziyad-al-sahafi,Z. Al-Sahafi,D,182.0,36,M,831259,EUR,782352000.0,D,30,30,False,21.0,15.0,8.0,4.0,13.0,16.0,2.0,5.0,1.0,2.0,,2.0,1.0,,,,,,,,90.0,28.0,6.8,6.0,0,21,,,,,,,,2.0,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,
11453164,home,Abha,Fabián Noguera,fabian-noguera,F. Noguera,D,192.0,73,M,581620,EUR,732585600.0,D,18,18,False,17.0,10.0,7.0,3.0,9.0,13.0,1.0,4.0,4.0,4.0,1.0,13.0,1.0,,,,,,,,90.0,35.0,7.5,8.0,1,29,,,3.0,,,,,1.0,1.0,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11453164,home,Abha,Ibrahim Al-Zubaidi,ibrahim-al-zubaidi,I. Al-Zubaidi,D,172.0,16,M,793916,EUR,623462400.0,D,15,15,False,22.0,18.0,4.0,2.0,11.0,12.0,7.0,10.0,1.0,1.0,1.0,1.0,5.0,1.0,,,,,,,90.0,38.0,6.7,5.0,0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453164,home,Abha,Abdulelah Alshamary,abdulelah-alshamary,A. Alshamary,M,172.0,38,M,931838,EUR,917136000.0,D,80,80,False,24.0,13.0,8.0,3.0,7.0,11.0,6.0,13.0,5.0,5.0,1.0,2.0,7.0,1.0,,,,,,,90.0,47.0,6.3,20.0,0,8,,,2.0,1.0,1.0,,2.0,1.0,,,2.0,,,,,,,,4.0,,,,,,,,,,,,,,
11453164,home,Abha,Hassan Hashim Al-Ali,hassan-hashim-al-ali,H. H. A. Ali,F,175.0,30,M,1066734,EUR,1013299200.0,M,9,9,False,13.0,7.0,3.0,1.0,2.0,6.0,6.0,9.0,5.0,4.0,3.0,,1.0,1.0,,,,,,,79.0,22.0,7.1,9.0,1,11,,2.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,Hassan Hashim Al Ali,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
11453164,home,Abha,Grzegorz Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,187.0,2715,M,76227,EUR,633571200.0,M,5,5,False,26.0,18.0,9.0,5.0,11.0,11.0,7.0,15.0,7.0,3.0,1.0,1.0,5.0,,,,,,,,90.0,41.0,7.0,12.0,1,4,,,,2.0,,,1.0,3.0,2.0,,2.0,4.0,Grzegorz,Krychowiak,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,
11453164,home,Abha,Uroš Matić,uros-matic,U. Matić,M,185.0,66,M,63273,EUR,643420800.0,M,8,8,False,21.0,18.0,1.0,,14.0,16.0,6.0,8.0,3.0,1.0,,2.0,8.0,,,,,,,,90.0,34.0,6.9,7.0,0,,,3.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,2.0,2.0,2.0,,1.0,1.0,,,,,,,,,
11453164,home,Abha,François Kamano,francois-kamano,F. Kamano,M,182.0,1456,M,580800,EUR,830995200.0,M,11,11,False,18.0,13.0,3.0,2.0,6.0,8.0,7.0,11.0,2.0,6.0,,,4.0,3.0,,,,,,,84.0,33.0,7.5,10.0,1,45,,1.0,,1.0,1.0,,2.0,2.0,2.0,,2.0,,,,,,1.0,,2.0,,,,,,1.0,,,,,,,,
