match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,player_sofascoreId,stat_shotOffTarget,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_expectedGoals,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_hitWoodwork,captain,stat_bigChanceMissed,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded
12450913,home,Olympique Lyonnais,Lucas Perri,,,lucas-perri,L. Perri,G,1,196.0,3418,M,871290,EUR,881712000,G,23,23,False,22.0,12.0,16.0,6.0,0.0,6.0,6.0,6.0,16.0,1.0,12.0,1.0,1.0,1.0,1.0,3.0,5.0,90.0,35.0,7.7,11.0,0.00165727,0,0.9846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450913,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180.0,1320,M,152813,EUR,721094400,D,22,22,False,44.0,37.0,4.0,1.0,1.0,24.0,28.0,15.0,22.0,4.0,6.0,,1.0,1.0,,,,90.0,62.0,7.3,13.0,0.401742,0,,6.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12450913,home,Olympique Lyonnais,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192.0,2892,M,257091,EUR,842918400,D,55,55,False,39.0,34.0,4.0,2.0,0.0,31.0,34.0,3.0,6.0,1.0,1.0,,1.0,1.0,,,,71.0,48.0,6.8,6.0,0.00195228,0,,1.0,,1.0,,1.0,,,,5.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
12450913,home,Olympique Lyonnais,Moussa Niakhaté,,,moussa-niakhate,M. Niakhaté,D,19,190.0,8301,M,758168,EUR,826243200,D,19,19,False,56.0,48.0,6.0,2.0,0.0,37.0,40.0,11.0,16.0,2.0,5.0,,1.0,1.0,,,,90.0,63.0,6.9,9.0,0.00373574,0,,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,1.0,,2.0,niakhate,,,,,,,,,,,,,,,
12450913,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172.0,10932,M,158243,EUR,715219200,D,3,3,False,52.0,45.0,5.0,2.0,0.0,22.0,26.0,23.0,27.0,7.0,9.0,,3.0,3.0,,,,90.0,88.0,8.2,11.0,0.0125148,2,,1.0,,2.0,3.0,4.0,,,,3.0,6.0,3.0,1.0,2.0,,1.0,tagliafico3,1.0,1.0,1.0,0.2119,,,,,,,,,,,
12450913,home,Olympique Lyonnais,Jordan Veretout,,,jordan-veretout,J. Veretout,M,21,177.0,1268,M,151124,EUR,730944000,M,7,7,False,42.0,35.0,3.0,2.0,0.0,15.0,16.0,20.0,27.0,4.0,6.0,,4.0,3.0,,,,90.0,54.0,7.4,10.0,0.0377347,1,,1.0,,1.0,,6.0,,,,1.0,,2.0,,1.0,1.0,,,,,,0.0354,4.0,1.0,1.0,0.3582,,,,,,,
12450913,home,Olympique Lyonnais,Nemanja Matić,,,nemanja-matic,N. Matić,M,18,194.0,3565,M,44241,EUR,586396800,M,31,31,False,65.0,52.0,9.0,7.0,0.0,23.0,25.0,29.0,40.0,3.0,6.0,,3.0,3.0,,,,90.0,73.0,7.3,14.0,0.0292792,0,,,,,,3.0,,,,,1.0,,,,1.0,2.0,Mati,,,,,2.0,,,,1.0,,,,,,
12450913,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181.0,3233,M,343067,EUR,775872000,M,8,8,False,47.0,34.0,1.0,1.0,0.0,12.0,16.0,22.0,32.0,7.0,6.0,,2.0,2.0,,,,83.0,62.0,7.2,16.0,0.0281053,2,,1.0,,2.0,5.0,6.0,,,,1.0,,1.0,,2.0,1.0,,,1.0,1.0,,0.1205,1.0,,,,1.0,1.0,,,,,
12450913,home,Olympique Lyonnais,Saïd Benrahma,,,said-benrahma,S. Benrahma,F,10,172.0,11234,M,354808,EUR,808012800,F,17,17,False,16.0,12.0,,,1.0,3.0,4.0,10.0,15.0,3.0,1.0,,,,,,,45.0,29.0,7.2,9.0,0.337716,1,,3.0,1.0,,,3.0,3.0,2.0,1.0,,,,1.0,1.0,2.0,,said_benrahma11,,1.0,,0.0362,1.0,,,,,,,,,,
12450913,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176.0,9530,M,50070,EUR,675388800,F,10,10,False,16.0,11.0,2.0,2.0,0.0,4.0,4.0,7.0,12.0,4.0,2.0,,1.0,1.0,,,,71.0,27.0,9.2,6.0,0.00885232,5,,,,3.0,2.0,5.0,1.0,,,,1.0,,1.0,,,,lacazettealex,,,,2.0864,1.0,5.0,3.0,3.2336,,,True,1.0,1.0,,
