match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_shotOffTarget,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_accurateCross,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
14131947,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189.0,2669,M,947893,EUR,993945600,G,42,42,False,42.0,30.0,20.0,8.0,0.0,27.0,27.0,3.0,15.0,8.0,1.0,3.0,4.0,90.0,50.0,7.7,12.0,0.00308489,0.4555,0,0.4363,0.09,0.0,0.21,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131947,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177.0,69,M,1001662,EUR,901843200,D,2,2,False,20.0,13.0,5.0,1.0,0.0,5.0,6.0,8.0,14.0,3.0,,,,90.0,48.0,6.9,12.0,0.012389,,1,,0.04,0.28,0.27,,Zé,Carlos,True,4.0,8.0,4.0,2.0,1.0,7.0,1.0,4.0,2.0,4.0,2.0,0.0209,2.0,-0.3,,,,,,,,,,,,,,,,
14131947,home,Gil Vicente,Marvin Elimbi,marvin-elimbi,M. Elimbi,D,4,186.0,83,M,1114164,EUR,1045699200,D,4,4,False,39.0,34.0,10.0,5.0,0.0,26.0,27.0,8.0,12.0,3.0,,,,90.0,47.0,7.2,5.0,0.00374956,,0,,0.17,0.11,0.31,,Marvin,Elimbi,,2.0,3.0,1.0,,,5.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
14131947,home,Gil Vicente,Jonathan Buatu,jonathan-buatu-mananga,J. Buatu,D,39,187.0,415,M,800348,EUR,749088000,D,39,39,False,43.0,38.0,7.0,3.0,0.0,36.0,37.0,2.0,6.0,2.0,,,,90.0,58.0,7.3,6.0,0.000492,,1,,0.04,0.04,0.49,,,,,1.0,1.0,3.0,,,10.0,2.0,,1.0,,,0.0519,,-0.09,,,3.0,1.0,,,,,,,,,,,,
14131947,home,Gil Vicente,Ghislain Konan,ghislain-konan,G. Konan,D,3,176.0,2821,M,831781,EUR,820022400,D,3,3,False,38.0,35.0,3.0,1.0,0.0,21.0,22.0,14.0,16.0,5.0,,,,90.0,55.0,7.1,7.0,0.0107066,,0,,0.16,0.25,0.22,,Ghislain,Konan,,1.0,4.0,4.0,,,3.0,,,,1.0,1.0,,,,2.0,,,,1.0,1.0,2.0,1.0,,,,,,,,
14131947,home,Gil Vicente,Santi García,santi-garcia,S. García,M,95,184.0,131,M,1084746,EUR,999043200,M,95,95,False,26.0,21.0,1.0,,0.0,12.0,12.0,9.0,14.0,7.0,,,,89.0,42.0,6.2,9.0,0.0406023,,1,,-0.14,0.23,-0.12,,,,,1.0,9.0,3.0,4.0,,2.0,,,1.0,2.0,2.0,0.0611,2.0,-0.3,,,1.0,,,1.0,1.0,,1.0,0.0371,,,,,,
14131947,home,Gil Vicente,Facundo Cáseres,facundo-caseres,F. Cáseres,M,5,178.0,226,M,989837,EUR,991008000,M,5,5,False,38.0,36.0,2.0,1.0,0.0,24.0,25.0,12.0,13.0,6.0,,,,90.0,54.0,7.4,3.0,0.00892253,,0,,0.1,0.16,0.37,,,,,1.0,3.0,7.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,,,,6.0,4.0,,,,,,,,,,,,,,
14131947,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,M,6,172.0,109,M,1138915,EUR,1004400000,M,6,6,False,33.0,27.0,1.0,,0.0,16.0,17.0,11.0,16.0,7.0,,,,72.0,51.0,6.3,12.0,0.00601103,,2,,-0.03,0.1,0.15,,Zé Carlos,,,2.0,8.0,2.0,1.0,1.0,2.0,,2.0,2.0,,1.0,0.1,,-0.25,1.0,1.0,,1.0,,3.0,2.0,1.0,,,,,,,,
14131947,home,Gil Vicente,Murilo Souza,murilo-souza,M. Souza,F,77,176.0,196,M,611880,EUR,783561600,F,77,77,False,17.0,12.0,1.0,,0.0,4.0,5.0,8.0,12.0,3.0,,,,89.0,37.0,6.9,15.0,0.0733326,,2,,0.2,0.31,0.19,,,,,,6.0,5.0,,,1.0,,,3.0,2.0,1.0,0.0914,,0.01,2.0,2.0,,1.0,2.0,4.0,2.0,1.0,1.0,0.0794,,,,,,
14131947,home,Gil Vicente,Pablo Felipe,pablo-felipe,P. Felipe,F,19,184.0,2627,M,1101174,EUR,1073001600,F,9,9,False,7.0,4.0,,,0.0,2.0,3.0,2.0,4.0,1.0,,,,72.0,23.0,7.3,9.0,0.00063668,,1,,-0.15,0.01,-0.01,,Pablo Felipe Pereira de Jesus,,,2.0,6.0,4.0,,,2.0,,1.0,4.0,,2.0,0.2532,1.0,0.51,1.0,,2.0,,,2.0,1.0,1.0,1.0,0.4254,1.0,,,,,
