match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_penaltyConceded,stat_unsuccessfulTouch,player_firstName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_challengeLost,player_lastName,stat_keyPass,stat_shotOffTarget,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_penaltyMiss
12476441,home,Burton Albion,Max Crocombe,max-crocombe,M. Crocombe,G,15,193.0,85,M,197904,EUR,745113600.0,G,1,1,False,48.0,36.0,17.0,5.0,0.0,32.0,36.0,4.0,12.0,2.0,15.0,4.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,90.0,71.0,8.1,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476441,home,Burton Albion,Terence Vancooten,terence-vancooten,T. Vancooten,D,5,185.0,28,M,888705,EUR,883353600.0,D,15,15,False,44.0,37.0,4.0,1.0,0.0,32.0,35.0,5.0,9.0,2.0,,,,,,,,,,90.0,59.0,6.7,8.0,0,3.0,1.0,6.0,5.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12476441,home,Burton Albion,Ryan Sweeney,ryan-sweeney,R. Sweeney,D,5,193.0,34,M,777219,EUR,861062400.0,D,6,6,False,9.0,8.0,1.0,,0.0,6.0,6.0,2.0,3.0,2.0,,,,,,,,,,11.0,11.0,3.0,1.0,0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12476441,home,Burton Albion,Jack Armer,jack-armer,J. Armer,D,3,185.0,16,M,990362,EUR,987379200.0,D,17,17,False,54.0,44.0,10.0,3.0,0.0,31.0,32.0,13.0,22.0,7.0,2.0,,,,,,,,,90.0,72.0,6.5,11.0,0,2.0,2.0,3.0,8.0,,,,3.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
12476441,home,Burton Albion,Nicholas Akoto,nicholas-akoto,N. Akoto,D,14,191.0,23,M,1478184,EUR,905904000.0,M,14,14,False,22.0,18.0,,,0.0,14.0,16.0,5.0,8.0,5.0,2.0,,,,,,,,,90.0,44.0,6.5,11.0,2,5.0,1.0,6.0,3.0,1.0,,,1.0,1.0,,,,4.0,Nicholas Akoto,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12476441,home,Burton Albion,Elliot Watt,elliot-watt,E. Watt,M,20,175.0,174,M,942060,EUR,952732800.0,M,4,4,False,58.0,48.0,6.0,4.0,0.0,35.0,39.0,13.0,24.0,1.0,7.0,,,,,,,,,90.0,71.0,6.8,15.0,0,1.0,,2.0,2.0,,1.0,3.0,1.0,1.0,1.0,,,,,5.0,,,,,,True,1.0,,,,,,,,,
12476441,home,Burton Albion,Kgagelo Chauke,kgagelo-chauke,K. Chauke,M,4,177.0,130,M,994520,EUR,1041984000.0,M,33,33,False,24.0,18.0,4.0,1.0,0.0,10.0,14.0,9.0,11.0,2.0,4.0,,,,,,,,,90.0,41.0,7.0,11.0,0,,,1.0,6.0,2.0,,3.0,3.0,3.0,1.0,,,4.0,,1.0,1.0,1.0,2.0,,,,,,2.0,,,,,,,
12476441,home,Burton Albion,Dylan Williams,dylan-williams,D. Williams,M,19,177.0,743,M,1097446,EUR,1063324800.0,M,19,19,False,41.0,33.0,3.0,,0.0,17.0,20.0,16.0,24.0,3.0,2.0,,,,,,,,,90.0,63.0,6.4,16.0,0,,1.0,5.0,4.0,1.0,,2.0,3.0,3.0,,2.0,,,Dylan Williams,3.0,,2.0,,,,,,,,,,,,,,
12476441,home,Burton Albion,Ben Whitfield,ben-whitfield,B. Whitfield,M,34,165.0,20,M,823003,EUR,825465600.0,F,34,34,False,13.0,9.0,,,0.0,5.0,8.0,4.0,6.0,1.0,1.0,,,,,,,,,68.0,21.0,6.5,8.0,1,,,2.0,1.0,2.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,
12476441,home,Burton Albion,Tomas Kalinauskas,tomas-kalinauskas,T. Kalinauskas,M,27,178.0,136,M,965776,EUR,956793600.0,F,7,7,False,30.0,22.0,1.0,,0.0,10.0,14.0,13.0,18.0,1.0,7.0,,,,,,,,,77.0,45.0,6.7,11.0,3,,,5.0,3.0,1.0,,,1.0,1.0,1.0,1.0,,2.0,,2.0,1.0,,1.0,1.0,2.0,,4.0,,,,,,,,,
