match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalContest,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_wasFouled,captain,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_punches,stat_outfielderBlock
10385740,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,28.0,24.0,6.0,2.0,23.0,25.0,1.0,3.0,6.0,1.0,2.0,90.0,34.0,6.6,4.0,0.0,0.0,0.00043855,0,0.0322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385740,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,94.0,74.0,19.0,11.0,22.0,23.0,56.0,81.0,5.0,,,90.0,127.0,8.0,27.0,0.2113,0.0,0.876926,4,,10.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,
10385740,home,Liverpool,Nathaniel Phillips,nathaniel-phillips,N. Phillips,D,3,190,2174,M,,920393,EUR,858902400,D,47,47,False,79.0,68.0,12.0,7.0,39.0,42.0,29.0,37.0,14.0,,,63.0,87.0,7.1,13.0,0.0433,0.0,0.00942449,1,,,,4.0,1.0,6.0,,,,1.0,1.0,2.0,2.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,
10385740,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,80.0,72.0,7.0,5.0,45.0,45.0,27.0,35.0,14.0,,,90.0,87.0,6.9,8.0,0.013,0.0,0.0265294,1,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
10385740,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,55.0,45.0,2.0,,20.0,23.0,26.0,35.0,6.0,,,63.0,72.0,6.2,13.0,0.0999,0.0,0.027624,1,,3.0,1.0,1.0,5.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,
10385740,home,Liverpool,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,False,60.0,54.0,2.0,1.0,18.0,19.0,36.0,41.0,7.0,,,79.0,74.0,7.6,7.0,0.2871,0.1419,0.102548,3,,,,,5.0,6.0,2.0,1.0,,2.0,,2.0,5.0,3.0,,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10385740,home,Liverpool,Fabinho,fabinho,Fabinho,M,8,187,9273,M,Fabinho,243585,EUR,751334400,M,3,3,False,122.0,115.0,12.0,9.0,55.0,55.0,60.0,68.0,11.0,,,90.0,134.0,7.2,9.0,0.0,0.0,0.0565099,0,,1.0,,1.0,7.0,5.0,4.0,,,,1.0,2.0,3.0,2.0,,1.0,,,,2.0,,,1.0,,,1.0,,,,,,,,
10385740,home,Liverpool,James Milner,james-milner,J. Milner,M,20,175,3367,M,,791,EUR,505180800,M,7,7,False,38.0,33.0,3.0,2.0,13.0,13.0,20.0,28.0,3.0,,,63.0,51.0,6.8,12.0,0.0426,0.0,0.230655,1,,3.0,,1.0,5.0,2.0,2.0,,1.0,,1.0,2.0,1.0,1.0,,2.0,,,1.0,,,1.0,2.0,,,,True,1.0,,,,,,
10385740,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,32.0,26.0,4.0,4.0,2.0,2.0,25.0,33.0,1.0,,,90.0,54.0,6.9,21.0,0.3379,0.4526,0.292201,3,,3.0,1.0,,8.0,1.0,,,2.0,,,,,,2.0,8.0,,,6.0,1.0,,6.0,2.0,1.0,1.0,,,,1.0,,,,,
10385740,home,Liverpool,Darwin Núñez,darwin-nunez,D. Núñez,F,7,188,70760,M,Darwin,924871,EUR,930182400,F,27,27,False,9.0,6.0,1.0,1.0,1.0,2.0,5.0,9.0,,,,57.0,19.0,5.4,6.0,0.6892,0.0,0.0899201,5,,2.0,,,6.0,2.0,,,3.0,2.0,,,,,,,,,1.0,1.0,5.0,1.0,,1.0,,1.0,,,2.0,1.0,,,,
10385740,home,Liverpool,Luis Díaz,luis-diaz,L. Díaz,F,14,178,142017,M,LuisDíaz,883537,EUR,853113600,F,23,23,False,44.0,34.0,2.0,2.0,7.0,8.0,27.0,36.0,3.0,,,90.0,84.0,8.1,21.0,0.2344,0.6396,0.0332375,3,,,,,12.0,16.0,,,1.0,,,1.0,6.0,5.0,,1.0,,,4.0,1.0,4.0,10.0,4.0,7.0,2.0,3.0,,,,,1.0,,,
10385740,home,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,True,45.0,44.0,3.0,2.0,21.0,21.0,23.0,24.0,4.0,,,27.0,48.0,6.8,1.0,0.0,0.0,0.0208386,0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
10385740,home,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,True,17.0,17.0,,,6.0,6.0,11.0,17.0,2.0,,,27.0,31.0,6.7,7.0,0.0557,0.0,0.0134671,1,,6.0,,,3.0,3.0,1.0,,,1.0,,,2.0,2.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,
10385740,home,Liverpool,Jordan Henderson,jordan-henderson,J. Henderson,M,6,183,6378,M,jordanhenderson,42694,EUR,645580800,M,14,14,True,33.0,29.0,5.0,4.0,11.0,11.0,19.0,23.0,4.0,,,27.0,37.0,7.1,6.0,0.0,0.0,0.0493307,0,,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
10385740,home,Liverpool,Fabio Carvalho,fabio-carvalho,F. Carvalho,F,14,170,4025,M,_fabio.10,991604,EUR,1030665600,M,28,28,True,5.0,4.0,,,1.0,2.0,3.0,3.0,1.0,,,11.0,12.0,6.3,5.0,0.0535,0.0,0.0470363,1,,,,,3.0,1.0,,,1.0,,,,,,,,,,2.0,,1.0,,2.0,,,1.0,,,,,,,,
10385740,home,Liverpool,Adrián,adrian,Adrián,G,13,190,2131,M,,50539,EUR,536630400,G,13,13,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385740,home,Liverpool,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,192,2094,M,,924378,EUR,1008806400,D,72,72,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385740,home,Liverpool,Bobby Clark,bobby-clark,B. Clark,M,42,178,1774,M,,1142638,EUR,1107734400,M,42,42,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385740,home,Liverpool,Stefan Bajčetić,stefan-bajcetic,S. Bajčetić,M,43,185,10262,M,stefanbajcetic,1142636,EUR,1098403200,D,43,43,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385740,home,Liverpool,Naby Keïta,naby-keita,N. Keïta,M,5,172,16640,M,keitanabydeco,365772,EUR,792374400,M,8,8,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385740,away,Crystal Palace,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,,32023,EUR,537235200,G,13,13,False,32.0,23.0,21.0,12.0,16.0,19.0,7.0,13.0,13.0,3.0,3.0,90.0,47.0,6.8,9.0,0.0,0.0,0.0005906,0,0.2341,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,
10385740,away,Crystal Palace,Nathaniel Clyne,nathaniel-clyne,N. Clyne,D,17,175,676,M,,43215,EUR,670809600,D,17,17,False,24.0,17.0,2.0,2.0,10.0,14.0,7.0,12.0,6.0,,,90.0,47.0,6.4,15.0,0.0,0.0,0.00596211,0,,2.0,,1.0,6.0,4.0,3.0,,,,1.0,2.0,3.0,2.0,,,,,1.0,,2.0,,1.0,,,,,,,,,,,
10385740,away,Crystal Palace,Joel Ward,joel-ward,J. Ward,D,25,188,258,M,,39183,EUR,625622400,D,2,2,False,34.0,17.0,11.0,,15.0,19.0,2.0,15.0,5.0,,,90.0,49.0,7.0,17.0,0.0,0.0,0.00043419,0,,,,5.0,4.0,9.0,,,,,6.0,1.0,4.0,2.0,,,,,,3.0,1.0,,,,,,True,,,,,,,2.0
10385740,away,Crystal Palace,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,,362682,EUR,833500800,D,16,16,False,26.0,18.0,7.0,2.0,18.0,21.0,,5.0,5.0,,,90.0,49.0,7.4,9.0,0.2573,0.0,0.00010122,1,,,,2.0,,4.0,,,1.0,,10.0,3.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,4.0
10385740,away,Crystal Palace,Marc Guéhi,marc-guehi,M. Guéhi,D,15,182,22326,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,22.0,15.0,5.0,1.0,13.0,18.0,2.0,4.0,6.0,,,90.0,34.0,6.7,8.0,0.0,0.0,0.0011892,0,,,,,3.0,1.0,2.0,,,,6.0,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,2.0
10385740,away,Crystal Palace,Tyrick Mitchell,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,D,3,3,False,25.0,15.0,5.0,1.0,8.0,11.0,7.0,16.0,6.0,,,79.0,47.0,7.0,17.0,0.0,0.0,0.0143323,0,,2.0,,,3.0,5.0,1.0,,,,2.0,3.0,4.0,4.0,,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
10385740,away,Crystal Palace,Jordan Ayew,jordan-ayew,J. Ayew,F,9,182,13272,M,jordanayew9,103045,EUR,684547200,M,9,9,False,9.0,6.0,,,3.0,3.0,3.0,7.0,3.0,,,63.0,26.0,6.6,10.0,0.0,0.0,0.00902673,0,,1.0,,3.0,5.0,7.0,2.0,,,,3.0,1.0,1.0,1.0,,,,,4.0,,1.0,2.0,2.0,2.0,,1.0,,,,,,,,
10385740,away,Crystal Palace,Cheick Doucouré,cheick-doucoure,C. Doucouré,M,28,181,1463,M,,906047,EUR,947289600,M,28,28,False,28.0,24.0,,,16.0,17.0,9.0,12.0,7.0,,,79.0,41.0,7.4,6.0,0.0328,0.0,0.254154,1,,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,,,3.0,,,,2.0,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0
