match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_goalAssist,stat_aerialWon,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_bigChanceMissed,stat_shotOffTarget,stat_fouls,player_firstName,player_lastName,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_dispossessed,stat_outfielderBlock
10389758,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,26.0,20.0,10.0,6.0,17.0,19.0,3.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,32.0,7.0,7.0,0.0,0.0,0.00117113,0,0.5283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389758,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,D,29,29,False,29.0,23.0,3.0,2.0,15.0,16.0,9.0,14.0,,2.0,6.0,1.0,1.0,,,,,,78.0,44.0,6.6,9.0,0.0,0.0,0.101293,0,,przemek.franek_,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10389758,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,74.0,64.0,7.0,5.0,38.0,44.0,26.0,30.0,1.0,1.0,5.0,,,,,,,,90.0,79.0,7.8,10.0,0.0,0.0,0.112414,0,,,,,4.0,,,,,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,
10389758,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,65.0,60.0,10.0,6.0,47.0,49.0,13.0,16.0,,1.0,3.0,,,,,,,,90.0,75.0,7.0,5.0,0.0708,0.0,0.00981418,1,,,,,3.0,,,,,,1.0,,,2.0,,5.0,,1.0,1.0,1.0,,,,,,,,,
10389758,home,RC Lens,Massadio Haïdara,massadio-haidara,M. Haïdara,D,21,179,600,M,143344,EUR,723254400,D,21,21,False,62.0,53.0,7.0,4.0,32.0,35.0,21.0,27.0,,2.0,2.0,,1.0,,,,,,90.0,72.0,7.0,11.0,0.0,0.0,0.0148407,0,,,,,5.0,2.0,,,1.0,,2.0,,,2.0,,2.0,1.0,,,,,,,,,,,,
10389758,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,26,26,False,41.0,40.0,5.0,5.0,25.0,25.0,15.0,16.0,,2.0,6.0,,1.0,,,,,,90.0,47.0,7.7,2.0,0.0,0.0,0.13754,0,,,,,3.0,,,,3.0,2.0,,1.0,1.0,,1.0,,1.0,,,2.0,,,,,,,,,
10389758,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,M,7,7,False,43.0,38.0,7.0,6.0,21.0,22.0,17.0,23.0,1.0,3.0,3.0,,1.0,,,,,,90.0,71.0,7.3,9.0,0.2426,0.0,0.017498,2,,,2.0,,8.0,1.0,1.0,,5.0,4.0,2.0,,,1.0,,2.0,,,,,,,2.0,,,,,,
10389758,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,28,28,False,30.0,28.0,,,10.0,11.0,18.0,19.0,2.0,7.0,5.0,,1.0,,,,,,71.0,42.0,7.2,4.0,0.0,0.0,0.0305652,0,,,,,5.0,1.0,1.0,,4.0,4.0,1.0,1.0,1.0,,1.0,,,,,3.0,,,,,,,,,
10389758,home,RC Lens,Seko Fofana,seko-fofana,S. Fofana,M,42,184,11416,M,191188,EUR,799804800,M,8,8,False,27.0,20.0,3.0,1.0,11.0,13.0,9.0,14.0,2.0,4.0,,,1.0,,,,,,84.0,34.0,7.1,8.0,0.6835,0.6574,0.00688778,4,,sekofofana,,,1.0,2.0,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,True,2.0,1.0,1.0,,
10389758,home,RC Lens,Loïs Openda,lois-openda,L. Openda,F,20,177,15661,M,835480,EUR,950659200,M,11,11,False,17.0,10.0,2.0,1.0,4.0,4.0,6.0,15.0,1.0,2.0,4.0,,2.0,,,,,,84.0,30.0,8.6,12.0,0.6238,1.2233,0.0041393,4,,l_openda,2.0,,4.0,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,3.0,2.0,1.0,,
10389758,home,RC Lens,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183,483,M,787540,EUR,840499200,F,20,20,False,41.0,38.0,1.0,1.0,17.0,17.0,23.0,31.0,2.0,3.0,4.0,,1.0,,,,,,71.0,59.0,7.5,10.0,0.0,0.0,0.107585,0,,,7.0,2.0,4.0,,3.0,2.0,,,2.0,2.0,,,1.0,,2.0,,,,,,,,,,,,
10389758,home,RC Lens,David Pereira da Costa,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,M,10,10,True,5.0,4.0,,,1.0,1.0,3.0,5.0,,,,,,,,,,,19.0,7.0,6.6,2.0,0.0,0.0,0.0465301,0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
10389758,home,RC Lens,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,875,M,822877,EUR,897091200,M,18,18,True,5.0,4.0,,,2.0,3.0,2.0,2.0,,3.0,2.0,,1.0,,,,,,19.0,11.0,6.6,3.0,0.0405,0.1498,0.0196372,1,,,,,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,
10389758,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179,1117,M,822110,EUR,746928000,D,3,3,True,3.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,,12.0,3.0,6.3,1.0,0.0,0.0,0.00022381,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10389758,home,RC Lens,Jean Onana,jean-onana,J. Onana,M,14,189,1410,M,978301,EUR,947289600,M,6,6,True,3.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,,8.0,4.0,6.5,2.0,0.0,0.0,0.0215437,0,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,
10389758,home,RC Lens,Remy Labeau Lascary,lascary-remy-labeau,R. L. Lascary,F,14,184,178,M,1401005,EUR,1046649600,F,36,36,True,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,,,,,,,,,8.0,2.0,6.4,1.0,0.0,0.0,0.00402556,0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,
10389758,home,RC Lens,Jean-Louis Leca,jean-louis-leca,J. Leca,G,,180,46,M,39224,EUR,496108800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389758,home,RC Lens,Ismaël Boura,ismael-boura,I. Boura,D,14,173,188,M,1047364,EUR,966211200,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389758,home,RC Lens,Julien Le Cardinal,julien-le-cardinal,J. L. Cardinal,D,26,182,203,M,1129751,EUR,870566400,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389758,home,RC Lens,Łukasz Poręba,lukasz-poreba,Ł. Poręba,M,8,179,654,M,942336,EUR,952905600,M,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389758,away,Angers,Paul Bernardoni,paul-bernardoni,P. Bernardoni,G,40,190,166,M,361314,EUR,861321600,G,1,1,False,20.0,13.0,10.0,3.0,12.0,14.0,1.0,6.0,,,4.0,,,,2.0,3.0,,,90.0,27.0,6.3,8.0,0.0,0.0,0.00100973,0,-0.9695,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10389758,away,Angers,Farid El Melali,farid-el-melali,F. El Melali,M,28,173,1171,M,930584,EUR,862790400,D,28,28,False,39.0,28.0,6.0,1.0,13.0,16.0,15.0,23.0,,4.0,4.0,,3.0,,,,,,78.0,59.0,5.9,19.0,0.0267,0.0,0.0127792,1,,,,,2.0,,4.0,2.0,,,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,1.0,
10389758,away,Angers,Yan Valery,yan-valery,Y. Valery,D,22,186,2305,M,826202,EUR,919641600,D,94,94,False,65.0,58.0,3.0,2.0,43.0,47.0,15.0,19.0,,2.0,3.0,,,,,,,,90.0,74.0,6.5,9.0,0.0,0.0,0.00834993,0,,,1.0,,2.0,,,,,,,,,2.0,,3.0,3.0,,,1.0,,,,,,,,1.0,
10389758,away,Angers,Ousmane Camara,ousmane-camara,O. Camara,D,4,197,1730,M,1049538,EUR,1046908800,D,29,29,False,67.0,62.0,11.0,8.0,49.0,50.0,13.0,17.0,,1.0,4.0,,,,,,,,56.0,73.0,6.4,5.0,0.0853,0.0,0.00479515,0,,,,,3.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,2.0,,,,Ousmane Camara,,,,,,,,
