match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_fouls,stat_blockedScoringAttempt,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_challengeLost,stat_bigChanceMissed,player_firstName,stat_goals,stat_totalOffside,player_lastName,stat_aerialLost,captain,stat_shotOffTarget
12117108,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,24.0,13.0,16.0,6.0,0.0,10.0,13.0,3.0,11.0,8.0,2.0,2.0,4.0,90.0,35.0,7.6,12.0,0.00049459,0,0.9275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117108,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,33.0,25.0,4.0,,0.0,14.0,19.0,11.0,19.0,6.0,,,,81.0,67.0,7.0,18.0,0.00772265,1,,5.0,2.0,3.0,6.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0325,0.4135,,,,,,,,,,,,,,,,
12117108,home,Vasco da Gama,Maicon,maicon,Maicon,D,3,191,836,M,,44691,EUR,590198400,D,4,4,False,43.0,36.0,5.0,2.0,0.0,26.0,28.0,10.0,15.0,3.0,,,,45.0,45.0,6.6,7.0,0.00159106,0,,,3.0,1.0,3.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,
12117108,home,Vasco da Gama,Léo,leo,Léo,D,3,183,707,M,,360940,EUR,826070400,D,3,3,False,73.0,65.0,10.0,4.0,0.0,44.0,44.0,21.0,29.0,3.0,,,,90.0,83.0,7.4,8.0,0.0642161,1,,,1.0,1.0,4.0,,,,2.0,,3.0,1.0,,,0.0296,,1.0,1.0,2.0,1.0,,,,,,,,,,,,
12117108,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,46.0,38.0,3.0,1.0,1.0,11.0,13.0,32.0,42.0,4.0,,,,90.0,69.0,7.8,16.0,0.30555,0,,9.0,,5.0,1.0,2.0,1.0,,2.0,,1.0,,,,,,3.0,,,4.0,5.0,1.0,2.0,,,,,,,,,
12117108,home,Vasco da Gama,Hugo Moura,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,M,25,25,False,37.0,30.0,6.0,3.0,0.0,22.0,22.0,8.0,15.0,6.0,,,,68.0,49.0,6.2,11.0,0.00347638,2,,,1.0,7.0,3.0,,,1.0,1.0,,,1.0,1.0,,0.1159,0.265,2.0,1.0,1.0,,,4.0,,1.0,1.0,,,,,,,
12117108,home,Vasco da Gama,Mateus Carvalho,mateus-carvalho,M. Carvalho,M,85,180,1394,M,,1391962,EUR,1016409600,M,85,85,False,57.0,51.0,8.0,5.0,0.0,27.0,28.0,25.0,30.0,6.0,,,,90.0,65.0,7.4,7.0,0.0481429,2,,1.0,,3.0,4.0,,,1.0,,,,2.0,,,0.0625,0.4616,1.0,1.0,2.0,,1.0,1.0,,1.0,,Matheus Carvalho,1.0,1.0,,,,
12117108,home,Vasco da Gama,Adson,adson,Adson,M,28,171,2153,M,,1105970,EUR,970790400,M,28,28,False,55.0,50.0,1.0,1.0,0.0,13.0,14.0,38.0,43.0,3.0,,,,90.0,71.0,7.2,12.0,0.68232,0,,2.0,1.0,7.0,4.0,3.0,,,,,,1.0,1.0,2.0,,,1.0,,2.0,4.0,1.0,1.0,1.0,1.0,,Adson,,,,1.0,,
12117108,home,Vasco da Gama,Dimitri Payet,dimitri-payet,D. Payet,M,,175,8203,M,payet27,14216,EUR,543974400,M,10,10,False,4.0,4.0,,,0.0,,,4.0,5.0,1.0,,,,14.0,8.0,6.5,2.0,0.00244572,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
12117108,home,Vasco da Gama,David,david,David,M,7,179,2160,M,,840291,EUR,813888000,M,7,7,False,35.0,30.0,1.0,1.0,1.0,6.0,6.0,24.0,29.0,2.0,,,,69.0,40.0,7.0,7.0,0.0360361,0,,,,3.0,1.0,,,,,,1.0,,,2.0,,,2.0,,1.0,2.0,,,,,,,,,,1.0,,
