match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,captain,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_wonTackle,stat_totalOffside,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_keyPass,player_firstName,player_lastName,stat_goodHighClaim,stat_saves,stat_penaltyWon,stat_goalAssist,stat_hitWoodwork
10385389,home,Brighton & Hove Albion,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,29.0,27.0,5.0,3.0,26.0,27.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,90.0,33.0,6.1,3.0,0.0,0.0,0.0071747,0,-0.5586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385389,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4733,M,pascalgross65,48480,EUR,676944000,D,13,13,False,48.0,40.0,5.0,3.0,14.0,17.0,26.0,37.0,,2.0,,,,90.0,71.0,6.3,19.0,0.0,0.0,0.0810057,0,,6.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385389,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,,115365,EUR,690681600,D,5,5,False,74.0,66.0,4.0,,42.0,46.0,24.0,28.0,1.0,10.0,,,,90.0,84.0,5.8,10.0,0.0423,0.0,0.00687832,1,,,3.0,8.0,2.0,,2.0,,,True,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10385389,home,Brighton & Hove Albion,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,6,6,False,68.0,57.0,12.0,9.0,35.0,39.0,22.0,29.0,2.0,8.0,,,,90.0,82.0,7.1,11.0,0.1796,0.0,0.0163712,1,,,2.0,3.0,7.0,,3.0,1.0,,,6.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10385389,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,pervisestupinan,805465,EUR,885340800,D,30,30,False,38.0,28.0,3.0,1.0,13.0,17.0,15.0,24.0,2.0,8.0,,,,81.0,58.0,6.2,17.0,0.0103,0.0,0.00891416,1,,3.0,1.0,5.0,2.0,1.0,3.0,,,,1.0,,,1.0,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,
10385389,home,Brighton & Hove Albion,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,68.0,66.0,3.0,3.0,34.0,34.0,33.0,36.0,,10.0,,,,90.0,88.0,7.2,6.0,0.2987,0.1272,0.172054,1,,2.0,,5.0,5.0,3.0,2.0,2.0,,,,2.0,1.0,,,,2.0,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
10385389,home,Brighton & Hove Albion,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,60.0,52.0,6.0,4.0,20.0,22.0,33.0,41.0,,5.0,,,,90.0,83.0,7.3,15.0,0.0,0.0,0.0289674,0,,3.0,,4.0,11.0,1.0,2.0,7.0,3.0,,1.0,,1.0,,,,3.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,
10385389,home,Brighton & Hove Albion,Solly March,solly-march,S. March,M,7,180,1255,M,,301288,EUR,774662400,M,7,7,False,34.0,27.0,7.0,5.0,10.0,10.0,17.0,31.0,,2.0,,,,90.0,60.0,6.5,20.0,0.0,0.0,0.0312001,0,,7.0,,7.0,6.0,5.0,1.0,2.0,,,1.0,,2.0,,,,1.0,2.0,,,1.0,1.0,,2.0,,,,,,,,,,,,
10385389,home,Brighton & Hove Albion,Adam Lallana,adam-lallana,A. Lallana,M,10,172,1210,M,,17054,EUR,579225600,M,14,14,False,1.0,1.0,,,1.0,1.0,,,,,,,,5.0,2.0,,1.0,0.0,0.0,3.112e-05,0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385389,home,Brighton & Hove Albion,Leandro Trossard,leandro-trossard,L. Trossard,F,19,172,31477,M,leandrotrossard,135666,EUR,786499200,M,11,11,False,38.0,31.0,3.0,2.0,15.0,15.0,17.0,26.0,,4.0,,,,90.0,57.0,6.5,17.0,0.0259,0.1578,0.144865,1,,3.0,,6.0,2.0,,,1.0,4.0,,,1.0,3.0,,,,1.0,2.0,,,1.0,1.0,1.0,,,1.0,,,2.0,,,,,,,
