match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_fouls,stat_penaltyWon,stat_keyPass,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_interceptionWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_totalOffside,stat_penaltyMiss,stat_goals,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_outfielderBlock
10437954,home,Benfica,Odysseas Vlachodimos,,,odysseas-vlachodimos,O. Vlachodimos,G,1,191,2909,M,138149,EUR,767318400.0,G,99,99,False,24.0,18.0,9.0,3.0,17.0,21.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,90.0,30.0,6.9,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437954,home,Benfica,Alexander Bah,,,alexander-bah,A. Bah,D,6,183,2276,M,850976,EUR,881625600.0,D,6,6,False,64.0,54.0,4.0,1.0,14.0,16.0,43.0,55.0,7.0,,3.0,4.0,,90.0,91.0,7.9,17.0,1,7.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10437954,home,Benfica,António Silva,,,antonio-silva,A. Silva,D,4,187,8155,M,1006069,EUR,1067472000.0,D,66,66,False,81.0,77.0,9.0,5.0,42.0,42.0,35.0,39.0,4.0,3.0,8.0,,,90.0,90.0,7.5,5.0,2,,,3.0,2.0,6.0,,,,3.0,,,antoniosilva.66,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10437954,home,Benfica,Nicolás Otamendi,,,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,74915,EUR,571622400.0,D,30,30,False,79.0,72.0,7.0,5.0,43.0,45.0,29.0,34.0,11.0,1.0,6.0,3.0,,90.0,90.0,7.2,8.0,0,,,3.0,7.0,5.0,1.0,,,1.0,,,Notamendi30,,,,1.0,,1.0,True,1.0,,,,,,,,,,,,,
10437954,home,Benfica,Alejandro Grimaldo,,,alejandro-grimaldo,A. Grimaldo,M,20,171,13008,M,177177,EUR,811555200.0,D,3,3,False,51.0,46.0,2.0,2.0,16.0,18.0,34.0,38.0,6.0,,5.0,2.0,,90.0,70.0,7.9,10.0,1,5.0,4.0,2.0,1.0,4.0,1.0,1.0,,,,4.0,grimaldo35,,1.0,,2.0,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,
10437954,home,Benfica,Florentino Luís,,,florentino-luis,F. Luís,M,16,184,3615,M,855845,EUR,935020800.0,M,61,61,False,89.0,78.0,5.0,2.0,24.0,27.0,54.0,62.0,7.0,,10.0,1.0,,90.0,106.0,7.5,14.0,4,,,1.0,2.0,3.0,,,,,,1.0,,3.0,1.0,,4.0,4.0,1.0,,2.0,2.0,,,1.0,,,,,,,,,
10437954,home,Benfica,Fredrik Aursnes,,,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,228364,EUR,818553600.0,M,8,8,False,58.0,42.0,5.0,2.0,7.0,8.0,35.0,51.0,1.0,,5.0,,,90.0,71.0,6.4,20.0,3,1.0,,,1.0,3.0,,,2.0,1.0,,2.0,,,1.0,,,,1.0,,,2.0,,,1.0,2.0,1.0,,,,,,,
10437954,home,Benfica,João Mário,,,joao-mario,J. Mário,M,10,179,3804,M,97001,EUR,727401600.0,M,20,20,False,52.0,45.0,2.0,1.0,6.0,6.0,41.0,50.0,2.0,,6.0,2.0,,82.0,66.0,7.8,13.0,2,4.0,2.0,2.0,,5.0,1.0,2.0,,1.0,,3.0,JoaoMario,,2.0,,,,3.0,,,,1.0,,,1.0,,1.0,,,,,,
10437954,home,Benfica,Chiquinho,,,chiquinho,Chiquinho,M,22,174,1902,M,584124,EUR,806112000.0,M,22,22,False,67.0,61.0,9.0,6.0,16.0,16.0,48.0,58.0,2.0,,5.0,,,87.0,82.0,7.8,11.0,1,7.0,3.0,1.0,,2.0,,,,1.0,,3.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,
10437954,home,Benfica,Julian Draxler,,,julian-draxler,J. Draxler,M,7,187,2782,M,142680,EUR,748483200.0,M,93,93,False,45.0,42.0,3.0,3.0,6.0,6.0,37.0,41.0,1.0,,3.0,,,77.0,53.0,7.1,7.0,2,2.0,1.0,,1.0,1.0,,,1.0,,,3.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,
10437954,home,Benfica,Gonçalo Ramos,,,goncalo-ramos,G. Ramos,F,9,185,23725,M,934510,EUR,992995200.0,F,88,88,False,15.0,12.0,,,1.0,2.0,11.0,14.0,5.0,,2.0,2.0,,77.0,36.0,6.6,9.0,8,1.0,,2.0,1.0,5.0,,1.0,,1.0,1.0,2.0,goncaloramos88,4.0,4.0,,1.0,1.0,1.0,,,3.0,1.0,1.0,4.0,1.0,,,,,,,,
10437954,home,Benfica,João Neves,,,joao-neves,J. Neves,M,87,174,37142,M,1190933,EUR,1096243200.0,M,87,87,True,17.0,15.0,1.0,1.0,4.0,5.0,11.0,12.0,,,1.0,,,13.0,18.0,6.7,2.0,1,,,1.0,,2.0,1.0,,,,,1.0,joao_neves,1.0,,,,,,,,,,,,,,,,,,,,
10437954,home,Benfica,Petar Musa,,,petar-musa,P. Musa,F,9,190,2986,M,827668,EUR,888969600.0,F,33,33,True,4.0,2.0,,,,,2.0,4.0,1.0,,2.0,,,13.0,7.0,6.9,2.0,2,,,,,2.0,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
10437954,home,Benfica,David Neres,,,david-neres,D. Neres,F,7,175,15134,M,850993,EUR,857347200.0,F,7,7,True,3.0,2.0,,,1.0,1.0,2.0,3.0,,,1.0,,,8.0,5.0,6.6,1.0,0,1.0,1.0,,,,,,,,,,davidneres,,,,,,,,,,,,,,,,,,,,,
10437954,home,Benfica,Henrique Araújo,,,henrique-araujo,H. Araújo,F,39,183,1642,M,998870,EUR,1011398400.0,F,39,39,True,6.0,6.0,,,2.0,2.0,4.0,4.0,1.0,,1.0,,,3.0,8.0,,1.0,0,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
10437954,home,Benfica,Helton Leite,,,helton-leite,H. Leite,G,23,196,371,M,329081,EUR,657504000.0,G,77,77,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437954,home,Benfica,Gilberto,,,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400.0,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437954,home,Benfica,Lucas Veríssimo,,,lucas-verissimo,L. Veríssimo,D,28,188,1027,M,826343,EUR,804643200.0,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437954,home,Benfica,Morato,,,morato,F. Morato,D,4,190,2248,M,985086,EUR,993859200.0,D,91,91,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437954,home,Benfica,Gil Dias,,,gil-dias,Gil,M,23,186,342,M,583838,EUR,843868800.0,M,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437954,away,Portimonense SAD,Kosuke Nakamura,,,kosuke-nakamura,K. Nakamura,G,23,185,357,M,155775,EUR,793843200.0,G,32,32,False,40.0,25.0,24.0,11.0,16.0,23.0,9.0,17.0,,,12.0,,,90.0,61.0,9.3,15.0,0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,9.0,1.0,2.0,11.0,
10437954,away,Portimonense SAD,Fahd Moufi,,,fahd-moufi,F. Moufi,D,18,179,913,M,801066,EUR,831254400.0,D,18,18,False,23.0,12.0,3.0,1.0,8.0,9.0,4.0,17.0,3.0,2.0,2.0,1.0,,90.0,42.0,6.5,19.0,0,3.0,,2.0,1.0,3.0,,,,1.0,,,,,,,,,3.0,True,2.0,,1.0,1.0,,,,,,,,,,
10437954,away,Portimonense SAD,Pedrão,,,pedrao,Pedrão,D,44,194,152,M,931811,EUR,862617600.0,D,44,44,False,23.0,20.0,8.0,5.0,17.0,18.0,3.0,5.0,2.0,2.0,,,,90.0,28.0,6.8,3.0,0,,,1.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0
10437954,away,Portimonense SAD,Filipe Relvas,,,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600.0,D,22,22,False,38.0,31.0,9.0,5.0,26.0,28.0,5.0,10.0,4.0,4.0,4.0,,,90.0,57.0,7.3,8.0,0,,,1.0,2.0,1.0,,,,,,,,,,,2.0,2.0,,,4.0,,,,,,,,,,,,,1.0
10437954,away,Portimonense SAD,Moustapha Seck,,,moustapha-seck,M. Seck,D,24,176,148,M,807292,EUR,825033600.0,D,14,14,False,21.0,9.0,6.0,1.0,7.0,14.0,3.0,9.0,4.0,1.0,4.0,1.0,,90.0,42.0,6.6,16.0,0,2.0,1.0,2.0,3.0,3.0,,,,1.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,1.0
10437954,away,Portimonense SAD,Zié Ouattara,,,zie-ouattara,Z. Ouattara,D,24,178,133,M,1005407,EUR,947376000.0,M,3,3,False,24.0,20.0,,,10.0,12.0,10.0,13.0,6.0,1.0,2.0,,,88.0,36.0,6.8,7.0,0,1.0,,1.0,1.0,3.0,1.0,,,1.0,,,,,,,1.0,,2.0,,2.0,,4.0,4.0,,,,,,,,,,
10437954,away,Portimonense SAD,Mohamed Diaby,,,mohamed-diaby,M. Diaby,M,,188,46,M,892208,EUR,841708800.0,M,24,24,False,15.0,12.0,1.0,,9.0,11.0,3.0,4.0,3.0,6.0,6.0,1.0,,88.0,35.0,6.9,7.0,0,,,,,2.0,,,,1.0,,,,,,,1.0,,3.0,,4.0,,2.0,1.0,,,,,,,,,,1.0
10437954,away,Portimonense SAD,Paulo Estrela,Paulo,Estrela,paulo-estrela,P. Estrela,M,20,167,55,M,855664,EUR,919468800.0,M,38,38,False,30.0,21.0,1.0,1.0,8.0,12.0,13.0,18.0,3.0,2.0,6.0,,,90.0,41.0,7.0,11.0,0,,,,,1.0,,,,,,,,,,,3.0,1.0,,,3.0,,1.0,,,,,,,,,,,
10437954,away,Portimonense SAD,Gustavo Klismahn,Klismahn,,gustavo-klismahn,G. Klismahn,M,77,179,89,M,1162051,EUR,943315200.0,M,27,27,False,14.0,10.0,1.0,1.0,5.0,7.0,6.0,9.0,4.0,1.0,4.0,1.0,,88.0,27.0,6.1,7.0,0,2.0,1.0,1.0,3.0,8.0,,,,5.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,
10437954,away,Portimonense SAD,Adewale Sapara,,,adewale-sapara,A. Sapara,F,,175,19,M,1066142,EUR,791164800.0,F,77,77,False,8.0,8.0,1.0,1.0,3.0,3.0,5.0,5.0,,1.0,4.0,,,63.0,15.0,6.4,3.0,0,,,5.0,,8.0,,,,1.0,,,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,
