match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_errorLeadToAGoal,stat_wasFouled,captain,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAShot,stat_ownGoals,stat_fouls,stat_dispossessed,stat_keyPass,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goals
12476412,home,Northampton Town,Nik Tzanev,nik-tzanev,N. Tzanev,G,33,195.0,58,M,795944,EUR,851299200,G,13,13,False,37.0,17.0,24.0,4.0,0.0,15.0,18.0,2.0,19.0,1.0,1.0,16.0,5.0,6.0,90.0,53.0,7.5,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476412,home,Northampton Town,Akinwale Odimayo,akinwale-odimayo,A. J. Odimayo,D,31,183.0,24,M,1020763,EUR,943747200,D,22,22,False,35.0,26.0,7.0,,0.0,15.0,20.0,11.0,15.0,2.0,3.0,2.0,,,62.0,45.0,6.2,10.0,0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12476412,home,Northampton Town,Tyler Magloire,tyler-magloire,T. Magloire,D,35,183.0,16,M,920800,EUR,914198400,D,2,2,False,29.0,17.0,9.0,2.0,0.0,13.0,18.0,4.0,11.0,3.0,8.0,3.0,,,45.0,41.0,5.9,13.0,0,1.0,1.0,,2.0,1.0,1.0,,,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12476412,home,Northampton Town,Jack Baldwin,jack-baldwin,J. Baldwin,D,20,185.0,22,M,162479,EUR,741398400,D,26,26,False,62.0,43.0,17.0,6.0,0.0,34.0,42.0,9.0,20.0,8.0,12.0,4.0,,,90.0,74.0,6.7,21.0,1,4.0,4.0,,3.0,3.0,2.0,Jack,Baldwin,1.0,1.0,2.0,,,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,
12476412,home,Northampton Town,Luke Mbete,luke-mbete,L. Mbete,D,79,185.0,393,M,1065217,EUR,1063843200,D,21,21,False,55.0,43.0,5.0,2.0,0.0,27.0,32.0,16.0,23.0,3.0,6.0,6.0,,,82.0,72.0,6.4,13.0,0,2.0,3.0,,1.0,,,Luke Mbete,,1.0,1.0,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
12476412,home,Northampton Town,Cameron McGeehan,cameron-mcgeehan,C. McGeehan,M,8,180.0,57,M,149817,EUR,797126400,M,18,18,False,54.0,47.0,2.0,1.0,0.0,29.0,31.0,18.0,23.0,1.0,4.0,8.0,,,90.0,71.0,7.2,9.0,2,3.0,7.0,,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,1.0,,2.0,1.0,,,4.0,1.0,2.0,,,,,,,,,,
12476412,home,Northampton Town,Ben Fox,ben-fox,B. Fox,M,27,180.0,14,M,845805,EUR,886291200,M,8,8,False,33.0,23.0,2.0,1.0,0.0,12.0,13.0,11.0,20.0,1.0,4.0,1.0,,,50.0,42.0,6.4,13.0,0,,3.0,1.0,2.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,
12476412,home,Northampton Town,Mitchell Pinnock,mitchell-pinnock,M. Pinnock,M,11,178.0,28,M,323069,EUR,787190400,M,10,10,False,31.0,21.0,6.0,1.0,0.0,10.0,14.0,13.0,24.0,,5.0,3.0,,,90.0,60.0,7.0,23.0,2,2.0,7.0,,2.0,2.0,1.0,,,3.0,1.0,,1.0,,2.0,,,,,,,3.0,2.0,7.0,2.0,1.0,1.0,,,,,,
12476412,home,Northampton Town,Tariqe Fosu-Henry,tariqe-fosu-henry,T. Fosu-Henry,F,,170.0,181,,807749,EUR,815529600,M,24,24,False,24.0,19.0,,,0.0,8.0,8.0,11.0,16.0,1.0,3.0,1.0,,,62.0,34.0,6.4,10.0,0,1.0,5.0,,1.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,
12476412,home,Northampton Town,James Wilson,james-wilson,J. Wilson,F,,183.0,110,M,353222,EUR,817776000,M,11,11,False,25.0,22.0,,,0.0,9.0,9.0,13.0,16.0,2.0,2.0,1.0,,,90.0,31.0,6.3,7.0,1,4.0,6.0,,,,3.0,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,
