match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_shotOffTarget,stat_wonTackle,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalContest,stat_wonContest,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,captain,stat_bigChanceMissed
12436571,home,Leicester City,Jakub Stolarczyk,,,jakub-stolarczyk,J. Stolarczyk,G,1,194.0,1035,M,997830,EUR,977184000,G,41,41,False,31.0,21.0,12.0,2.0,0.0,20.0,22.0,1.0,9.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,90.0,38.0,7.2,10.0,0.00016806,0,0.3296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436571,home,Leicester City,James Justin,,,james-justin,J. Justin,D,24,183.0,1165,M,827681,EUR,888192000,D,2,2,False,44.0,37.0,3.0,,0.0,27.0,32.0,10.0,12.0,3.0,7.0,4.0,4.0,,,,90.0,63.0,7.1,8.0,0.0117094,0,,2.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
12436571,home,Leicester City,Conor Coady,,,conor-coady,C. Coady,D,15,184.0,629,M,98449,EUR,730598400,D,4,4,False,69.0,65.0,3.0,1.0,0.0,57.0,57.0,8.0,12.0,,,6.0,4.0,,,,90.0,79.0,7.2,4.0,0.00344242,0,,3.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12436571,home,Leicester City,Wout Faes,,,wout-faes,W. Faes,D,25,185.0,1743,M,361696,EUR,891561600,D,3,3,False,79.0,77.0,6.0,5.0,0.0,57.0,58.0,20.0,21.0,,2.0,2.0,3.0,,,,90.0,83.0,7.1,2.0,0.0042799,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12436571,home,Leicester City,Luke Thomas,,,luke-thomas,L. Thomas,D,33,178.0,491,M,991584,EUR,992131200,D,33,33,False,40.0,35.0,2.0,1.0,0.0,24.0,25.0,12.0,18.0,2.0,3.0,1.0,4.0,,,,90.0,56.0,7.4,9.0,0.0423137,2,,,3.0,,,3.0,1.0,,2.0,3.0,1.0,1.0,2.0,0.2393,3.0,,,,,,,,,,,,,,
12436571,home,Leicester City,Wilfred Ndidi,,,wilfred-ndidi,W. Ndidi,M,4,186.0,9690,M,787885,EUR,850694400,M,6,6,False,61.0,58.0,3.0,3.0,0.0,44.0,46.0,14.0,15.0,2.0,6.0,2.0,7.0,,,,90.0,74.0,7.5,3.0,0.00915676,2,,4.0,6.0,1.0,,2.0,4.0,,1.0,,,,1.0,0.2236,,1.0,4.0,,,,,,,,,,,,
12436571,home,Leicester City,Oliver Skipp,,,skipp-oliver,O. Skipp,M,22,175.0,1315,M,859901,EUR,969062400,M,22,22,False,44.0,40.0,1.0,,0.0,24.0,26.0,16.0,19.0,,3.0,,3.0,,,,89.0,54.0,6.8,5.0,0.0245137,0,,1.0,3.0,,1.0,1.0,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,
12436571,home,Leicester City,Kasey McAteer,Kasey McAteer,,kasey-mcateer,K. McAteer,M,20,177.0,513,M,1065134,EUR,1006387200,M,35,35,False,18.0,17.0,,,0.0,6.0,7.0,11.0,13.0,,3.0,,3.0,,,,84.0,36.0,7.0,10.0,0.00592985,1,,1.0,5.0,,,,2.0,1.0,1.0,2.0,,3.0,,0.0626,2.0,,2.0,1.0,3.0,0.031,,,,,,,,,
12436571,home,Leicester City,Jordan Ayew,,,jordan-ayew,J. Ayew,F,9,182.0,13272,M,103045,EUR,684547200,M,18,18,False,18.0,17.0,,,0.0,10.0,10.0,9.0,13.0,,4.0,1.0,3.0,,,,70.0,37.0,7.2,9.0,0.0670251,2,,,5.0,,,,,3.0,1.0,5.0,2.0,2.0,1.0,0.1212,1.0,,,1.0,1.0,0.3707,jordanayew9,3.0,1.0,1.0,1.0,,,,
12436571,home,Leicester City,Bilal El Khannouss,Bilal,El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180.0,25212,M,1126569,EUR,1084147200,M,11,11,False,23.0,18.0,2.0,1.0,1.0,7.0,7.0,13.0,21.0,,5.0,,1.0,,,,84.0,52.0,8.0,14.0,0.111311,5,,1.0,7.0,,,,,2.0,1.0,5.0,2.0,2.0,2.0,0.275,5.0,3.0,,,1.0,,bilalekns_34,6.0,3.0,,,1.0,1.0,,
