match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_lastName,stat_aerialWon,stat_penaltyConceded,stat_lastManTackle,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_totalContest,stat_shotOffTarget,stat_wonContest,stat_keyPass,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyMiss,stat_blockedScoringAttempt,stat_hitWoodwork
14572788,home,SK Sturm Graz,Oliver Christensen,oliver-christensen,O. Christensen,G,53,190.0,517,M,860306,EUR,922060800,G,1,1,False,35.0,21.0,18.0,4.0,0.0,21.0,23.0,12.0,9.0,1.0,1.0,1.0,1.0,90.0,41.0,7.4,14.0,0.00012933,0.4853,0,0.7879,0.03,0.0,0.24,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572788,home,SK Sturm Graz,Arjan Malić,arjan-malic,A. Malić,D,23,186.0,1349,M,1500291,EUR,1125187200,D,23,23,False,25.0,17.0,6.0,3.0,0.0,11.0,14.0,11.0,6.0,,,,,88.0,48.0,8.3,11.0,0.657995,,0,,0.53,0.03,0.79,,Arjan Malic,6.0,2.0,7.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14572788,home,SK Sturm Graz,Emanuel Aiwu,emanuel-aiwu,E. Aiwu,D,47,187.0,219,M,924690,EUR,977702400,D,47,47,False,42.0,35.0,4.0,,0.0,32.0,34.0,8.0,2.0,,,,,90.0,49.0,6.7,7.0,0.00084463,,0,,-0.01,0.02,0.0,,,3.0,1.0,1.0,2.0,,,6.0,,,1.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14572788,home,SK Sturm Graz,Niklas Geyrhofer,niklas-geyrhofer,N. Geyrhofer,D,35,188.0,64,M,1017135,EUR,950227200,D,35,35,False,44.0,40.0,4.0,3.0,0.0,30.0,32.0,12.0,3.0,,,,,57.0,53.0,7.9,4.0,0.00403697,,0,,0.16,0.04,1.0,,,10.0,1.0,1.0,3.0,,,6.0,,1.0,,1.0,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
14572788,home,SK Sturm Graz,Emir Karić,emir-karic,E. Karić,D,17,186.0,635,M,796032,EUR,865814400,D,17,17,False,53.0,42.0,5.0,2.0,0.0,24.0,27.0,26.0,1.0,,,,,90.0,77.0,7.3,13.0,0.0142427,,0,,0.24,0.04,0.22,,,18.0,1.0,3.0,6.0,,1.0,3.0,,,2.0,3.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,
14572788,home,SK Sturm Graz,Tomi Horvat,tomi-horvat,T. Horvat,M,14,176.0,562,M,906698,EUR,922233600,M,19,19,False,24.0,13.0,,,0.0,4.0,8.0,16.0,4.0,,,,,78.0,36.0,6.7,13.0,0.0603293,,1,,0.19,0.09,-0.03,,,9.0,1.0,4.0,4.0,1.0,1.0,,,,2.0,2.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,0.0346,0.0312,-0.13,,,,,,,,,,,,
14572788,home,SK Sturm Graz,Jon Gorenc Stanković,jon-gorenc-stankovic,J. G. Stanković,M,4,190.0,338,M,280565,EUR,821577600,M,4,4,False,39.0,34.0,3.0,1.0,0.0,28.0,30.0,9.0,5.0,,,,,90.0,52.0,6.7,7.0,0.00535746,,1,,0.08,0.06,0.25,,,6.0,2.0,5.0,4.0,1.0,,5.0,,,2.0,,,1.0,1.0,,2.0,,,,,,2.0,0.0204,,-0.02,True,1.0,1.0,,,,,,,,,
14572788,home,SK Sturm Graz,Jacob Hödl,jacob-hodl,J. Hödl,M,43,175.0,168,M,1488043,EUR,1170201600,M,43,43,False,35.0,27.0,2.0,,0.0,13.0,17.0,18.0,8.0,,,,,90.0,51.0,6.5,12.0,0.00707595,,0,,-0.13,0.27,-0.02,,,14.0,1.0,10.0,7.0,2.0,1.0,2.0,,,,3.0,3.0,1.0,4.0,,1.0,,,,,,1.0,,,,,4.0,,2.0,,,,,,,,
14572788,home,SK Sturm Graz,Otar Kiteishvili,otar-kiteishvili,O. Kiteishvili,M,10,170.0,2313,M,797994,EUR,827798400,M,10,10,False,35.0,26.0,,,0.0,14.0,15.0,20.0,5.0,,,,,58.0,50.0,6.8,14.0,0.0231739,,1,,-0.11,0.18,-0.01,,,12.0,1.0,5.0,4.0,1.0,,2.0,,,1.0,,,2.0,1.0,,1.0,,,,,1.0,2.0,0.0322,0.4663,0.19,,3.0,,1.0,,,,,,,,
14572788,home,SK Sturm Graz,Filip Rózga,filip-rozga,F. Rózga,M,8,176.0,1080,M,1423454,EUR,1154908800,F,8,8,False,21.0,14.0,2.0,,0.0,6.0,10.0,11.0,3.0,,,,,90.0,44.0,6.8,15.0,0.0152111,,0,,-0.03,0.26,0.16,,,8.0,1.0,8.0,8.0,1.0,1.0,1.0,,,,4.0,2.0,3.0,3.0,,,,,1.0,,,4.0,,,,,2.0,,,1.0,,,,,,,
