match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_wasFouled,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_hitWoodwork
12448242,home,Almere City FC,Nordin Bakker,nordin-bakker,N. Bakker,G,31,196.0,132,M,945955,EUR,878256000,G,1,1,False,32.0,19.0,20.0,7.0,0.0,17.0,17.0,2.0,15.0,1.0,8.0,1.0,2.0,2.0,2.0,90.0,39.0,6.4,13.0,0.0170224,0,-0.3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448242,home,Almere City FC,Hamdi Akujobi,hamdi-akujobi,H. Akujobi,D,,175.0,76,M,983662,EUR,948326400,D,20,20,False,42.0,32.0,3.0,1.0,0.0,20.0,20.0,12.0,23.0,4.0,4.0,,,,,90.0,56.0,6.5,13.0,0.0183051,0,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448242,home,Almere City FC,Joey Jacobs,joey-jacobs,J. Jacobs,D,3,183.0,24,M,930838,EUR,955324800,D,3,3,False,61.0,51.0,13.0,4.0,0.0,38.0,38.0,13.0,23.0,3.0,1.0,,,,,90.0,78.0,6.7,17.0,0.0158905,0,,,3.0,5.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12448242,home,Almere City FC,James Lawrence,james-lawrence,J. Lawrence,D,4,188.0,53,M,193462,EUR,714441600,D,15,15,False,33.0,27.0,5.0,1.0,0.0,19.0,20.0,8.0,13.0,4.0,2.0,,,,,45.0,38.0,6.3,6.0,0.00568195,0,,,2.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12448242,home,Almere City FC,Vasilios Zagaritis,vassilis-zagaritis,V. Zagaritis,D,19,178.0,227,M,1064426,EUR,988934400,D,14,14,False,37.0,33.0,6.0,3.0,0.0,16.0,18.0,20.0,28.0,3.0,8.0,,,,,90.0,73.0,7.2,16.0,0.173619,1,,9.0,,5.0,,,,1.0,3.0,3.0,,,,,3.0,2.0,2.0,3.0,2.0,1.0,0.0492,4.0,,,,,,,,,,,,,
12448242,home,Almere City FC,Ruben Providence,ruben-providence,R. Providence,F,28,172.0,5595,M,954066,EUR,994464000,M,7,7,False,13.0,9.0,1.0,,0.0,7.0,9.0,2.0,4.0,1.0,3.0,,,,,73.0,26.0,6.2,10.0,0.00262644,1,,,,9.0,,3.0,2.0,,3.0,,1.0,,,,,4.0,2.0,2.0,1.0,,0.0218,,1.0,1.0,1.0,0.0219,,,,,,,,,
12448242,home,Almere City FC,Jochem Ritmeester van de Kamp,jochem-ritmeester-van-de-kamp,J. R. v. d. Kamp,M,39,177.0,175,M,1157777,EUR,1067731200,M,5,5,False,43.0,31.0,4.0,1.0,0.0,14.0,19.0,17.0,24.0,2.0,3.0,,,,,90.0,58.0,6.5,15.0,0.0467631,0,,,1.0,2.0,,2.0,,4.0,7.0,,2.0,1.0,Jochem van de Kamp,,,,1.0,,,,,,,,1.0,,,,,,,,,,
12448242,home,Almere City FC,Anas Tahiri,anas-tahiri,A. Tahiri,M,19,179.0,260,M,544156,EUR,800496000,M,8,8,False,52.0,50.0,2.0,2.0,0.0,27.0,27.0,23.0,25.0,1.0,5.0,,,,,73.0,61.0,7.0,3.0,0.0191485,0,,,,1.0,1.0,,,,3.0,1.0,3.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,
12448242,home,Almere City FC,Junior Kadile,kadile-junior,J. Kadile,M,11,182.0,132,M,999033,EUR,1039996800,M,11,11,False,17.0,14.0,1.0,,0.0,8.0,8.0,7.0,10.0,1.0,8.0,,,,,60.0,37.0,6.5,7.0,0.0301747,2,,1.0,2.0,5.0,,1.0,,,5.0,2.0,4.0,2.0,,,1.0,,2.0,2.0,1.0,2.0,0.1075,1.0,,,,,,,,,,,,,
12448242,home,Almere City FC,Thomas Robinet,thomas-robinet,T. Robinet,M,9,180.0,359,M,790802,EUR,840326400,F,9,9,False,16.0,11.0,,,0.0,4.0,6.0,7.0,11.0,,2.0,,,,,90.0,26.0,6.3,9.0,0.00662369,1,,1.0,6.0,9.0,,2.0,1.0,2.0,4.0,,1.0,1.0,,,,1.0,1.0,,,1.0,0.4723,,,,1.0,,True,1.0,1.0,,,,,,
12448242,home,Almere City FC,Adi Nalić,adi-nalic,A. Nalić,M,22,190.0,162,M,875437,EUR,880934400,F,16,16,False,22.0,19.0,1.0,,0.0,9.0,11.0,10.0,13.0,,2.0,,,,,78.0,39.0,6.5,14.0,0.0164643,1,,2.0,1.0,9.0,,4.0,3.0,1.0,4.0,,,,,,,2.0,2.0,2.0,1.0,1.0,0.0552,,,,2.0,,,,,,,,,,
12448242,home,Almere City FC,Christopher Mamengi,christopher-mamengi,C. Mamengi,D,,182.0,33,M,929632,EUR,986256000,D,25,25,True,36.0,30.0,3.0,,0.0,20.0,22.0,10.0,14.0,1.0,1.0,,,,,45.0,40.0,6.4,8.0,0.054799,0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
12448242,home,Almere City FC,Kornelius Normann,kornelius-hansen,K. Hansen,M,11,175.0,64,M,989864,EUR,989107200,F,17,17,True,16.0,13.0,,,0.0,2.0,3.0,11.0,13.0,,,,,,,30.0,23.0,6.9,7.0,0.0315187,1,,,,,,3.0,,,1.0,,1.0,1.0,,,,,,,,,0.0193,2.0,1.0,,,0.0411,,,,,,,,,
12448242,home,Almere City FC,Thom Haye,thom-haye,T. Haye,M,33,187.0,10984,M,149666,EUR,792288000,M,19,19,True,8.0,6.0,2.0,1.0,0.0,,,6.0,10.0,,,,,,,17.0,13.0,6.4,5.0,0.0132091,1,,2.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,0.0187,,,,,,,,,thomhaye,,,,,
