match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,captain,stat_shotOffTarget,stat_errorLeadToAShot,stat_dispossessed,stat_bigChanceMissed,stat_interceptionWon,stat_hitWoodwork,stat_totalOffside,stat_ownGoals,stat_lastManTackle
13473428,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,13.0,11.0,4.0,2.0,0.0,10.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,90.0,19.0,6.5,2.0,0.00020433,0,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473428,home,Fluminense,Guga,,,guga,Guga,D,23,173,1100,M,928134,EUR,904348800,D,23,23,False,39.0,33.0,1.0,1.0,0.0,16.0,18.0,17.0,21.0,2.0,2.0,5.0,8.0,2.0,5.0,,,,90.0,74.0,8.2,12.0,0.409006,2,,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0767,0.0828,3.0,,,,,,,,,,,
13473428,home,Fluminense,Thiago Silva,,,thiago-silva,T. Silva,D,3,181,42324,M,33541,EUR,464659200,D,3,3,False,58.0,55.0,10.0,8.0,0.0,28.0,30.0,27.0,28.0,,1.0,,2.0,3.0,1.0,,,,90.0,62.0,6.9,3.0,0.0421494,0,,,,,,,,,,,,,,,1.0,,,,,ThiagoSilva,True,,,,,,,,,
13473428,home,Fluminense,Juan Freytes,,,juan-freytes,J. Freytes,D,22,182,1341,M,962187,EUR,947548800,D,22,22,False,57.0,47.0,11.0,5.0,0.0,26.0,31.0,21.0,26.0,2.0,2.0,3.0,2.0,2.0,6.0,,,,90.0,66.0,6.5,12.0,0.0342556,3,,1.0,,,,,,,,,,,,1.0,,1.0,0.0756,,,,,3.0,1.0,,,,,,,
13473428,home,Fluminense,Renê,,,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,False,48.0,36.0,4.0,1.0,0.0,13.0,14.0,23.0,34.0,2.0,3.0,6.0,6.0,1.0,3.0,,,,90.0,76.0,7.0,23.0,0.142491,1,,8.0,2.0,1.0,,,,,,,,1.0,,,2.0,1.0,0.0335,,2.0,,,1.0,,2.0,,,,,,
13473428,home,Fluminense,Lima,,,lima,Lima,M,45,181,1368,M,807850,EUR,834451200,M,45,45,False,26.0,23.0,2.0,2.0,0.0,5.0,5.0,18.0,21.0,,,2.0,2.0,,1.0,,,,61.0,34.0,6.9,5.0,0.00782524,3,,1.0,,1.0,,,,1.0,,,,2.0,1.0,1.0,,1.0,0.364,0.7273,,,,2.0,,,1.0,,,,,
13473428,home,Fluminense,Hércules,,,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,False,36.0,34.0,2.0,1.0,0.0,13.0,13.0,21.0,23.0,,,3.0,4.0,,3.0,,,,78.0,46.0,7.1,3.0,0.0242803,2,,,,1.0,,,,,,,,3.0,2.0,,1.0,1.0,0.2421,,,,,2.0,,1.0,,1.0,,,,
13473428,home,Fluminense,Matheus Martinelli,,,martinelli-matheus,M. Martinelli,M,8,176,4179,M,1067671,EUR,1002240000,M,8,8,False,49.0,39.0,1.0,,0.0,12.0,13.0,27.0,36.0,1.0,2.0,5.0,5.0,2.0,3.0,,,,90.0,59.0,6.9,11.0,0.0528212,1,,,,,,,,,,,,2.0,1.0,,1.0,3.0,0.0399,,1.0,,,1.0,,1.0,,,,,,
13473428,home,Fluminense,Jhon Arias,,,jhon-arias,J. Arias,M,21,170,30718,M,844096,EUR,874800000,F,21,21,False,33.0,31.0,2.0,1.0,0.0,9.0,9.0,22.0,24.0,,,11.0,6.0,,5.0,,,,90.0,65.0,7.2,16.0,0.269201,1,,6.0,3.0,1.0,5.0,3.0,,1.0,,,,1.0,1.0,3.0,2.0,2.0,0.0336,0.087,3.0,jhonariasa,,,,6.0,,1.0,,,,
13473428,home,Fluminense,Everaldo,,,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,False,15.0,13.0,1.0,1.0,0.0,2.0,2.0,11.0,13.0,3.0,1.0,6.0,1.0,,2.0,,,,89.0,25.0,6.9,5.0,0.0814581,2,,,,,,,,1.0,,,,,,1.0,,1.0,0.0647,0.2463,2.0,,,1.0,,2.0,,,,,,
13473428,home,Fluminense,Kevin Serna,,,serna-kevin,K. Serna,M,90,181,3425,M,981374,EUR,882748800,F,90,90,False,18.0,12.0,1.0,,0.0,2.0,3.0,10.0,15.0,1.0,3.0,6.0,10.0,,4.0,,,,78.0,43.0,6.9,19.0,0.0162406,2,,2.0,,,5.0,2.0,,1.0,1.0,,,2.0,2.0,6.0,3.0,,0.1495,0.0738,,,,,,2.0,,,,,,
13473428,home,Fluminense,Ganso,,,ganso,Ganso,M,10,184,3271,M,116853,EUR,624153600,M,10,10,True,29.0,26.0,,,0.0,7.0,8.0,19.0,21.0,1.0,,3.0,4.0,,2.0,,,,29.0,35.0,6.9,4.0,0.0145445,0,,,,1.0,,,,,,,,2.0,2.0,,2.0,,,,,,,,,1.0,,,,,,
13473428,home,Fluminense,Riquelme Felipe,,,riquelme-felipe-silva,R. Felipe,M,28,175,1002,M,1884803,EUR,1173744000,F,28,28,True,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,,1.0,3.0,,1.0,,,,12.0,12.0,6.8,3.0,0.00616402,0,,1.0,,1.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
13473428,home,Fluminense,Paulo Baya,,,paulo-baya,P. Baya,F,7,184,621,M,1174206,EUR,932947200,F,77,77,True,4.0,4.0,,,1.0,2.0,2.0,2.0,2.0,1.0,,2.0,,,2.0,,,,12.0,7.0,6.8,3.0,0.00331445,0,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,1.0,,,,,,
13473428,home,Fluminense,Ignácio,,,ignacio,Ignácio,D,4,192,1704,M,958382,EUR,849398400,D,4,4,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,,8.0,1.0,6.5,,0.00017632,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473428,home,Fluminense,Vitor Eudes,,,vitor-eudes,Vitor Eudes,G,98,195,588,M,927666,EUR,908928000,G,98,98,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473428,home,Fluminense,Manoel,,,manoel,Manoel,D,26,182,614,M,84845,EUR,635990400,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473428,home,Fluminense,Thiago Santos,,,thiago-santos,T. Santos,D,29,181,954,M,378590,EUR,620956800,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473428,home,Fluminense,Júlio Fidelis,Julio Fidelis,,julio-fidelis,J. Fidelis,D,46,179,353,M,1561524,EUR,1162771200,D,46,46,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473428,home,Fluminense,Gabriel Fuentes,,,gabriel-fuentes,G. Fuentes,D,18,180,1577,M,927551,EUR,855446400,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473428,home,Fluminense,Rubén Lezcano,,,ruben-lezcano,R. Lezcano,M,18,175,1157,M,1393308,EUR,1076284800,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
