match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_bigChanceMissed,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_blockedScoringAttempt,stat_punches,stat_lastManTackle,stat_goalAssist,stat_goals
11396236,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,31.0,28.0,6.0,3.0,27.0,29.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,90.0,34.0,6.7,3.0,0.0005006,0,-0.0266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396236,home,Borussia Dortmund,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3446,M,,800951,EUR,879724800,D,26,26,False,53.0,46.0,4.0,,26.0,30.0,21.0,24.0,7.0,,,,,81.0,74.0,6.8,13.0,0.355699,0,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11396236,home,Borussia Dortmund,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4570,M,aussenrist15,16632,EUR,598233600,D,15,15,False,69.0,65.0,6.0,4.0,43.0,44.0,22.0,26.0,6.0,,,,,90.0,77.0,7.3,7.0,0.0635253,1,,1.0,,2.0,3.0,3.0,,,,2.0,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1604,,,,,,,,,,,,,
11396236,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,66.0,55.0,8.0,2.0,38.0,43.0,17.0,24.0,13.0,,,,,90.0,82.0,7.0,15.0,0.0078341,1,,1.0,,1.0,2.0,3.0,,1.0,1.0,,3.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,0.766,1.0,1.0,,,,,,,,,,,
11396236,home,Borussia Dortmund,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178,5460,M,maatsen_,976263,EUR,1015718400,D,22,22,False,43.0,39.0,4.0,3.0,18.0,19.0,22.0,25.0,2.0,,,,,82.0,59.0,6.4,5.0,0.0235485,1,,1.0,1.0,,6.0,3.0,1.0,,,,1.0,,1.0,,,,1.0,,2.0,1.0,1.0,0.0352,4.0,,,,,,,,,,,,
11396236,home,Borussia Dortmund,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,177,8484,M,marcel7sabitzer,133908,EUR,763862400,M,20,20,False,36.0,29.0,,,11.0,13.0,18.0,24.0,4.0,,,,,72.0,39.0,6.8,8.0,0.131721,1,,1.0,,,,,,,,,,,,,,,,,,,,0.0207,,,,,1.0,0.0168,,,,,,,
11396236,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5006,M,emrecan23,138156,EUR,758332800,M,23,23,False,70.0,61.0,4.0,4.0,28.0,31.0,33.0,39.0,4.0,,,,,90.0,82.0,7.3,11.0,0.124497,1,,,,,1.0,4.0,1.0,2.0,2.0,1.0,,1.0,,,1.0,,,,1.0,,,0.0137,,,,,1.0,0.2522,True,,,,,,
11396236,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,M,19,19,False,17.0,14.0,1.0,,3.0,5.0,13.0,16.0,2.0,,,,,65.0,31.0,6.4,11.0,0.265148,0,,4.0,2.0,,5.0,2.0,3.0,2.0,1.0,,,2.0,,3.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,
11396236,home,Borussia Dortmund,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180,67931,M,JSancho,851100,EUR,953942400,F,10,10,False,50.0,42.0,2.0,1.0,16.0,18.0,32.0,43.0,4.0,,,,,90.0,74.0,8.5,15.0,0.750542,1,,11.0,6.0,1.0,3.0,5.0,,3.0,3.0,,1.0,2.0,1.0,7.0,,1.0,,,1.0,1.0,,0.0585,2.0,,,,1.0,0.0626,,1.0,,,,,
11396236,home,Borussia Dortmund,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9884,M,niclas.fuellkrug24,132645,EUR,729216000,F,14,14,False,14.0,13.0,2.0,2.0,4.0,4.0,9.0,10.0,2.0,,,,,81.0,22.0,6.4,1.0,0.126258,3,,,,,2.0,8.0,,,,,,,3.0,,5.0,,2.0,,,,1.0,0.4459,1.0,1.0,,,1.0,0.0917,,,,,,,
