match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_goals,stat_errorLeadToAShot,stat_dispossessed,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_errorLeadToAGoal,stat_clearanceOffLine
11451136,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196.0,4070,M,39573,EUR,604713600,G,34,34,False,31.0,21.0,19.0,9.0,15.0,16.0,6.0,15.0,1.0,4.0,1.0,1.0,1.0,1.0,90.0,36.0,7.1,10.0,0.0,0.0,0.0019369,0,0.1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451136,home,Beşiktaş JK,Valentin Rosier,valentin-rosier,V. Rosier,D,19,175.0,795,M,842419,EUR,840412800,D,24,24,False,50.0,39.0,7.0,2.0,13.0,14.0,27.0,39.0,4.0,7.0,,,,,90.0,68.0,7.3,16.0,0.0,0.0,0.190815,0,,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11451136,home,Beşiktaş JK,Necip Uysal,necip-uysal,N. Uysal,D,20,180.0,1751,M,43394,EUR,664675200,D,20,20,False,46.0,44.0,4.0,3.0,20.0,20.0,24.0,26.0,8.0,2.0,,,,,90.0,60.0,7.6,2.0,0.0489,0.0,0.0115729,1,,,,2.0,5.0,,,,4.0,3.0,,1.0,,True,1.0,3.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,
11451136,home,Beşiktaş JK,Omar Colley,omar-colley,O. Colley,D,15,190.0,966,M,238408,EUR,719798400,D,6,6,False,76.0,67.0,9.0,4.0,39.0,42.0,28.0,34.0,5.0,4.0,,,,,90.0,86.0,7.5,9.0,0.0992,0.1571,0.00862749,1,,,,1.0,3.0,,,,,3.0,,1.0,,,2.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,
11451136,home,Beşiktaş JK,Onur Bulut,onur-bulut,O. Bulut,D,6,179.0,562,M,142494,EUR,766454400,D,4,4,False,48.0,44.0,4.0,3.0,22.0,23.0,23.0,28.0,3.0,6.0,,,,,90.0,76.0,7.1,15.0,0.2203,0.354,0.280818,1,,3.0,1.0,,6.0,4.0,1.0,,1.0,2.0,5.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,
11451136,home,Beşiktaş JK,Amir Hadžiahmetović,amir-hadziahmetovic,A. Hadžiahmetović,M,20,179.0,1356,M,795421,EUR,857779200,M,19,19,False,76.0,72.0,9.0,8.0,27.0,27.0,47.0,55.0,2.0,7.0,,,,,90.0,86.0,7.7,8.0,0.0262,0.0,0.27091,1,,6.0,2.0,1.0,3.0,,,,,1.0,,2.0,2.0,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,
11451136,home,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184.0,5232,M,862055,EUR,915840000,M,83,83,False,41.0,34.0,7.0,6.0,11.0,14.0,24.0,30.0,15.0,10.0,,,,,88.0,66.0,7.8,13.0,0.0435,0.0,0.106184,1,,3.0,1.0,1.0,5.0,5.0,4.0,,,4.0,2.0,2.0,1.0,,1.0,,,1.0,3.0,6.0,,,,,1.0,,,,1.0,gedson_83,,,,,,
11451136,home,Beşiktaş JK,Milot Rashica,milot-rashica,M. Rashica,M,7,177.0,3712,M,800411,EUR,835920000,M,11,11,False,16.0,13.0,,,4.0,4.0,10.0,17.0,6.0,6.0,,,,,63.0,34.0,7.6,12.0,0.4496,0.8896,0.0745234,1,,5.0,1.0,1.0,6.0,6.0,3.0,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,,,1.0,,,,,,,MRashica,,,,,,
11451136,home,Beşiktaş JK,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,A. Oxlade-Chamberlain,M,21,180.0,3255,M,10577,EUR,745372800,M,15,15,False,36.0,29.0,2.0,2.0,7.0,7.0,22.0,29.0,6.0,5.0,,,,,63.0,54.0,6.8,14.0,0.0731,0.0,0.0304991,2,,,,,7.0,7.0,4.0,,,1.0,,,,,,,,,,1.0,,,,,4.0,,,,1.0,AlexOxChambo,1.0,,,,,
11451136,home,Beşiktaş JK,Jackson Muleka,jackson-muleka,J. Muleka,F,40,180.0,3687,M,927649,EUR,938995200,M,40,40,False,22.0,17.0,1.0,1.0,5.0,5.0,12.0,18.0,9.0,9.0,,,,,75.0,44.0,7.5,12.0,0.3091,0.12,0.0197465,3,,1.0,,2.0,3.0,2.0,1.0,,1.0,4.0,3.0,2.0,,,,,1.0,2.0,4.0,2.0,,,,,,,,,2.0,,,,,,,
