match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalCross,stat_interceptionWon,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_dispossessed,stat_errorLeadToAShot,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_penaltyWon,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_penaltyMiss,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_lastManTackle,stat_totalOffside
14083733,home,Osasuna,Sergio Herrera,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,True,26.0,22.0,10.0,6.0,0.0,17.0,17.0,5.0,9.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,90.0,34.0,6.9,5.0,0.00144203,0.5002,0,-0.2459,0.07,0.2,-0.31,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083733,home,Osasuna,Flavien Boyomo,boyomo-flavien,F. Boyomo,D,22,181,2526,M,1067582,EUR,1002412800,D,22,22,False,,60.0,53.0,9.0,3.0,0.0,33.0,33.0,20.0,27.0,,4.0,,6.0,1.0,,,,,90.0,70.0,6.3,8.0,0.0105188,,0,,0.25,0.1,-0.48,,,,1.0,2.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083733,home,Osasuna,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,24,24,False,,73.0,63.0,5.0,3.0,0.0,48.0,50.0,15.0,23.0,1.0,6.0,,3.0,,,,,,90.0,82.0,6.0,11.0,0.00417845,,0,,-0.08,0.09,-0.56,,,,5.0,7.0,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14083733,home,Osasuna,Asier Osambela,asier-osambela,A. Osambela,M,29,186,85,M,1399702,EUR,1099094400,D,29,29,False,,57.0,51.0,4.0,1.0,0.0,33.0,33.0,18.0,24.0,3.0,3.0,1.0,3.0,1.0,,,,,82.0,64.0,6.0,7.0,0.0224836,,0,,0.04,0.09,-0.41,,,,2.0,5.0,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14083733,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,,66.0,53.0,6.0,2.0,0.0,14.0,16.0,39.0,50.0,,5.0,1.0,6.0,,,,,,90.0,109.0,8.1,26.0,0.212857,,0,,0.7,0.33,-0.1,,,,1.0,3.0,1.0,3.0,3.0,,,14.0,,3.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14083733,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,,49.0,41.0,2.0,1.0,0.0,12.0,12.0,29.0,37.0,3.0,5.0,,5.0,2.0,,,,,89.0,60.0,6.4,12.0,0.0182522,,0,,0.08,0.07,-0.27,,,,,2.0,,1.0,,1.0,,,2.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
14083733,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,False,,93.0,81.0,8.0,3.0,0.0,25.0,26.0,56.0,67.0,,6.0,,8.0,,,,,,90.0,108.0,7.0,13.0,0.176581,,3,,0.51,0.25,-0.54,,,,,2.0,,2.0,1.0,3.0,,,,2.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,0.0657,0.069,-0.11,,,,,,,,,,,,
14083733,home,Osasuna,Abel Bretones,abel-bretones,A. Bretones,D,23,188,428,M,1010165,EUR,966816000,M,23,23,False,,34.0,29.0,2.0,1.0,0.0,10.0,12.0,19.0,22.0,,2.0,,2.0,1.0,,,,,89.0,45.0,6.7,6.0,0.0331134,,0,,-0.03,-0.57,-0.25,,,,,3.0,,1.0,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
14083733,home,Osasuna,Victor Muñoz,victor-munoz,V. Muñoz,F,21,173,8442,M,1145642,EUR,1058054400,F,21,21,False,,26.0,23.0,,,0.0,4.0,4.0,19.0,22.0,,1.0,,2.0,3.0,,,,,82.0,46.0,6.1,14.0,0.00937146,,3,,-0.38,0.27,-0.01,,,,2.0,6.0,,1.0,1.0,,1.0,6.0,,,,1.0,1.0,,,1.0,,,2.0,1.0,,0.1489,0.5778,-0.1,,,,,,,,,,,,
14083733,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,False,,16.0,9.0,1.0,,0.0,2.0,2.0,7.0,14.0,3.0,6.0,1.0,1.0,8.0,,,,,90.0,42.0,7.9,19.0,0.037471,,6,,-0.31,0.33,-0.05,,,,3.0,7.0,,1.0,,1.0,,,,,,,5.0,1.0,,,,3.0,3.0,,,1.8938,1.6478,0.44,1.0,budimir_ante,1.0,1.0,2.0,1.0,,,,,,
