match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_fouls,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalCross,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_accurateCross,stat_keyPass,player_firstName,player_lastName,captain,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_punches,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals
11408458,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,47.0,21.0,37.0,11.0,0.0,12.0,16.0,9.0,31.0,1.0,2.0,17.0,1.0,2.0,3.0,4.0,2.0,2.0,90.0,62.0,7.4,27.0,0.00287585,0,0.9138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408458,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,,,,,,,,,,12.0,10.0,3.0,3.0,0.0005437,0,,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408458,home,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,False,27.0,20.0,4.0,2.0,0.0,15.0,16.0,5.0,11.0,1.0,3.0,1.0,,,,,,,90.0,36.0,6.8,7.0,0.00377384,1,,5.0,1.0,,4.0,1.0,1.0,3.0,0.0712,,,,,,,,,,,,,,,,,,,,,,,
11408458,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,26.0,24.0,1.0,,0.0,20.0,20.0,4.0,6.0,4.0,5.0,5.0,2.0,,,,,,90.0,42.0,7.2,2.0,0.00116167,1,,3.0,1.0,,2.0,1.0,1.0,2.0,0.041,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11408458,home,Sporting Braga,Cristián Borja,cristian-borja,C. Borja,D,26,182,1124,M,831038,EUR,729993600,D,26,26,False,22.0,17.0,5.0,2.0,0.0,10.0,12.0,7.0,11.0,2.0,2.0,4.0,,,,,,,90.0,42.0,6.3,10.0,0.00402714,0,,5.0,2.0,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11408458,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,28,28,False,30.0,22.0,4.0,,0.0,12.0,12.0,11.0,20.0,10.0,2.0,2.0,3.0,,,,,,90.0,47.0,7.1,11.0,0.094216,0,,6.0,2.0,2.0,1.0,2.0,,2.0,,2.0,1.0,,2.0,,5.0,3.0,,1.0,1.0,,,,,,,,,,,,,
11408458,home,Sporting Braga,Pizzi,pizzi,Pizzi,M,21,179,1284,M,77725,EUR,623635200,M,22,22,False,3.0,3.0,,,0.0,3.0,3.0,,,1.0,,1.0,,,,,,,20.0,4.0,6.6,,2.012e-05,0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11408458,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,M,21,21,False,16.0,13.0,,,0.0,5.0,5.0,8.0,15.0,7.0,,4.0,2.0,,,,,,90.0,37.0,7.1,13.0,0.00950443,0,,4.0,3.0,,,,,,,2.0,2.0,,4.0,1.0,3.0,2.0,5.0,,1.0,,,True,1.0,,,,,,,,,
11408458,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2789,M,966575,EUR,934416000,M,16,16,False,18.0,10.0,2.0,,0.0,6.0,8.0,5.0,12.0,1.0,3.0,2.0,,,,,,,67.0,30.0,6.6,11.0,0.0404492,0,,7.0,1.0,2.0,3.0,,,1.0,,2.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,
11408458,home,Sporting Braga,Bruma,bruma,Bruma,F,7,173,2690,M,97012,EUR,782956800,M,7,7,False,20.0,15.0,2.0,1.0,0.0,4.0,5.0,11.0,16.0,6.0,,3.0,2.0,,,,,,82.0,35.0,6.3,13.0,0.0234732,0,,11.0,3.0,1.0,3.0,,,,,4.0,2.0,,1.0,2.0,2.0,,3.0,,,,,,,,,,,,,,,
