match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_keyPass,stat_clearanceOffLine,stat_shotOffTarget,captain,stat_accurateCross,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_wasFouled,player_sofascoreId,stat_hitWoodwork,stat_goodHighClaim
14035834,home,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1240,M,10406,EUR,573609600,G,22,22,False,43.0,36.0,13.0,6.0,0.0,33.0,35.0,3.0,8.0,1.0,1.0,1.0,9.0,7.0,8.0,1.0,90.0,55.0,7.9,7.0,0.00398486,0.7656,0,0.3889,0.07,0.04,-0.03,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035834,home,Club Brugge KV,Jorne Spileers,jorne-spileers,J. Spileers,D,58,188,885,M,1104897,EUR,1106265600,D,58,58,False,30.0,25.0,1.0,1.0,0.0,13.0,16.0,12.0,14.0,2.0,3.0,4.0,3.0,,,,60.0,52.0,6.4,12.0,0.00697888,,0,,0.04,0.02,-0.34,,Jorne,Spileers,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14035834,home,Club Brugge KV,Joel Ordóñez,joel-ordonez,J. Ordóñez,D,4,188,4924,M,1187275,EUR,1082505600,D,4,4,False,73.0,64.0,4.0,3.0,0.0,36.0,40.0,28.0,33.0,1.0,2.0,,3.0,,,,90.0,84.0,7.5,11.0,0.0130932,,2,,0.29,0.21,-0.12,,,,,4.0,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4446,0.8168,0.31,,,,,,,,,,,,,,,
14035834,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,823,M,248331,EUR,728179200,D,44,44,False,74.0,67.0,9.0,5.0,0.0,44.0,47.0,23.0,27.0,2.0,5.0,2.0,5.0,,,,90.0,85.0,8.1,7.0,0.011717,,2,,0.2,0.25,-0.01,,,,,2.0,,,2.0,1.0,,,1.0,1.0,2.0,,1.0,,0.2137,0.6287,0.55,1.0,1.0,1.0,1.0,,,,,,,,,,,
14035834,home,Club Brugge KV,Joaquin Seys,joaquin-seys,J. Seys,D,65,178,1482,M,1395881,EUR,1111968000,D,65,65,False,41.0,38.0,1.0,,0.0,16.0,17.0,22.0,24.0,1.0,3.0,7.0,1.0,,,,90.0,70.0,7.2,11.0,0.0226191,,0,,0.06,0.11,0.21,,,,3.0,3.0,1.0,,1.0,,,2.0,,,,,,1.0,,,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,
14035834,home,Club Brugge KV,Ludovit Reis,ludovit-reis,L. Reis,M,6,178,892,M,893586,EUR,959817600,M,6,6,False,21.0,19.0,1.0,1.0,0.0,8.0,8.0,11.0,13.0,1.0,2.0,,2.0,,,,45.0,31.0,6.3,7.0,0.0245578,,2,,0.12,0.1,-0.22,,,,,7.0,3.0,1.0,,,,3.0,,2.0,,1.0,,,0.1683,,-0.35,2.0,1.0,,1.0,,1.0,,,,,,,,,
14035834,home,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6213,M,1129862,EUR,987638400,M,15,15,False,47.0,41.0,1.0,1.0,0.0,22.0,25.0,19.0,22.0,,6.0,1.0,9.0,,,,89.0,63.0,6.5,10.0,0.0186552,,1,,-0.05,0.13,-0.3,,,,1.0,7.0,4.0,,3.0,2.0,1.0,1.0,3.0,,,1.0,,,0.0105,,-0.08,3.0,3.0,,,,,,,,,,,,,
14035834,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2941,M,118085,EUR,714614400,M,20,20,False,54.0,38.0,13.0,8.0,0.0,16.0,19.0,22.0,35.0,4.0,5.0,,4.0,,,,90.0,69.0,7.0,19.0,0.134221,,1,,0.25,0.14,-0.09,,,,1.0,6.0,1.0,1.0,,,,,1.0,1.0,,,,,0.033,,-0.16,3.0,1.0,1.0,2.0,,1.0,True,1.0,,,,,,,
14035834,home,Club Brugge KV,Hugo Vetlesen,hugo-vetlesen,H. Vetlesen,M,10,174,784,M,877236,EUR,951696000,F,10,10,False,17.0,14.0,1.0,,0.0,7.0,7.0,7.0,10.0,,2.0,,3.0,,,,45.0,25.0,6.4,6.0,0.0176021,,0,,0.12,0.07,-0.02,,,,1.0,3.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,
14035834,home,Club Brugge KV,Romeo Vermant,romeo-vermant,R. Vermant,F,17,184,1524,M,1069336,EUR,1074902400,F,17,17,False,14.0,7.0,,,1.0,2.0,4.0,5.0,10.0,2.0,6.0,1.0,3.0,,,,82.0,27.0,6.4,12.0,0.00550215,,2,,-0.26,0.17,-0.09,,Romeo,Vermant,,8.0,1.0,1.0,1.0,,,2.0,,4.0,,,,,0.3486,,-0.11,3.0,1.0,,1.0,,2.0,,,1.0,1.0,1.0,2.0,,,
