match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,player_firstName,player_lastName,stat_wonTackle,stat_blockedScoringAttempt,stat_wonContest,stat_challengeLost,captain,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_lastManTackle,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyMiss,stat_penaltyWon,stat_goals
14566822,home,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189.0,13371,M,gerorulli,128383,EUR,706320000,G,1,1,False,34.0,22.0,13.0,5.0,0.0,21.0,31.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,90.0,38.0,6.3,12.0,0.00026696,19.404,5.27783,0.0,0.4452,0,0.4373,-0.1,0.0,-0.42,0.33,3.6,1.54,0.12,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566822,home,Olympique de Marseille,Amir Murillo,michael-murillo,A. Murillo,D,62,183.0,3628,M,,839493,EUR,823996800,D,62,62,False,27.0,21.0,4.0,3.0,0.0,7.0,10.0,14.0,17.0,4.0,1.0,4.0,,2.0,,,,,,,90.0,45.0,6.6,13.0,0.0618391,29.736,10.80082,15.0,,2,,0.3,0.15,-0.19,,3.07,4.97,1.65,0.79,0.31,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0521,0.1413,1.0,-0.33,,,,,,,,,,,,,,,,,,,
14566822,home,Olympique de Marseille,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186.0,10869,M,benpavard21,787505,EUR,827971200,D,28,28,False,47.0,41.0,5.0,2.0,0.0,26.0,28.0,15.0,19.0,3.0,4.0,6.0,,1.0,,,,,,,90.0,60.0,6.6,7.0,0.00994569,27.468,10.38334,7.0,,1,,0.01,0.07,-0.03,,2.96,5.48,1.37,0.44,0.13,,,5.0,7.0,,,1.0,,1.0,1.0,1.0,0.1122,,,-0.23,2.0,1.0,1.0,,,,,,,,,,,,,,,,
14566822,home,Olympique de Marseille,Conrad Jaden Egan-Riley,cj-egan-riley,C. Egan-Riley,D,4,183.0,1106,M,,1131448,EUR,1041465600,D,4,4,False,46.0,44.0,4.0,2.0,0.0,36.0,36.0,8.0,10.0,2.0,4.0,3.0,,,,,,,,,79.0,55.0,7.4,2.0,0.00823259,27.972,8.87923,6.0,,0,,0.18,0.09,0.33,,2.24,4.78,1.29,0.44,0.12,,,1.0,5.0,,,,,,,,,,,,2.0,,4.0,,,2.0,,,,,,,,,,,,,
14566822,home,Olympique de Marseille,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,21,188.0,25685,M,nayefaguard,877102,EUR,828144000,D,21,21,False,64.0,56.0,7.0,1.0,0.0,39.0,41.0,17.0,23.0,2.0,1.0,5.0,,1.0,,,,,,,90.0,75.0,6.8,8.0,0.00829993,29.7,10.83764,12.0,,1,,0.22,0.04,-0.04,,2.92,5.51,1.6,0.59,0.23,,,2.0,5.0,,,,,2.0,,,0.0162,,,-0.02,1.0,,3.0,,,2.0,1.0,,,,,,,,,,,,
14566822,home,Olympique de Marseille,Ulisses Garcia,ulisses-garcia,U. Garcia,D,23,185.0,763,M,,558320,EUR,821318400,D,6,6,False,24.0,17.0,1.0,,0.0,12.0,15.0,5.0,9.0,1.0,,2.0,,,,,,,,,89.0,37.0,6.5,9.0,0.0453925,28.404,10.54284,12.0,,1,,0.0,0.04,-0.16,,3.01,4.62,1.8,0.88,0.22,2.0,1.0,1.0,4.0,,,1.0,,2.0,1.0,,0.0192,,1.0,-0.07,1.0,,3.0,,,,,,,,,,,,,,,,
14566822,home,Olympique de Marseille,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181.0,65792,M,MGreenwood,942116,EUR,1001894400,M,10,10,False,43.0,33.0,3.0,,0.0,13.0,14.0,20.0,29.0,4.0,,1.0,,1.0,,,,,,,90.0,74.0,7.4,21.0,0.211974,27.288,10.54034,4.0,,4,,0.33,0.3,-0.04,,3.14,5.37,1.48,0.46,0.09,9.0,3.0,,10.0,1.0,5.0,,2.0,,1.0,5.0,0.1499,0.2178,3.0,-0.17,,,2.0,,,2.0,2.0,3.0,,,,,,,,,,,
14566822,home,Olympique de Marseille,Matt O'Riley,matt-oriley,M. O'Riley,M,33,187.0,5031,M,,891829,EUR,974764800,M,17,17,False,57.0,51.0,4.0,1.0,0.0,25.0,27.0,26.0,30.0,7.0,,7.0,,5.0,,,,,,,90.0,70.0,7.1,9.0,0.0435566,27.684,11.57155,4.0,,1,,0.23,0.02,0.14,,2.7,6.22,1.95,0.59,0.11,,,,4.0,1.0,,,,1.0,2.0,1.0,0.1222,,1.0,0.02,,1.0,3.0,,,1.0,1.0,,1.0,,,,,,,,,,
14566822,home,Olympique de Marseille,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185.0,4504,M,hojbjerg23,149593,EUR,807580800,M,23,23,False,83.0,74.0,5.0,2.0,0.0,50.0,51.0,24.0,32.0,5.0,1.0,9.0,,2.0,,,,,,,90.0,95.0,6.8,12.0,0.0428665,28.116,11.1466,4.0,,2,,0.17,0.26,0.15,,2.89,5.46,2.07,0.62,0.1,,,,4.0,,,1.0,,,2.0,3.0,0.3211,,2.0,-0.23,3.0,,1.0,,,1.0,1.0,,,True,,,,,,,,,
14566822,home,Olympique de Marseille,Igor Paixão,igor-paixao,I. Paixão,F,14,168.0,12533,M,,981815,EUR,962150400,M,14,14,False,19.0,15.0,,,0.0,6.0,7.0,9.0,12.0,2.0,1.0,1.0,,,,,,,,,71.0,29.0,6.6,9.0,0.00885639,28.26,8.47219,8.0,,0,,-0.09,-0.04,-0.01,,2.1,4.16,1.42,0.62,0.18,1.0,,,3.0,1.0,,,,,3.0,2.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,
