match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_challengeLost,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
12421207,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184.0,297,M,39457,EUR,641347200,G,49,49,False,True,25.0,19.0,10.0,4.0,0.0,18.0,19.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,90.0,30.0,6.9,7.0,0.00195775,0,0.0059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421207,home,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175.0,9946,M,895327,EUR,878860800,D,5,5,False,,40.0,32.0,2.0,,0.0,18.0,21.0,14.0,19.0,5.0,2.0,,,,80.0,64.0,6.7,14.0,0.00935121,1,,4.0,3.0,6.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0166,,,,,,,,,,,,,,,,,,,,,,,
12421207,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196.0,311,M,303634,EUR,686793600,D,16,16,False,,73.0,59.0,13.0,6.0,0.0,37.0,42.0,22.0,31.0,8.0,5.0,,,,90.0,86.0,7.0,14.0,0.0156552,0,,5.0,6.0,6.0,,,,5.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
12421207,home,Royale Union Saint-Gilloise,Koki Machida,koki-machida,K. Machida,D,28,190.0,1344,M,790977,EUR,872467200,D,28,28,False,,74.0,59.0,6.0,2.0,0.0,28.0,31.0,32.0,45.0,6.0,6.0,,,,90.0,98.0,7.1,21.0,0.0476887,0,,,3.0,2.0,,,,3.0,,3.0,2.0,,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
12421207,home,Royale Union Saint-Gilloise,Anan Khalaili,khalaili-anan,A. Khalaili,M,25,183.0,2317,M,1403362,EUR,1094169600,M,25,25,False,,45.0,37.0,1.0,1.0,0.0,13.0,13.0,24.0,36.0,7.0,3.0,2.0,,,90.0,67.0,7.1,15.0,0.0278602,3,,,1.0,5.0,3.0,,1.0,2.0,,4.0,2.0,1.0,0.1965,,4.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
12421207,home,Royale Union Saint-Gilloise,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173.0,15438,M,1171539,EUR,1103241600,M,27,27,False,,64.0,57.0,2.0,2.0,0.0,27.0,30.0,30.0,35.0,2.0,5.0,1.0,,,90.0,74.0,7.5,8.0,0.0901022,0,,,,1.0,,,,2.0,1.0,1.0,1.0,,,3.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,
12421207,home,Royale Union Saint-Gilloise,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182.0,634,M,928033,EUR,905904000,M,24,24,False,,57.0,52.0,5.0,4.0,0.0,20.0,22.0,34.0,41.0,5.0,3.0,1.0,,,69.0,74.0,7.5,11.0,0.13037,1,,,2.0,2.0,1.0,,1.0,3.0,,2.0,1.0,1.0,0.0692,2.0,6.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,
12421207,home,Royale Union Saint-Gilloise,Anouar Ait El Hadj,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167.0,2677,M,964764,EUR,1019260800,M,10,10,False,,35.0,26.0,5.0,3.0,0.0,10.0,11.0,16.0,24.0,5.0,5.0,1.0,,,80.0,45.0,7.2,11.0,0.0520077,1,,,,2.0,2.0,1.0,1.0,,,3.0,3.0,,0.0903,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
12421207,home,Royale Union Saint-Gilloise,Ousseynou Niang,ousseynou-niang,O. Niang,M,22,168.0,3149,M,880780,EUR,1002844800,M,22,22,False,,39.0,32.0,3.0,1.0,0.0,9.0,9.0,25.0,36.0,5.0,5.0,2.0,,,89.0,79.0,6.8,21.0,0.359625,1,,,,6.0,3.0,3.0,,3.0,1.0,,,1.0,0.1803,2.0,6.0,2.0,4.0,,4.0,,,1.0,1.0,,,1.0,,,,,,,,,,
12421207,home,Royale Union Saint-Gilloise,Promise David,promise-david,P. David,F,12,196.0,4992,M,1119328,EUR,994118400,F,12,12,False,,10.0,7.0,1.0,,0.0,3.0,3.0,4.0,7.0,2.0,,,,,69.0,17.0,6.8,6.0,0.0150861,2,,,2.0,1.0,,,1.0,,,,,1.0,0.8154,1.0,,,,,3.0,Promise David,,,,1.0,,,1.0,1.0,1.0,2.0,0.6497,,,,,
