match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalCross,stat_accurateCross,stat_wasFouled,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_keyPass,stat_challengeLost,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAShot,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_outfielderBlock,stat_ownGoals
10438160,home,Sporting CP,Antonio Adán,antonio-adan,A. Adán,G,1,192,816,M,59623,EUR,547862400,G,1,1,False,21.0,21.0,4.0,4.0,21.0,21.0,3.0,90.0,23.0,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438160,home,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4976,M,1394342,EUR,1070496000,D,26,26,False,85.0,78.0,7.0,3.0,34.0,37.0,6.0,64.0,90.0,6.6,2,Ousmane,Diomande,ousdiomande,44.0,48.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,
10438160,home,Sporting CP,Sebastián Coates,sebastian-coates,S. Coates,D,4,196,2042,M,47443,EUR,655257600,D,4,4,False,106.0,94.0,7.0,5.0,45.0,48.0,5.0,90.0,111.0,7.8,2,Sebastián,Coates,,49.0,58.0,1.0,2.0,1.0,3.0,,,1.0,1.0,1.0,1.0,,13.0,True,2.0,1.0,,,,,,,,,,,,,,,,,,,
10438160,home,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,D,2,2,False,64.0,59.0,6.0,3.0,28.0,30.0,3.0,45.0,71.0,6.7,0,,,,32.0,36.0,1.0,,1.0,3.0,,,,1.0,,,1.0,6.0,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,
10438160,home,Sporting CP,Héctor Bellerín,hector-bellerin,H. Bellerín,D,2,178,3870,M,188365,EUR,795571200,M,19,19,False,32.0,27.0,,,5.0,6.0,1.0,45.0,47.0,6.3,1,,,Bellerín,22.0,28.0,2.0,1.0,4.0,1.0,,1.0,,,,,,11.0,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10438160,home,Sporting CP,Manuel Ugarte,manuel-ugarte,M. Ugarte,M,25,182,19122,M,846425,EUR,986947200,M,15,15,False,76.0,74.0,2.0,2.0,28.0,28.0,8.0,90.0,88.0,6.6,2,,,ugartemanu,46.0,49.0,,,6.0,1.0,2.0,,,1.0,1.0,2.0,3.0,7.0,,,,1.0,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,
10438160,home,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,M,28,28,False,42.0,37.0,1.0,1.0,12.0,13.0,5.0,90.0,72.0,7.2,2,,,pedroogoncalves28,27.0,39.0,,,7.0,5.0,,2.0,,2.0,1.0,2.0,,24.0,,,,10.0,2.0,1.0,1.0,7.0,,4.0,1.0,2.0,,,,,,,,,,
10438160,home,Sporting CP,Arthur Gomes,arthur-gomes,Arthur Gomes,M,11,175,670,M,822524,EUR,899424000,M,33,33,False,26.0,23.0,1.0,1.0,5.0,5.0,4.0,45.0,60.0,7.3,2,,,,19.0,27.0,,1.0,2.0,8.0,2.0,,,2.0,1.0,2.0,1.0,11.0,,,,6.0,1.0,1.0,,5.0,,1.0,,4.0,,,,,,,,,,
10438160,home,Sporting CP,Marcus Edwards,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,False,56.0,48.0,2.0,2.0,7.0,7.0,1.0,90.0,74.0,6.8,2,,,,41.0,51.0,,,6.0,3.0,1.0,1.0,,,,1.0,,17.0,,,,2.0,,,4.0,5.0,1.0,2.0,,3.0,,,,,,,,,,
10438160,home,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,False,24.0,21.0,,,10.0,10.0,3.0,58.0,35.0,6.2,0,Francisco,Trincão,trincao,11.0,15.0,1.0,,7.0,1.0,,,,1.0,,3.0,1.0,11.0,,,,1.0,,,2.0,2.0,,,1.0,,,,,,,,,,,
