match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,captain,stat_aerialWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_dispossessed,stat_keyPass,stat_totalContest,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
11689326,home,FC Utrecht,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192,152,M,146871,EUR,757296000,G,31,31,False,31.0,20.0,20.0,9.0,15.0,15.0,5.0,16.0,1.0,7.0,3.0,1.0,1.0,90.0,37.0,6.4,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11689326,home,FC Utrecht,Hidde ter Avest,hidde-ter-avest,H. t. Avest,D,24,182,96,M,361788,EUR,864086400,D,5,5,False,40.0,36.0,3.0,2.0,12.0,13.0,24.0,29.0,1.0,3.0,,,,80.0,65.0,6.9,11.0,2,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11689326,home,FC Utrecht,Mike van der Hoorn,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,3,3,False,49.0,42.0,6.0,4.0,29.0,30.0,13.0,19.0,3.0,2.0,,,,72.0,57.0,7.4,7.0,1,,2.0,3.0,3.0,,1.0,,,,,,,,True,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
11689326,home,FC Utrecht,Modibo Sagnan,modibo-sagnan,M. Sagnan,D,27,187,580,M,904759,EUR,924048000,D,27,27,False,60.0,54.0,12.0,9.0,31.0,34.0,23.0,26.0,3.0,2.0,,,,90.0,64.0,6.6,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11689326,home,FC Utrecht,Yannick Leliendal,yannick-leliendal,Y. Leliendal,D,32,168,172,M,996982,EUR,1019520000,D,36,36,False,26.0,24.0,3.0,1.0,13.0,13.0,11.0,15.0,2.0,7.0,,,,65.0,41.0,6.3,7.0,0,2.0,,3.0,,,,,,1.0,,2.0,Yannick,Leliendal,,,,,,,1.0,1.0,,,,,,,,,,,,
11689326,home,FC Utrecht,Oscar Fraulo,oscar-fraulo,O. Fraulo,M,29,180,841,M,1008245,EUR,1070668800,M,8,8,False,48.0,38.0,3.0,1.0,14.0,15.0,24.0,33.0,,7.0,,,,90.0,58.0,7.7,11.0,2,,1.0,2.0,3.0,,,2.0,2.0,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11689326,home,FC Utrecht,Ryan Flamingo,ryan-flamingo,R. Flamingo,D,6,186,1605,M,1046960,EUR,1041292800,M,34,34,False,41.0,33.0,3.0,2.0,16.0,20.0,17.0,22.0,1.0,5.0,,,,90.0,49.0,6.5,12.0,0,1.0,3.0,5.0,3.0,,,,,2.0,1.0,2.0,Ryan Flamingo,,,2.0,,,,2.0,,,1.0,,,,,,,,,,,
11689326,home,FC Utrecht,Marouan Azarkan,marouan-azarkan,M. Azarkan,M,17,165,221,M,987524,EUR,1007769600,M,11,11,False,32.0,26.0,3.0,3.0,8.0,8.0,19.0,32.0,,3.0,,,,72.0,61.0,7.3,19.0,2,8.0,1.0,4.0,5.0,1.0,,,,3.0,4.0,,,,,,,,,,,3.0,4.0,1.0,1.0,1.0,,,,,,,,
11689326,home,FC Utrecht,Jens Toornstra,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,False,44.0,34.0,3.0,2.0,9.0,9.0,27.0,45.0,1.0,7.0,,,,90.0,67.0,8.2,24.0,2,10.0,,1.0,2.0,2.0,,1.0,1.0,4.0,,,,,,1.0,,,,2.0,,3.0,1.0,2.0,,,2.0,1.0,,,,,,
11689326,home,FC Utrecht,Taylor Booth,taylor-booth,T. Booth,M,8,173,531,M,906024,EUR,991267200,M,10,10,False,21.0,17.0,4.0,4.0,8.0,8.0,9.0,15.0,1.0,2.0,,,,64.0,35.0,6.7,9.0,2,2.0,,5.0,4.0,2.0,,3.0,3.0,1.0,1.0,1.0,,,,,2.0,,,1.0,2.0,,,,,,,,,,,,,
