match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,captain,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_punches,stat_goalAssist
11388436,home,Go Ahead Eagles,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,12,188,623,M,803034,EUR,891388800,G,1,1,False,59.0,30.0,38.0,9.0,21.0,21.0,9.0,38.0,11.0,3.0,5.0,90.0,68.0,7.2,29.0,0.0100062,0,0.0744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388436,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,28.0,16.0,7.0,2.0,11.0,15.0,5.0,14.0,8.0,,,90.0,63.0,7.1,20.0,0.0405333,0,,,,1.0,2.0,2.0,7.0,6.0,2.0,2.0,9.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11388436,home,Go Ahead Eagles,Jamal Amofa,jamal-amofa,J. Amofa,D,6,185,110,M,1049653,EUR,911952000,D,25,25,False,34.0,23.0,8.0,4.0,21.0,31.0,2.0,3.0,5.0,,,90.0,52.0,6.7,15.0,0.00175543,0,,Jamal Amofa,,,1.0,2.0,3.0,4.0,,,6.0,2.0,,1.0,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,
11388436,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,4,4,False,43.0,32.0,5.0,2.0,28.0,34.0,4.0,9.0,7.0,,,90.0,62.0,7.0,14.0,0.00196836,0,,,,,3.0,6.0,5.0,6.0,1.0,,10.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,
11388436,home,Go Ahead Eagles,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180,146,M,339879,EUR,777081600,D,5,5,False,17.0,10.0,3.0,1.0,5.0,8.0,6.0,14.0,2.0,,,90.0,52.0,7.0,17.0,0.132219,2,,,,5.0,1.0,3.0,4.0,8.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,,2.0,1.0,,1.0,True,1.0,1.0,1.0,0.0645,,,,,,,,,,,
11388436,home,Go Ahead Eagles,Willum Thor Willumsson,willum-thor-willumsson,W. T. Willumsson,M,19,193,297,M,978823,EUR,909100800,M,18,18,False,33.0,23.0,2.0,,14.0,21.0,9.0,12.0,8.0,,,90.0,45.0,7.1,11.0,0.0107396,2,,,,,4.0,5.0,4.0,9.0,,1.0,3.0,3.0,2.0,1.0,,,,,,,,,1.0,,0.1938,1.0,1.0,0.0441,,,,,,,,
11388436,home,Go Ahead Eagles,Xander Blomme,xander-blomme,X. Blomme,M,16,172,76,M,997161,EUR,1024617600,M,20,20,False,31.0,17.0,3.0,,10.0,15.0,7.0,16.0,8.0,,,90.0,50.0,6.8,18.0,0.00904846,0,,,,,5.0,4.0,6.0,8.0,1.0,,4.0,4.0,3.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11388436,home,Go Ahead Eagles,Bobby Adekanye,bobby-adekanye,B. Adekanye,M,11,170,177,M,825851,EUR,918950400,M,11,11,False,18.0,13.0,2.0,,4.0,6.0,9.0,15.0,5.0,,,90.0,48.0,6.5,22.0,0.136812,1,,,,3.0,1.0,,10.0,5.0,,5.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,,1.0,,,1.0,,0.009,2.0,,,1.0,,,,,,,
11388436,home,Go Ahead Eagles,Søren Tengstedt,soren-tengstedt,S. Tengstedt,M,10,187,88,M,987647,EUR,962323200,M,7,7,False,22.0,14.0,1.0,,5.0,10.0,9.0,12.0,1.0,,,66.0,29.0,6.4,10.0,0.0146884,1,,,,,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,0.5471,,1.0,0.7618,,1.0,,,,,,
11388436,home,Go Ahead Eagles,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175,591,M,878599,EUR,921801600,M,23,23,False,23.0,15.0,2.0,,9.0,12.0,7.0,16.0,3.0,,,86.0,42.0,7.7,14.0,0.128805,2,,,,5.0,3.0,3.0,3.0,6.0,,1.0,3.0,,,2.0,2.0,,2.0,,,1.0,,1.0,1.0,,0.1582,1.0,1.0,0.4477,,,1.0,1.0,,,,
