match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceCreated,captain,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_errorLeadToAGoal,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_goals,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_penaltyConceded
14053749,home,SC Heerenveen,Bernt Klaverboer,Bernt Klaverboer,,klaverboer-bernt,B. Klaverboer,G,22,190.0,125,M,1195719,EUR,1127692800,G,22,22,False,35.0,25.0,16.0,7.0,0.0,23.0,24.0,2.0,11.0,1.0,1.0,12.0,1.0,1.0,90.0,42.0,6.5,10.0,0.00150895,0.009,0,-0.1604,0.05,0.0,0.13,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053749,home,SC Heerenveen,Oliver Braude,Oliver Braude,,braude-oliver,O. Braude,D,45,174.0,210,M,1150061,EUR,1077321600,D,45,45,False,62.0,51.0,7.0,3.0,0.0,17.0,21.0,34.0,41.0,1.0,3.0,3.0,,,89.0,86.0,7.3,19.0,0.217449,,1,,0.21,0.16,0.28,,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0514,-0.19,,,,,,,,,,,,,,,,,,,,
14053749,home,SC Heerenveen,Joris van Overeem,,,joris-van-overeem,J. v. Overeem,M,6,181.0,105,M,138842,EUR,770428800,D,6,6,False,102.0,88.0,16.0,11.0,0.0,32.0,35.0,56.0,67.0,2.0,4.0,9.0,,,90.0,114.0,8.3,16.0,0.0902939,,1,,0.63,0.29,0.27,,1.0,,,2.0,,,1.0,1.0,1.0,3.0,,1.0,,0.018,0.01,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14053749,home,SC Heerenveen,Maas Willemsen,Maas Willemsen,,maas-willemsen,M. Willemsen,D,3,190.0,68,M,1132765,EUR,1051574400,D,3,3,False,92.0,84.0,6.0,3.0,0.0,46.0,49.0,38.0,43.0,4.0,10.0,12.0,,,90.0,106.0,8.4,9.0,0.0552065,,1,,0.4,0.18,0.49,,,,1.0,1.0,2.0,2.0,,3.0,2.0,,1.0,3.0,,0.0579,0.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
14053749,home,SC Heerenveen,Vasilios Zagaritis,,,vassilis-zagaritis,V. Zagaritis,D,19,178.0,228,M,1064426,EUR,988934400,D,19,19,False,50.0,43.0,2.0,,0.0,11.0,13.0,32.0,37.0,4.0,8.0,5.0,,,87.0,84.0,6.9,16.0,0.0944972,,0,,0.31,0.02,-0.11,,5.0,,,2.0,1.0,,,5.0,,3.0,3.0,2.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,
14053749,home,SC Heerenveen,Marcus Linday,Marcus Linday,,marcus-linday,M. Linday,M,16,186.0,209,M,1627623,EUR,1054512000,M,16,16,False,60.0,50.0,1.0,1.0,0.0,16.0,18.0,34.0,42.0,1.0,7.0,5.0,,,87.0,75.0,7.5,11.0,0.645338,,3,,0.39,0.31,-0.07,,,,,1.0,1.0,1.0,2.0,1.0,,,1.0,3.0,,0.1065,-0.01,,2.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,
14053749,home,SC Heerenveen,Luuk Brouwers,,,luuk-brouwers,L. Brouwers,M,8,180.0,144,M,794014,EUR,894153600,M,8,8,False,46.0,42.0,,,1.0,9.0,11.0,33.0,35.0,2.0,5.0,5.0,,,90.0,65.0,7.5,9.0,0.0512502,,3,,0.12,0.26,-0.41,,1.0,,1.0,4.0,,,2.0,1.0,,2.0,1.0,1.0,,0.3393,0.06,1.0,2.0,,,,2.0,,True,2.0,1.0,1.0,1.0,1.0,1.0,0.0752,,,,,
14053749,home,SC Heerenveen,Jacob Trenskow,,,trenskow-jacob,J. Trenskow,M,20,178.0,430,M,1015627,EUR,975196800,M,20,20,False,40.0,35.0,3.0,2.0,0.0,7.0,8.0,28.0,32.0,,,3.0,,,90.0,60.0,6.4,18.0,0.113265,,3,,0.17,0.15,-0.04,,8.0,,,1.0,,,3.0,,,1.0,3.0,,,0.2789,-0.58,,,,,,2.0,,,1.0,,,,,,,,,,,
14053749,home,SC Heerenveen,Ringo Meerveld,,,ringo-meerveld,R. Meerveld,M,10,177.0,421,M,992018,EUR,1040428800,M,10,10,False,40.0,37.0,,,0.0,9.0,9.0,28.0,31.0,,4.0,4.0,,,90.0,53.0,6.9,5.0,0.415297,,1,,0.45,0.11,-0.02,,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,,0.0625,-0.04,,1.0,1.0,,,3.0,,,,,,,,,,,,,,
14053749,home,SC Heerenveen,Maxence Rivera,,,rivera-maxence,M. Rivera,M,7,168.0,135,M,1014408,EUR,1022716800,M,7,7,False,27.0,21.0,2.0,,0.0,6.0,7.0,15.0,20.0,,2.0,,,,71.0,43.0,6.4,17.0,0.137906,,2,,0.25,0.39,-0.08,,7.0,,4.0,7.0,3.0,1.0,,,,,1.0,,,0.1169,-0.53,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,0.0336,,,,,
