match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_wonTackle,stat_fouls,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_penaltyFaced,stat_lastManTackle,stat_errorLeadToAGoal,stat_penaltyConceded
14131938,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,1,1,False,True,36.0,29.0,16.0,9.0,0.0,25.0,27.0,4.0,9.0,3.0,3.0,2.0,10.0,2.0,1.0,2.0,1.0,90.0,47.0,7.4,8.0,0.00048244,0.018,0,0.0621,0.03,-0.01,0.18,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131938,home,Santa Clara,Lucas Soares,,,lucas-soares,L. Soares,M,42,176,85,M,991358,EUR,894240000,D,42,42,False,,43.0,37.0,4.0,2.0,0.0,18.0,20.0,19.0,23.0,,4.0,3.0,3.0,,,,,74.0,68.0,7.2,10.0,0.0581361,,1,,0.22,0.14,0.13,,3.0,3.0,1.0,1.0,1.0,3.0,0.0258,1.0,-0.07,,,,,,,,,,,,,,,,,,,,
14131938,home,Santa Clara,Luís Rocha,,,luis-rocha,L. Rocha,D,13,186,44,M,141012,EUR,524275200,D,13,13,False,,58.0,48.0,5.0,2.0,0.0,30.0,33.0,18.0,25.0,1.0,2.0,4.0,3.0,,,,,90.0,68.0,7.0,11.0,0.0104343,,1,,0.09,0.11,0.2,,,,,1.0,1.0,1.0,0.0383,,-0.12,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
14131938,home,Santa Clara,Sidney Lima,Sidney,,sidney-lima,S. Lima,D,23,182,139,M,1131145,EUR,853459200,D,23,23,False,,71.0,61.0,15.0,7.0,0.0,47.0,48.0,14.0,23.0,1.0,3.0,5.0,3.0,,,,,90.0,83.0,7.3,10.0,0.00827322,,1,,0.16,0.12,0.45,,,,1.0,2.0,2.0,,0.021,,-0.04,3.0,4.0,,2.0,1.0,,,,,,,,,,,,,,,
14131938,home,Santa Clara,Paulo Victor,Paulo Victor,,paulo-victor,P. Victor,D,64,180,200,M,1108505,EUR,987120000,D,64,64,False,,52.0,38.0,12.0,5.0,0.0,17.0,23.0,21.0,29.0,1.0,3.0,5.0,7.0,,,,,90.0,78.0,6.8,19.0,0.164691,,2,,0.24,-0.09,0.23,,1.0,,,2.0,2.0,,0.0803,1.0,0.01,1.0,6.0,2.0,2.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,
14131938,home,Santa Clara,Pedro Ferreira,,,ferreira-pedro,P. Ferreira,M,8,183,121,M,851277,EUR,883958400,M,8,8,False,,37.0,30.0,5.0,2.0,0.0,9.0,10.0,21.0,27.0,2.0,9.0,1.0,6.0,2.0,,,,83.0,57.0,7.5,9.0,0.186572,,3,,0.42,0.08,0.17,,2.0,1.0,2.0,1.0,4.0,,0.0892,3.0,-0.27,1.0,3.0,1.0,2.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,
14131938,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,M,6,6,False,,67.0,62.0,2.0,2.0,0.0,32.0,33.0,30.0,34.0,1.0,4.0,4.0,4.0,1.0,,,,90.0,79.0,7.4,6.0,0.0547259,,1,,0.29,0.08,0.19,,1.0,1.0,,1.0,1.0,,0.1819,2.0,-0.32,1.0,3.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
14131938,home,Santa Clara,Serginho,,,serginho,Serginho,M,35,181,94,M,1019184,EUR,944006400,M,35,35,False,,37.0,33.0,3.0,2.0,0.0,10.0,11.0,23.0,26.0,1.0,2.0,,3.0,1.0,,,,90.0,62.0,7.4,14.0,0.0398912,,2,,0.16,0.02,0.2,,1.0,,1.0,,,1.0,0.7993,1.0,0.32,1.0,5.0,,,,8.0,1.0,1.0,,2.0,1.0,1.0,1.0,0.8718,,,,,,
14131938,home,Santa Clara,Brenner,,,brenner,Brenner,F,11,171,184,M,1799251,EUR,1009929600,F,11,11,False,,26.0,23.0,2.0,1.0,0.0,6.0,7.0,17.0,19.0,,5.0,,4.0,5.0,,,,66.0,43.0,7.1,8.0,0.112749,,3,,0.13,0.39,0.13,,,,2.0,,,,0.0896,2.0,-0.52,,4.0,1.0,,,2.0,1.0,4.0,,,,,,,,,,,,
14131938,home,Santa Clara,Wendel Silva,,,wendel-silva,W. Silva,F,29,177,442,M,937265,EUR,965174400,F,29,29,False,,15.0,9.0,,,0.0,3.0,3.0,6.0,12.0,1.0,1.0,,1.0,,,,,66.0,20.0,6.0,9.0,0.0144674,,0,,-0.4,-0.54,-0.01,,1.0,,,,,1.0,,,,1.0,3.0,,,,,,1.0,,,,,,,,,,,,
14131938,home,Santa Clara,Vinícius Lopes,,,vinicius-lopes,V. Lopes,F,70,175,316,M,1001753,EUR,926035200,F,70,70,False,,29.0,25.0,1.0,1.0,0.0,2.0,3.0,23.0,26.0,1.0,11.0,1.0,7.0,2.0,,,,83.0,51.0,9.2,8.0,0.0557933,,4,,0.29,0.3,-0.07,,5.0,5.0,1.0,,3.0,,0.4713,3.0,0.56,,3.0,,2.0,,3.0,,,,3.0,3.0,1.0,,1.3746,1.0,1.0,,,,
14131938,home,Santa Clara,Gabriel Silva,Gabriel Silva,,gabriel-silva,Gabriel Silva,F,10,177,795,M,1046794,EUR,1016755200,F,10,10,True,,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,24.0,8.0,6.2,3.0,9.141e-05,,2,,0.0,0.31,-0.01,,1.0,,,,,1.0,0.0814,,-0.58,,4.0,1.0,,2.0,,,1.0,,,1.0,,,0.0334,,1.0,,,,
14131938,home,Santa Clara,João Costa,,,joao-costa,J. Costa,F,17,185,78,M,1511976,EUR,952387200,F,17,17,True,,8.0,6.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,3.0,5.0,,1.0,,,,,24.0,12.0,7.4,4.0,0.0740654,,0,,0.26,0.21,0.0,,,,,,2.0,1.0,,2.0,,,2.0,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,
