match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_possessionLostCtrl,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,captain,stat_goals,stat_interceptionWon,stat_bigChanceMissed,stat_outfielderBlock,player_sofascoreId
10408257,home,Elche,Lucas Boyé,,,lucas-boye,L. Boyé,F,15,183.0,1345,M,814385,EUR,825465600,F,9,9,False,17.0,15.0,1.0,1.0,5.0,5.0,10.0,13.0,1.0,4.0,1.0,2.0,,,,,66.0,33.0,6.8,0.1826,0.0,0.0371085,3,,,1.0,,2.0,,1.0,1.0,,,4.0,2.0,,8.0,,,2.0,1.0,1.0,1.0,,,,,,,,
10408257,home,Elche,Alex Collado,Alex,Collado,alex-collado,A. Collado,M,8,177.0,1605,M,859767,EUR,924739200,M,15,15,True,35.0,33.0,4.0,4.0,5.0,5.0,30.0,33.0,,5.0,,3.0,,,,,45.0,49.0,7.4,0.1036,0.0,0.167389,2,,,3.0,2.0,3.0,,5.0,3.0,1.0,1.0,,1.0,,5.0,3.0,1.0,1.0,1.0,,,,,,,,,,
10408257,home,Elche,Pere Milla,,,pere-milla,P. Milla,M,11,179.0,867,M,175185,EUR,717206400,F,10,10,True,11.0,8.0,,,5.0,5.0,3.0,6.0,1.0,3.0,,,,,,,24.0,16.0,7.0,0.2168,0.2367,0.00309018,3,,,,,,,1.0,1.0,,,,1.0,1.0,3.0,,,,1.0,,,,2.0,,,,,,
10408257,home,Elche,Ezequiel Ponce,,,ezequiel-ponce,E. Ponce,F,10,178.0,775,M,356444,EUR,859593600,F,19,19,True,3.0,1.0,,,,,1.0,3.0,,1.0,,,,,,,24.0,10.0,5.6,0.4947,0.0,0.00093753,2,,,,,4.0,,1.0,,1.0,1.0,,,1.0,4.0,,2.0,2.0,,,1.0,,,,,,2.0,,
10408257,home,Elche,Raúl Guti,,,raul-guti,R. Guti,M,10,180.0,150,M,591740,EUR,851904000,M,8,8,True,10.0,7.0,1.0,,4.0,4.0,3.0,6.0,,1.0,,1.0,,,,,18.0,13.0,6.4,0.0541,0.0,0.00143768,1,,,,,1.0,,,,,,,1.0,,3.0,,1.0,,1.0,,,,,,,,,,
10408257,home,Elche,Pol Lirola,,,pol-lirola,P. Lirola,D,14,183.0,660,M,844480,EUR,871430400,D,24,24,True,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,1.0,,,,,11.0,6.0,6.5,0.0,0.0,0.00070794,0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
10408257,home,Elche,Axel Werner,,,axel-werner,A. Werner,G,1,191.0,163,M,250219,EUR,825465600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408257,home,Elche,Lautaro Blanco,,,lautaro-blanco,L. Blanco,D,3,176.0,1085,M,989865,EUR,919382400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408257,home,Elche,Javi Pamies,,,javi-pamies,J. Pamies,D,5,,9,M,1441829,EUR,1047859200,D,34,34,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408257,home,Elche,Gonzalo Verdú,,,gonzalo-verdu,G. Verdú,D,,190.0,44,M,150910,EUR,593395200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408257,home,Elche,Lisandro Magallán,,,lisandro-magallan,L. Magallán,D,16,185.0,272,M,248125,EUR,749088000,D,7,7,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408257,home,Elche,Enzo Roco,,,enzo-roco,E. Roco,D,3,191.0,401,M,105971,EUR,713923200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408257,home,Elche,Pape Cheikh,,,pape-cheikh,P. Cheikh,M,,180.0,131,M,826551,EUR,870998400,M,12,12,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408257,away,Sevilla,Marko Dmitrović,,,marko-dmitrovic,M. Dmitrović,G,13,194.0,1184,M,94527,EUR,696211200,G,1,1,False,35.0,18.0,34.0,17.0,3.0,5.0,15.0,30.0,,,,9.0,1.0,4.0,6.0,,90.0,45.0,7.4,0.0,0.0,0.00863322,0,-0.2968,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,
10408257,away,Sevilla,Jesús Navas,,,jesus-navas,J. Navas,D,16,170.0,1580,M,11869,EUR,501379200,D,16,16,False,19.0,17.0,1.0,1.0,10.0,10.0,8.0,11.0,1.0,1.0,3.0,5.0,,,,,71.0,29.0,6.7,0.0,0.0,0.104437,0,,,2.0,1.0,3.0,,,,,,,,,6.0,1.0,2.0,,,1.0,,,,True,,1.0,,,
10408257,away,Sevilla,Loïc Badé,,,loic-bade,L. Badé,D,5,191.0,3177,M,1006489,EUR,955411200,D,22,22,False,15.0,13.0,3.0,2.0,10.0,10.0,3.0,5.0,4.0,6.0,10.0,2.0,,,,,90.0,34.0,7.3,0.0939,0.0,0.00137133,1,,,,,2.0,,,,2.0,1.0,,,,2.0,,1.0,1.0,,1.0,,,,,,1.0,,1.0,
10408257,away,Sevilla,Karim Rekik,,,karim-rekik,K. Rekik,D,4,185.0,255,M,138827,EUR,786326400,D,4,4,False,25.0,20.0,3.0,1.0,13.0,14.0,7.0,11.0,,2.0,,9.0,,,,,90.0,33.0,7.0,0.0,0.0,0.0062078,0,,,,,1.0,,1.0,1.0,1.0,,,,,6.0,1.0,1.0,,,,,,,,,,,2.0,
10408257,away,Sevilla,Alex Telles,,,alex-telles,A. Telles,D,13,181.0,7654,M,312110,EUR,724377600,D,3,3,False,26.0,20.0,1.0,1.0,10.0,12.0,10.0,15.0,2.0,6.0,7.0,3.0,,,,,90.0,52.0,6.8,0.0853,0.0,0.00740046,1,,,1.0,,3.0,2.0,2.0,1.0,3.0,3.0,1.0,,,13.0,,,1.0,,,,,,,,,,,alextelles13
10408257,away,Sevilla,Fernando,,,fernando-reges,Fernando,M,5,183.0,1112,M,41837,EUR,554169600,M,20,20,False,18.0,15.0,5.0,3.0,7.0,9.0,8.0,9.0,,2.0,,3.0,,,,,70.0,27.0,6.6,0.0,0.0,0.00475528,0,,,,,4.0,2.0,,,1.0,1.0,1.0,1.0,,5.0,,,,,1.0,1.0,,,,,1.0,,1.0,
10408257,away,Sevilla,Pape Gueye,,,pape-gueye,P. Gueye,M,18,187.0,36528,M,879694,EUR,917136000,M,18,18,False,5.0,5.0,,,1.0,1.0,4.0,5.0,,4.0,,1.0,,,,,18.0,11.0,4.0,0.0,0.0,0.00957579,0,,,1.0,,1.0,,,,3.0,2.0,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,p.gueye24
10408257,away,Sevilla,Lucas Ocampos,,,lucas-ocampos,L. Ocampos,M,29,187.0,3431,M,155702,EUR,773884800,M,5,5,False,16.0,8.0,1.0,,2.0,3.0,7.0,15.0,4.0,10.0,,5.0,,,,,90.0,41.0,6.7,0.0807,0.0247,0.0301754,2,,,2.0,1.0,9.0,5.0,1.0,,3.0,1.0,2.0,3.0,,15.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,Locampos15
10408257,away,Sevilla,Erik Lamela,,,erik-lamela,E. Lamela,M,,183.0,2389,M,122702,EUR,699667200,M,17,17,False,12.0,10.0,,,1.0,1.0,9.0,14.0,,4.0,,3.0,,,,,55.0,27.0,6.9,0.3217,0.8695,0.0138685,2,,,3.0,,8.0,2.0,4.0,3.0,,,1.0,1.0,,9.0,,1.0,,,2.0,2.0,,2.0,,1.0,,,,
10408257,away,Sevilla,Marcos Acuña,,,marcos-acuna,M. Acuña,D,21,172.0,8244,M,578560,EUR,688608000,M,19,19,False,13.0,8.0,1.0,,3.0,5.0,9.0,15.0,,7.0,,2.0,,,,,78.0,35.0,7.3,0.0,0.0,0.227744,0,,,7.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,,12.0,3.0,,,,,1.0,,,,,1.0,,,marcos.acuna10
10408257,away,Sevilla,Youssef En-Nesyri,,,youssef-en-nesyri,Y. En-Nesyri,F,21,190.0,34177,M,846470,EUR,865123200,F,15,15,False,11.0,8.0,,,4.0,4.0,4.0,7.0,1.0,1.0,,2.0,,,,,78.0,21.0,7.1,0.1116,0.0,0.0174389,3,,1.0,,,7.0,1.0,1.0,,,,3.0,,3.0,7.0,3.0,5.0,3.0,,,,1.0,,,,,,,ennesyri15
10408257,away,Sevilla,Nemanja Gudelj,,,nemanja-gudelj,N. Gudelj,M,6,187.0,1647,M,68332,EUR,690249600,M,6,6,True,6.0,3.0,1.0,1.0,,1.0,3.0,5.0,2.0,3.0,,1.0,,,,,35.0,9.0,6.3,0.0,0.0,0.00057061,0,,,,,5.0,2.0,,,,,,1.0,,4.0,,1.0,,,1.0,1.0,,,,,,,,
10408257,away,Sevilla,Ivan Rakitić,,,ivan-rakitic,I. Rakitić,M,,184.0,13189,M,7635,EUR,573955200,M,10,10,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,,20.0,5.0,6.6,0.0,0.0,4.2e-05,0,,,,,2.0,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,ivan_rakitic
10408257,away,Sevilla,Gonzalo Montiel,,,gonzalo-montiel,G. Montiel,D,29,175.0,8927,M,822933,EUR,852076800,D,2,2,True,2.0,2.0,,,2.0,2.0,,,,1.0,1.0,1.0,,,,,19.0,6.0,6.5,0.0,0.0,3.12e-06,0,,,,,3.0,2.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,gonzalo_montiel29
10408257,away,Sevilla,Bryan Gil,,,bryan-gil,B. Gil,M,21,176.0,3585,M,910026,EUR,981849600,F,25,25,True,2.0,1.0,,,,1.0,1.0,2.0,,1.0,,1.0,,,,,12.0,8.0,6.4,0.0,0.0,0.00061393,0,,,1.0,,1.0,,,,,,,1.0,1.0,4.0,,,,,,1.0,,,,,,,,bryan11gil
10408257,away,Sevilla,Rafa Mir,,,rafa-mir,R. Mir,F,10,189.0,2029,M,825754,EUR,866592000,F,12,12,True,3.0,1.0,,,,,1.0,3.0,1.0,1.0,,1.0,,,,,12.0,3.0,6.5,0.0,0.0,0.00031302,0,,,,,1.0,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,
10408257,away,Sevilla,Bono,,,bono,Bono,G,37,195.0,54576,M,360938,EUR,670809600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,BonoY
10408257,away,Sevilla,Matías Árbol,,,matias-arbol,M. Árbol,G,13,184.0,28,M,1192489,EUR,1031788800,G,36,36,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408257,away,Sevilla,Óliver Torres,,,oliver-torres,Ó. Torres,M,8,178.0,952,M,231776,EUR,784425600,M,21,21,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408257,away,Sevilla,Manu Bueno,,,bueno-manu,M. Bueno,M,28,178.0,222,M,1142094,EUR,1090886400,M,43,43,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408257,away,Sevilla,Jesús Corona,,,jesus-corona,J. Corona,M,17,173.0,1806,M,123906,EUR,726278400,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
