match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,player_firstName,player_lastName,stat_accurateCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_wasFouled,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_keyPass,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_hitWoodwork
14032389,home,RAAL La Louvière,Marcos Hernán Peano,marcos-hernan-peano,M. H. Peano,G,21,185,124,M,789394,EUR,908409600,G,21,21,False,True,38.0,22.0,28.0,14.0,0.0,10.0,15.0,12.0,23.0,2.0,14.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,90.0,51.0,6.6,16.0,0.0125719,47.105872111683,7.0,28.665,14.49,0.1505,0,-0.3665,0.15,0.02,-0.21,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032389,home,RAAL La Louvière,Maxence Maisonneuve,maxence-maisonneuve,M. Maisonneuve,D,13,191,38,M,1396487,EUR,918691200,D,13,13,False,,24.0,20.0,3.0,,0.0,12.0,13.0,8.0,11.0,2.0,6.0,,,,,,,,90.0,32.0,6.6,7.0,0.00707539,77.95780915133,10.0,27.93,19.11,,0,,0.04,0.19,-0.14,,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,33.065565274039,2.0,,,,,,,,,,,,,,,,,,,,
14032389,home,RAAL La Louvière,Yllan Okou,yllan-okou,Y. Okou,D,99,189,112,M,1167514,EUR,1040601600,D,99,99,False,,41.0,33.0,14.0,8.0,0.0,25.0,28.0,8.0,13.0,8.0,5.0,,,,,,,,90.0,64.0,6.6,15.0,0.0454512,115.59693567113,20.0,19.005,9.24,,0,,0.33,0.04,-0.23,,1.0,2.0,2.0,5.0,5.0,,2.0,,1.0,2.0,2.0,,,Yllan Okou,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
14032389,home,RAAL La Louvière,Djibril Lamego,djibril-lamego,D. Lamego,D,25,183,48,M,1170564,EUR,1046131200,D,25,25,False,,42.0,32.0,6.0,3.0,0.0,19.0,20.0,13.0,22.0,,7.0,,,,,,,,90.0,51.0,6.1,11.0,0.00809278,90.917804107041,13.0,24.15,15.12,,0,,0.12,0.06,-0.34,,,,,1.0,1.0,,1.0,,2.0,,,,,Djibril Lamego,,,,,,,1.0,,,,,,,,,,,,
14032389,home,RAAL La Louvière,Darío Benavides,dario-benavides,D. Benavides,D,19,178,46,M,1142092,EUR,1042329600,M,19,19,False,,25.0,19.0,2.0,1.0,0.0,4.0,4.0,15.0,21.0,1.0,2.0,,,,,,,,72.0,40.0,6.5,13.0,0.0188361,21.386903699529,3.0,20.79,12.6,,1,,-0.01,0.05,-0.04,,6.0,1.0,1.0,2.0,3.0,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,0.0621,-0.13,,,,,,,,,
14032389,home,RAAL La Louvière,Sami Lahssaini,sami-lahssaini,S. Lahssaini,M,15,177,233,M,957895,EUR,906076800,M,15,15,False,,35.0,25.0,6.0,4.0,0.0,11.0,13.0,14.0,22.0,1.0,9.0,1.0,,,,,,,90.0,56.0,6.5,13.0,0.143683,30.434845581679,6.0,0.73500000000001,5.46,,0,,0.19,0.03,-0.27,,2.0,,,6.0,5.0,2.0,2.0,,4.0,1.0,1.0,,,,,1.0,1.0,1.0,,2.0,3.0,,,,1.0,,,,,,,,
14032389,home,RAAL La Louvière,Samuel Gueulette,samuel-gueulette,S. Gueulette,M,8,180,99,M,1137885,EUR,958694400,M,8,8,False,,17.0,16.0,3.0,2.0,0.0,8.0,8.0,8.0,9.0,,3.0,,,,,,,,90.0,24.0,6.6,3.0,0.0580246,29.681439979831,4.0,10.395,8.61,,0,,0.33,0.02,-0.14,,1.0,1.0,,4.0,1.0,1.0,,,2.0,1.0,1.0,10.563451140607,1.0,Samuel Gueulette,,,1.0,,,1.0,,,,,2.0,1.0,,,,,,,
14032389,home,RAAL La Louvière,Jordi Liongola,jordi-liongola,J. Liongola,D,11,182,155,M,1009413,EUR,958521600,M,11,11,False,,25.0,12.0,4.0,,1.0,6.0,6.0,6.0,19.0,4.0,2.0,,,,,,,,90.0,63.0,6.9,28.0,0.220354,82.042962823659,13.0,11.55,9.345,,1,,0.3,0.11,0.16,,10.0,3.0,2.0,7.0,4.0,,1.0,1.0,1.0,,,,,,,3.0,4.0,1.0,3.0,,1.0,1.0,0.1773,0.0,2.0,,,,,,,,
14032389,home,RAAL La Louvière,Joël Ito,joel-ito,J. Ito,M,23,166,37,M,1593830,EUR,890956800,F,23,23,False,,23.0,19.0,2.0,1.0,0.0,6.0,7.0,13.0,16.0,,3.0,,,,,,,,77.0,31.0,7.3,8.0,0.0688466,75.356035254199,10.0,8.4,18.69,,0,,0.3,0.17,0.15,,2.0,,,1.0,2.0,,,,,1.0,1.0,20.031758884332,1.0,Joël Ito,,,1.0,,1.0,,1.0,,,,,,,,,,,,
14032389,home,RAAL La Louvière,Jerry Afriyie,jerry-afriyie,J. Afriyie,F,22,180,1734,M,1836721,EUR,1165708800,F,22,22,False,,15.0,11.0,,,0.0,3.0,3.0,8.0,12.0,,5.0,,,,,,,,81.0,30.0,6.3,11.0,0.0400415,59.931151150444,7.0,21.315,16.065,,1,,-0.11,0.13,-0.08,,2.0,2.0,,10.0,4.0,2.0,3.0,,2.0,1.0,1.0,24.963971819404,1.0,,,,2.0,1.0,1.0,2.0,2.0,1.0,0.1152,-0.43,,,1.0,,,,,,
