match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_keyPass,player_sofascoreId,stat_accurateLongBalls,stat_aerialWon,stat_outfielderBlock,stat_totalTackle,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_challengeLost,stat_shotOffTarget,stat_bigChanceMissed,stat_errorLeadToAShot,stat_totalOffside,stat_goodHighClaim
14083595,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196.0,1913,M,164343,EUR,694310400,G,13,13,False,26.0,20.0,6.0,0.0,20.0,20.0,6.0,9.0,4.0,5.0,1.0,1.0,90.0,38.0,8.0,6.0,3.329e-05,0.8177,0,1.6732,0.01,-0.09,0.31,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083595,home,Girona FC,Alejandro Francés,alejandro-frances,A. Francés,D,16,180.0,576,M,1002347,EUR,1028160000,D,16,16,False,56.0,38.0,6.0,0.0,23.0,31.0,25.0,2.0,,,,,78.0,61.0,6.7,18.0,0.277837,,0,,0.36,0.12,-0.03,,15.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14083595,home,Girona FC,Vitor Reis,reis-vitor,V. Reis,D,12,186.0,12809,M,1485300,EUR,1137024000,D,12,12,False,65.0,64.0,3.0,0.0,43.0,43.0,22.0,2.0,,,,,90.0,80.0,7.2,1.0,0.00548505,,0,,0.12,0.12,0.39,,21.0,,,5.0,6.0,4.0,,,10.0,,vitorreiss_06,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14083595,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180.0,2785,M,44864,EUR,636940800,D,17,17,False,86.0,80.0,8.0,0.0,54.0,55.0,31.0,2.0,,,,,90.0,98.0,7.6,9.0,0.0364739,,0,,0.29,0.25,0.28,,26.0,1.0,,,1.0,3.0,1.0,1.0,3.0,1.0,,4.0,1.0,1.0,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,
14083595,home,Girona FC,Hugo Rincón,rincon-lumbreras-hugo,H. Rincón,D,2,183.0,270,M,1632454,EUR,1043625600,M,2,2,False,31.0,30.0,1.0,0.0,9.0,9.0,22.0,1.0,,,,,69.0,50.0,7.2,7.0,0.233396,,0,,0.41,0.06,0.14,,21.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,,1.0,,,,,2.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,
14083595,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178.0,895,M,973699,EUR,918950400,M,23,23,False,69.0,61.0,6.0,0.0,31.0,34.0,35.0,6.0,,,,,90.0,81.0,7.1,12.0,0.031719,,1,,-0.04,0.26,0.2,,30.0,1.0,,,3.0,5.0,3.0,2.0,,1.0,,4.0,1.0,,,1.0,,,1.0,1.0,,1.0,2.0,True,1.0,0.0256,0.1059,0.0,,,,,,,
14083595,home,Girona FC,Axel Witsel,axel-witsel,A. Witsel,D,20,186.0,9808,M,35612,EUR,600566400,M,20,20,False,49.0,44.0,3.0,0.0,23.0,25.0,24.0,7.0,,,,,86.0,57.0,7.1,6.0,0.0203187,,1,,0.2,0.11,0.2,,21.0,,,,1.0,4.0,,,2.0,1.0,axelwitsel28,,2.0,,,,,,1.0,,,,2.0,,,0.1601,,-0.4,1.0,,,,,,
14083595,home,Girona FC,Azzedine Ounahi,azzedine-ounahi,A. Ounahi,M,18,182.0,33691,M,991421,EUR,956102400,M,18,18,False,43.0,39.0,2.0,0.0,10.0,12.0,31.0,3.0,,,,,90.0,74.0,7.2,15.0,0.130604,,3,,0.26,0.5,-0.04,,29.0,2.0,,,7.0,6.0,4.0,4.0,1.0,,azzedine_ounahi,2.0,,,,1.0,,,4.0,3.0,,5.0,2.0,,1.0,0.136,0.1093,0.05,1.0,2.0,1.0,,,,
14083595,home,Girona FC,Álex Moreno,alex-moreno,Á. Moreno,D,24,179.0,1206,M,294593,EUR,739497600,M,24,24,False,36.0,26.0,2.0,0.0,11.0,14.0,22.0,1.0,,,,,90.0,67.0,7.0,18.0,0.0478886,,2,,0.1,0.16,0.13,,15.0,3.0,,1.0,4.0,8.0,3.0,2.0,2.0,1.0,,1.0,4.0,1.0,,2.0,,,,,,3.0,2.0,,,0.0441,,0.0,,,2.0,,,,
14083595,home,Girona FC,Portu,portu,Portu,F,8,167.0,868,M,218616,EUR,706406400,F,8,8,False,14.0,11.0,1.0,0.0,1.0,1.0,13.0,1.0,,,,,69.0,29.0,6.2,12.0,0.0275548,,1,,-0.21,0.0,-0.06,,10.0,6.0,1.0,1.0,6.0,1.0,,,,,,1.0,,,1.0,3.0,,,2.0,,,2.0,,,,0.0352,,-0.29,1.0,,,,,,
