match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_accurateOwnHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_unsuccessfulTouch,stat_outfielderBlock,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,player_sofascoreId,stat_dispossessed,stat_totalOffside,player_firstName,player_lastName,stat_goals,stat_shotOffTarget,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_errorLeadToAGoal,stat_hitWoodwork
12530797,home,Göztepe,Mateusz Lis,mateusz-lis,M. Lis,G,1,192.0,577,M,798375,EUR,857001600,G,97,97,False,True,34.0,15.0,34.0,15.0,0.0,1.0,15.0,33.0,4.0,1.0,90.0,35.0,7.0,19.0,0.00818616,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530797,home,Göztepe,Koray Günter,koray-gunter,K. Günter,D,22,185.0,219,M,138165,EUR,776995200,D,22,22,False,,30.0,24.0,5.0,2.0,0.0,10.0,15.0,20.0,4.0,,90.0,38.0,7.2,6.0,0.176718,1,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2165,0.1621,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530797,home,Göztepe,Héliton,heliton,Héliton,D,5,196.0,324,M,922725,EUR,816220800,D,5,5,False,,20.0,15.0,3.0,2.0,0.0,7.0,10.0,13.0,6.0,,90.0,28.0,6.9,6.0,0.00559549,0,5.0,1.0,1.0,3.0,1.0,,,5.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12530797,home,Göztepe,Malcom Bokele,malcom-bokele,M. Bokele,D,26,193.0,545,M,1122632,EUR,950313600,D,26,26,False,,31.0,24.0,4.0,1.0,0.0,19.0,7.0,12.0,8.0,,90.0,44.0,7.3,9.0,0.00363565,0,17.0,,5.0,,7.0,,,3.0,2.0,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12530797,home,Göztepe,Lasse Nielsen,lasse-nielsen,L. Nielsen,D,4,185.0,71,M,21547,EUR,568598400,M,24,24,False,,35.0,20.0,5.0,3.0,0.0,6.0,18.0,34.0,6.0,,81.0,50.0,7.6,20.0,0.445613,0,4.0,1.0,3.0,1.0,3.0,,,2.0,,,,,,,,1.0,,,5.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
12530797,home,Göztepe,Anthony Junior Dennis,dennis-anthony-junior,A. J. Dennis,M,30,180.0,461,M,1484438,EUR,1087776000,M,16,16,False,,39.0,30.0,3.0,2.0,1.0,16.0,17.0,23.0,11.0,,81.0,58.0,8.1,12.0,0.290867,1,13.0,2.0,1.0,3.0,8.0,,,1.0,1.0,5.0,5.0,1.0,0.0189,,,2.0,1.0,1.0,,,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12530797,home,Göztepe,Novatus Miroshi,novatus-miroshi,N. Miroshi,M,20,185.0,3867,M,1103597,EUR,1030924800,M,20,20,False,,36.0,27.0,4.0,,1.0,12.0,16.0,26.0,4.0,,90.0,54.0,7.2,13.0,0.0529628,1,11.0,2.0,4.0,3.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.1487,0.3706,,1.0,,,2.0,,,2.0,,,,novatus_40,1.0,1.0,,,,,,,,,,,,,
12530797,home,Göztepe,Djalma,djalma-silva,Djalma,M,,180.0,97,M,973933,EUR,779932800,M,66,66,False,,25.0,15.0,5.0,3.0,0.0,9.0,10.0,21.0,5.0,,81.0,55.0,7.0,20.0,0.00806575,0,6.0,1.0,4.0,3.0,7.0,,,2.0,2.0,1.0,,1.0,,,,2.0,,2.0,5.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
12530797,home,Göztepe,David Tijanič,david-tijanic,D. Tijanič,F,43,174.0,389,M,827369,EUR,869011200,F,43,43,False,,27.0,22.0,1.0,1.0,0.0,7.0,21.0,30.0,7.0,,63.0,42.0,7.8,11.0,0.340264,2,6.0,1.0,2.0,2.0,3.0,,1.0,,,,,1.0,0.51,0.986,,1.0,,,10.0,5.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,
12530797,home,Göztepe,Rômulo,romulo,Rômulo,F,40,193.0,3722,M,1133743,EUR,1013126400,F,79,79,False,,27.0,18.0,1.0,1.0,1.0,1.0,17.0,27.0,4.0,,90.0,55.0,9.2,17.0,0.211239,6,1.0,4.0,,6.0,8.0,,3.0,2.0,,,,1.0,0.2303,0.2879,,4.0,,3.0,1.0,,1.0,2.0,5.0,5.0,2.0,,1.0,2.0,Rômulo,,1.0,1.0,,,,,,,,,
