match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_aerialLost,stat_aerialWon,stat_lastManTackle,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated
12116978,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,20.0,18.0,11.0,9.0,11.0,11.0,7.0,9.0,7.0,1.0,1.0,1.0,90.0,28.0,7.1,2.0,0.00086588,0,-0.0024999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116978,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,30.0,22.0,3.0,2.0,11.0,14.0,11.0,16.0,4.0,,,,87.0,65.0,7.0,14.0,0.0315842,2,,6.0,9.0,1.0,1.0,6.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0184,,,,,,,,,,,,,,,,,
12116978,home,Vasco da Gama,Gary Medel,gary-medel,G. Medel,D,17,171,1841,M,,22975,EUR,554947200,D,17,17,False,40.0,35.0,6.0,1.0,30.0,31.0,5.0,9.0,2.0,,,,64.0,45.0,6.6,5.0,0.00277017,0,,1.0,1.0,,,,,,,3.0,,,1.0,,,1.0,,True,,,,,,,,,,,,,,,,
12116978,home,Vasco da Gama,Léo,leo,Léo,D,3,183,707,M,,360940,EUR,826070400,D,3,3,False,50.0,48.0,7.0,5.0,35.0,35.0,13.0,15.0,1.0,,,,90.0,61.0,7.1,2.0,0.00568558,0,,3.0,5.0,,,,,,,6.0,,,4.0,1.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
12116978,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,46.0,40.0,1.0,1.0,26.0,30.0,16.0,22.0,6.0,,,,90.0,73.0,7.3,14.0,0.113146,0,,3.0,7.0,1.0,1.0,3.0,3.0,,,1.0,,2.0,2.0,2.0,,,,,1.0,2.0,1.0,6.0,2.0,3.0,1.0,,,,,,,,,
12116978,home,Vasco da Gama,Pablo Galdames,pablo-galdames,P. Galdames,M,4,177,1057,M,,386230,EUR,851904000,M,27,27,False,25.0,23.0,3.0,1.0,9.0,11.0,14.0,14.0,2.0,,,,74.0,33.0,6.6,3.0,0.0177977,0,,5.0,3.0,1.0,,1.0,,,,,,,2.0,2.0,1.0,3.0,,,,,,,,,1.0,,,,,,,,,
12116978,home,Vasco da Gama,Juan Sforza,juan-sforza,J. Sforza,M,13,179,1614,M,,1003013,EUR,1013644800,M,20,20,False,56.0,50.0,3.0,1.0,34.0,35.0,16.0,21.0,4.0,,,,90.0,63.0,6.7,7.0,0.00642469,0,,2.0,2.0,1.0,,,,,,2.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,
12116978,home,Vasco da Gama,Mateus Carvalho,mateus-carvalho,M. Carvalho,M,85,180,1394,M,,1391962,EUR,1016409600,M,85,85,False,58.0,48.0,3.0,2.0,24.0,30.0,24.0,28.0,11.0,,,,90.0,75.0,7.8,12.0,0.105299,2,,4.0,8.0,2.0,2.0,3.0,3.0,1.0,,,,,1.0,1.0,2.0,,0.1118,,,2.0,,,,,,Matheus Carvalho,,1.0,1.0,0.4751,,,,
12116978,home,Vasco da Gama,Rossi,rossi,Rossi,M,,170,602,M,,243425,EUR,735436800,F,31,31,False,19.0,16.0,1.0,1.0,7.0,7.0,13.0,22.0,2.0,,,,64.0,37.0,7.4,11.0,0.302757,0,,4.0,4.0,,1.0,,,,,1.0,,,,,2.0,2.0,,,2.0,2.0,,10.0,4.0,1.0,4.0,,,,,,1.0,,,
12116978,home,Vasco da Gama,Pablo Vegetti,pablo-vegetti,P. Vegetti,F,99,187,16902,M,pablovegetti,583974,EUR,592876800,F,99,99,False,24.0,14.0,,,5.0,6.0,9.0,19.0,1.0,,,,90.0,42.0,6.9,19.0,0.034105,5,,12.0,7.0,,1.0,2.0,,2.0,2.0,2.0,,,,,1.0,4.0,0.2896,,5.0,6.0,,1.0,,5.0,,,,1.0,,0.3,,1.0,,
