match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_fouls,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_blockedScoringAttempt,stat_goals,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,player_firstName,player_lastName,stat_goalAssist,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_outfielderBlock
10411453,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190.0,4366,M,592794,EUR,858988800,G,1,1,False,20.0,14.0,8.0,2.0,14.0,17.0,3.0,1.0,7.0,1.0,1.0,90.0,25.0,6.5,6.0,0.0,0.0,8.957e-05,0,-0.3547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411453,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182.0,6986,M,153257,EUR,744422400,D,22,22,False,70.0,61.0,8.0,3.0,22.0,23.0,52.0,,5.0,,,90.0,85.0,6.8,14.0,0.0732,0.0,0.103243,1,,dilorenzo22,True,39.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411453,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190.0,3520,M,332155,EUR,762048000,D,13,13,False,111.0,103.0,15.0,10.0,41.0,43.0,68.0,2.0,7.0,,,90.0,117.0,6.9,10.0,0.12,0.1756,0.0821484,2,,,,62.0,,1.0,5.0,4.0,,1.0,,,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10411453,home,Napoli,Min-jae Kim,min-jae-kim,M. Kim,D,3,190.0,15025,M,896569,EUR,848016000,D,3,3,False,100.0,96.0,4.0,4.0,41.0,45.0,56.0,1.0,5.0,,,90.0,107.0,7.0,5.0,0.0,0.0,0.0214246,0,,kiminjae3,,55.0,1.0,3.0,3.0,4.0,,,1.0,,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
10411453,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184.0,3517,M,805078,EUR,878256000,D,17,17,False,66.0,56.0,4.0,2.0,16.0,20.0,49.0,,6.0,,,82.0,95.0,7.7,15.0,0.1694,0.4437,0.110716,3,,,,40.0,3.0,3.0,7.0,11.0,1.0,1.0,2.0,1.0,7.0,,1.0,3.0,,,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,
10411453,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184.0,12968,M,787941,EUR,816480000,M,99,99,False,73.0,62.0,3.0,2.0,14.0,19.0,56.0,,7.0,,,89.0,86.0,6.9,15.0,0.1253,0.08,0.0797938,3,,anguiss_29,,48.0,2.0,,3.0,6.0,,,,2.0,4.0,2.0,1.0,1.0,,,2.0,2.0,,,,2.0,,,,,,,,,,
10411453,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170.0,4661,M,150383,EUR,785721600,M,68,68,False,86.0,79.0,2.0,2.0,22.0,26.0,61.0,,5.0,,,89.0,100.0,7.0,11.0,0.1351,0.0,0.118561,1,,StanLobotka,,57.0,1.0,1.0,5.0,5.0,1.0,,2.0,,,1.0,,1.0,3.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,
10411453,home,Napoli,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180.0,18478,M,138605,EUR,769392000,M,20,20,False,36.0,32.0,,,8.0,8.0,35.0,,2.0,,,60.0,49.0,7.3,10.0,0.1123,0.0,0.312753,1,,zielu_94,,27.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,,,,2.0,,,,,,,2.0,,3.0,1.0,,,,,,,,
10411453,home,Napoli,Hirving Lozano,hirving-lozano,H. Lozano,F,11,175.0,6583,M,385320,EUR,807062400,F,11,11,False,21.0,18.0,1.0,1.0,1.0,1.0,24.0,,3.0,,,60.0,31.0,7.1,5.0,0.0,0.0,0.288304,0,,hirvinglozano,,20.0,4.0,,1.0,2.0,,,,2.0,1.0,,,,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
10411453,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186.0,227771,M,822471,EUR,914889600,F,9,9,False,18.0,13.0,3.0,2.0,1.0,2.0,17.0,1.0,6.0,,,90.0,43.0,6.7,14.0,0.3198,0.2441,0.111633,5,,Osimhen9,,13.0,1.0,3.0,11.0,9.0,1.0,1.0,1.0,,6.0,3.0,3.0,1.0,4.0,1.0,,1.0,,1.0,2.0,1.0,1.0,,1.0,,,,,,,
