match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_shotOffTarget,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceMissed,stat_wasFouled,stat_bigChanceCreated,stat_punches
11897408,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186.0,93,M,758606,EUR,763603200,G,1,1,False,16.0,16.0,3.0,3.0,14.0,14.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,90.0,21.0,7.1,0.000328,0,0.1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11897408,home,Hatayspor,Kerim Alıcı,kerim-alici,K. Alıcı,D,27,183.0,22,M,758870,EUR,867110400,D,22,22,False,30.0,26.0,2.0,,15.0,16.0,12.0,19.0,5.0,,,,,45.0,42.0,7.0,0.0654974,1,,5.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0393,1.0,,,,,,,,,,,,,,,
11897408,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180.0,314,M,944222,EUR,928022400,D,3,3,False,106.0,101.0,8.0,5.0,57.0,57.0,44.0,49.0,7.0,,,,,90.0,115.0,7.8,0.0344825,0,,,,,3.0,2.0,6.0,,,,,,,2.0,,5.0,,1.0,3.0,1.0,3.0,2.0,,,,,,,,,,,
11897408,home,Hatayspor,Nikola Maksimović,nikola-maksimovic,N. Maksimović,D,15,193.0,266,M,68076,EUR,691027200,D,19,19,False,93.0,88.0,,,55.0,58.0,33.0,35.0,2.0,,,,,90.0,101.0,7.3,0.0817811,1,,,,,1.0,2.0,3.0,1.0,,,,,,1.0,,6.0,0.0154,,3.0,1.0,2.0,2.0,Nikola,Maksimović,1.0,,,,,,,,
11897408,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173.0,57,M,124728,EUR,696902400,D,2,2,False,76.0,69.0,5.0,3.0,26.0,29.0,44.0,51.0,6.0,,,,,90.0,99.0,7.5,0.0603001,1,,4.0,1.0,2.0,,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,13.0,0.0475,,,,,,,,,True,1.0,0.3594,,,,,
11897408,home,Hatayspor,Giorgi Aburjania,giorgi-aburjania,G. Aburjania,M,29,187.0,128,M,156569,EUR,789004800,M,29,29,False,31.0,26.0,2.0,1.0,8.0,8.0,18.0,23.0,3.0,,,,,45.0,37.0,6.7,0.0284792,0,,,,,,2.0,1.0,,,,,2.0,1.0,1.0,,7.0,,,1.0,,1.0,,,,,,,,1.0,,,,
11897408,home,Hatayspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175.0,118,M,795001,EUR,892252800,M,5,5,False,130.0,124.0,15.0,13.0,55.0,56.0,70.0,78.0,9.0,,,,,90.0,144.0,8.1,0.168657,1,,4.0,1.0,2.0,1.0,5.0,4.0,3.0,2.0,2.0,,1.0,,1.0,,9.0,0.0277,2.0,1.0,,1.0,1.0,,,,,1.0,0.2074,,,,,
11897408,home,Hatayspor,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186.0,3768,M,910121,EUR,981417600,M,17,17,False,37.0,35.0,,,11.0,11.0,24.0,27.0,4.0,,,,,79.0,49.0,7.1,0.0405379,2,,1.0,,,,3.0,3.0,,4.0,3.0,,,1.0,1.0,,8.0,0.1212,3.0,,,,,,,1.0,,1.0,0.2625,1.0,1.0,,,
11897408,home,Hatayspor,Ömer Faruk Beyaz,omer-faruk-beyaz,Ö. F. Beyaz,M,99,171.0,399,M,1022881,EUR,1062115200,F,7,7,False,34.0,27.0,2.0,1.0,6.0,6.0,21.0,29.0,3.0,,,,,90.0,63.0,7.7,0.0843025,4,,1.0,,1.0,1.0,6.0,8.0,,7.0,4.0,1.0,,4.0,1.0,,16.0,0.1185,2.0,,,1.0,1.0,,,1.0,,2.0,0.6333,1.0,,2.0,,
11897408,home,Hatayspor,Carlos Strandberg,carlos-strandberg,C. Strandberg,F,10,187.0,170,M,333423,EUR,829440000,F,10,10,False,13.0,10.0,1.0,1.0,5.0,6.0,5.0,7.0,2.0,,,,,70.0,27.0,6.7,0.00968857,1,,,,,4.0,5.0,6.0,,5.0,2.0,,,2.0,1.0,,10.0,0.0465,1.0,1.0,,,,,,1.0,,,,1.0,,,,
