match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goodHighClaim,stat_goalAssist,player_sofascoreId,stat_hitWoodwork,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
11544356,home,Bristol City,Max O'Leary,max-oleary,M. O'Leary,G,1,185,170,M,360388,EUR,844905600,G,1,1,False,43.0,27.0,19.0,5.0,22.0,27.0,5.0,16.0,1.0,10.0,1.0,1.0,3.0,1.0,2.0,2.0,90.0,53.0,6.6,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11544356,home,Bristol City,George Tanner,tanner-george,G. Tanner,D,19,181,60,M,927367,EUR,942710400,D,19,19,False,58.0,45.0,5.0,2.0,24.0,29.0,21.0,29.0,2.0,5.0,,,,,,,90.0,74.0,7.1,16.0,0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11544356,home,Bristol City,Robert Dickie,robert-dickie,R. Dickie,D,16,185,131,M,802697,EUR,825811200,D,16,16,False,85.0,75.0,5.0,,59.0,62.0,16.0,23.0,2.0,8.0,,,,,,,90.0,94.0,6.6,10.0,0,,,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11544356,home,Bristol City,Kal Naismith,kal-naismith,K. Naismith,D,3,185,86,M,215032,EUR,698371200,D,4,4,False,95.0,85.0,9.0,4.0,65.0,67.0,20.0,28.0,3.0,6.0,,,,,,,90.0,103.0,6.9,11.0,0,1.0,3.0,4.0,1.0,,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11544356,home,Bristol City,Haydon Roberts,haydon-roberts,H. Roberts,D,5,175,77,M,980635,EUR,1020988800,D,24,24,False,43.0,35.0,4.0,2.0,20.0,22.0,17.0,27.0,,1.0,,,,,,,90.0,76.0,6.4,19.0,0,1.0,5.0,4.0,,,1.0,4.0,1.0,,1.0,,,,,6.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,
11544356,home,Bristol City,Mark Sykes,mark-sykes,M. Sykes,M,17,182,137,M,560196,EUR,870652800,M,17,17,False,16.0,13.0,2.0,1.0,6.0,6.0,8.0,11.0,1.0,1.0,,,,,,,61.0,27.0,6.5,8.0,2,1.0,3.0,3.0,,,,3.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11544356,home,Bristol City,Andy King,andy-king,A. King,M,10,183,78,M,30530,EUR,594086400,M,10,10,False,41.0,34.0,4.0,2.0,20.0,21.0,14.0,20.0,1.0,5.0,,,,,,,90.0,45.0,6.7,8.0,0,2.0,1.0,3.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,True,,,,,,,,,
11544356,home,Bristol City,Joe Williams,joe-williams,J. Williams,M,8,185,52,M,784501,EUR,850003200,M,8,8,False,24.0,17.0,2.0,,5.0,7.0,12.0,17.0,3.0,4.0,,,,,,,61.0,34.0,7.0,9.0,1,3.0,3.0,5.0,,,,,1.0,3.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11544356,home,Bristol City,Harry Cornick,harry-cornick,H. Cornick,F,7,180,51,M,351496,EUR,794448000,F,9,9,False,13.0,10.0,,,7.0,7.0,3.0,8.0,,,,,,,,,67.0,27.0,6.7,11.0,0,2.0,3.0,5.0,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,
11544356,home,Bristol City,Nahki Wells,nahki-wells,N. Wells,F,21,170,310,M,145182,EUR,644198400,F,21,21,False,16.0,10.0,,,5.0,5.0,5.0,11.0,,1.0,,,,,,,90.0,30.0,6.7,11.0,1,2.0,6.0,5.0,,,,4.0,3.0,,3.0,1.0,,,,,,,,,2.0,,,,1.0,,,,,,,,
